accession	status	total_energy	backbone_hbond	sidechain_hbond	vdw_clashes	electrostatics	solvation_polar	solvation_hydrophobic	entropy_mainchain	entropy_sidechain	error
O15061	success	2554.2									RepairPDB_failed_using_unrepaired
O15062	success	1110.36									RepairPDB_failed_using_unrepaired
O15063	success	1157.2									RepairPDB_failed_using_unrepaired
O15066	success	419.91									RepairPDB_failed_using_unrepaired
O15067	success	178.95									RepairPDB_failed_using_unrepaired
O15068	success	537.79									RepairPDB_failed_using_unrepaired
O15069	success	4293.6									RepairPDB_failed_using_unrepaired
O15072	success	1130.65									RepairPDB_failed_using_unrepaired
O15075	success	626.36									RepairPDB_failed_using_unrepaired
O15078	success	2882.65									RepairPDB_failed_using_unrepaired
O15079	success	527.68									
O15083	success	632.03									RepairPDB_failed_using_unrepaired
O15084	success	326.5									RepairPDB_failed_using_unrepaired
O15085	success	2006.87									RepairPDB_failed_using_unrepaired
O15090	success	2611.31									RepairPDB_failed_using_unrepaired
O15091	success	194.75									RepairPDB_failed_using_unrepaired
O15105	success	165.52									
O15111	success	190.2									RepairPDB_failed_using_unrepaired
O15116	success	-0.45									
O15117	success	1501.34									RepairPDB_failed_using_unrepaired
O15118	success	291.54									RepairPDB_failed_using_unrepaired
O15119	success	1291.58									RepairPDB_failed_using_unrepaired
O15120	success	-50.24									
O15121	success	-78.0									
O15123	success	295.71									RepairPDB_failed_using_unrepaired
O15126	success	15.0									
O15127	success	36.7									
O15130	success	122.3									
O15131	success	124.66									RepairPDB_failed_using_unrepaired
O15143	success	10.9									
O15144	success	-26.81									
O15145	success	-48.32									
O15146	success	360.07									RepairPDB_failed_using_unrepaired
O15151	success	517.41									
O15155	success	30.01									
O15156	success	527.44									RepairPDB_failed_using_unrepaired
O15160	success	-15.74									
O15162	success	117.65									
O15164	success	1334.04									RepairPDB_failed_using_unrepaired
O15165	success	423.14									
O15169	success	1205.56									RepairPDB_failed_using_unrepaired
O15172	success	50.82									
O15173	success	87.18									
O15178	success	402.87									
O15182	success	-16.73									
O15194	success	80.24									
O15195	success	312.2									RepairPDB_failed_using_unrepaired
O15197	success	418.59									RepairPDB_failed_using_unrepaired
O15198	success	130.53									
O15204	success	77.02									
O15205	success	-20.54									
O15209	success	789.34									
O15211	success	493.3									RepairPDB_failed_using_unrepaired
O15212	success	-41.26									
O15213	success	384.38									RepairPDB_failed_using_unrepaired
O15217	success	-68.56									
O15218	success	93.41									
O15225	success	49.58									
O15226	success	524.97									RepairPDB_failed_using_unrepaired
O15228	success	82.84									RepairPDB_failed_using_unrepaired
O15229	success	85.68									RepairPDB_failed_using_unrepaired
O15230	success	626.24									RepairPDB_failed_using_unrepaired
O15231	success	1144.25									
O15232	success	171.11									
O15234	success	965.77									
O15235	success	63.62									
O15239	success	15.02									
O15240	success	812.51									RepairPDB_failed_using_unrepaired
O15243	success	2.93									
O15244	success	98.46									RepairPDB_failed_using_unrepaired
O15245	success	110.13									RepairPDB_failed_using_unrepaired
O15247	success	-39.92									
O15254	success	41.84									RepairPDB_failed_using_unrepaired
O15255	success	263.26									
O15258	success	44.62									
O15259	success	420.55									RepairPDB_failed_using_unrepaired
O15260	success	-56.97									
O15263	success	8.77									
O15264	success	66.12									RepairPDB_failed_using_unrepaired
O15265	success	1806.39									RepairPDB_failed_using_unrepaired
O15266	success	317.37									
O15269	success	90.08									RepairPDB_failed_using_unrepaired
O15270	success	177.46									RepairPDB_failed_using_unrepaired
O15273	success	95.51									
O15287	success	59.77									RepairPDB_failed_using_unrepaired
O15294	success	32.72									RepairPDB_failed_using_unrepaired
O15296	success	14.9									RepairPDB_failed_using_unrepaired
O15297	success	598.56									RepairPDB_failed_using_unrepaired
O15303	success	251.79									RepairPDB_failed_using_unrepaired
O15304	success	126.48									
O15305	success	-45.28									
O15315	success	64.3									
O15318	success	224.05									
O15321	success	147.03									RepairPDB_failed_using_unrepaired
O15327	success	222.59									RepairPDB_failed_using_unrepaired
O15335	success	22.37									
O15342	success	4.83									
O15344	success	282.0									RepairPDB_failed_using_unrepaired
O15347	success	93.87									RepairPDB_failed_using_unrepaired
O15350	success	658.48									RepairPDB_failed_using_unrepaired
O15353	success	885.36									
O15354	success	574.98									RepairPDB_failed_using_unrepaired
O15355	success	518.15									RepairPDB_failed_using_unrepaired
O15357	success	873.34									RepairPDB_failed_using_unrepaired
O15360	success	356.51									RepairPDB_failed_using_unrepaired
O15370	success	363.09									
O15371	success	258.36									RepairPDB_failed_using_unrepaired
O15372	success	219.13									RepairPDB_failed_using_unrepaired
O15374	success	188.28									RepairPDB_failed_using_unrepaired
O15375	success	5.49									
O15379	success	-30.53									
O15381	success	584.97									RepairPDB_failed_using_unrepaired
O15382	success	-45.69									
O15389	success	145.22									
O15391	success	333.99									
O15392	success	-15.05									
O15393	success	135.68									
O15394	success	433.43									RepairPDB_failed_using_unrepaired
O15397	success	121.86									RepairPDB_failed_using_unrepaired
O15399	success	1263.39									RepairPDB_failed_using_unrepaired
O15400	success	98.87									RepairPDB_failed_using_unrepaired
O15403	success	73.15									
O15405	success	812.86									RepairPDB_failed_using_unrepaired
O15409	success	993.66									RepairPDB_failed_using_unrepaired
O15417	success	3293.14									RepairPDB_failed_using_unrepaired
O15427	success	-57.39									
O15428	success	75.81									
O15431	success	75.57									
O15432	success	31.42									
O15438	success	300.47									RepairPDB_failed_using_unrepaired
O15439	success	275.84									RepairPDB_failed_using_unrepaired
O15440	success	460.95									RepairPDB_failed_using_unrepaired
O15442	success	-7.47									
O15444	success	80.2									
O15446	success	795.52									
O15455	success	278.86									RepairPDB_failed_using_unrepaired
O15457	success	444.83									RepairPDB_failed_using_unrepaired
O15460	success	142.47									RepairPDB_failed_using_unrepaired
O15466	success	-38.79									
O15467	success	28.34									
O15479	success	184.28									
O15480	success	262.32									RepairPDB_failed_using_unrepaired
O15481	success	156.4									
O15482	success	335.46									RepairPDB_failed_using_unrepaired
O15484	success	152.26									RepairPDB_failed_using_unrepaired
O15488	success	312.01									
O15492	success	69.92									
O15496	success	4.51									
O15498	success	-28.43									
O15499	success	175.25									
O15503	success	116.97									
O15504	success	463.93									
O15511	success	22.2									
O15514	success	-2.54									
O15516	success	1039.43									RepairPDB_failed_using_unrepaired
O15519	success	242.64									RepairPDB_failed_using_unrepaired
O15520	success	151.87									
O15522	success	231.53									
O15523	success	469.5									RepairPDB_failed_using_unrepaired
O15524	success	46.67									
O15525	success	50.89									
O15527	success	-40.17									
O15528	success	100.46									RepairPDB_failed_using_unrepaired
O15529	success	-24.56									
O15530	success	256.59									RepairPDB_failed_using_unrepaired
O15533	success	-9.75									
O15534	success	2067.94									RepairPDB_failed_using_unrepaired
O15535	success	464.2									RepairPDB_failed_using_unrepaired
O15537	success	93.44									
O15539	success	24.28									
O15540	success	-22.52									
O15541	success	276.79									
O15544	success	174.97									
O15547	success	123.6									
O15550	success	1267.52									RepairPDB_failed_using_unrepaired
O15551	success	17.99									
O15552	success	-36.33									
O15553	success	674.19									RepairPDB_failed_using_unrepaired
O15554	success	118.05									RepairPDB_failed_using_unrepaired
O32528	success	72.02									
O32583	success	-10.29									
O42043	success	283.06									RepairPDB_failed_using_unrepaired
O43143	success	201.58									RepairPDB_failed_using_unrepaired
O43147	success	628.67									RepairPDB_failed_using_unrepaired
O43148	success	298.88									RepairPDB_failed_using_unrepaired
O43149	success	474.72									RepairPDB_failed_using_unrepaired
O43150	success	792.49									RepairPDB_failed_using_unrepaired
O43151	success	3280.22									RepairPDB_failed_using_unrepaired
O43155	success	465.61									RepairPDB_failed_using_unrepaired
O43156	success	231.49									RepairPDB_failed_using_unrepaired
O43157	success	1194.72									RepairPDB_failed_using_unrepaired
O43159	success	268.89									
O43164	success	1213.46									RepairPDB_failed_using_unrepaired
O43166	success	2913.28									RepairPDB_failed_using_unrepaired
O43167	success	773.8									RepairPDB_failed_using_unrepaired
O43169	success	74.14									
O43172	success	273.01									RepairPDB_failed_using_unrepaired
O43173	success	108.16									RepairPDB_failed_using_unrepaired
O43174	success	32.84									RepairPDB_failed_using_unrepaired
O43175	success	50.68									RepairPDB_failed_using_unrepaired
O43181	success	122.76									
O43182	success	1411.28									RepairPDB_failed_using_unrepaired
O43184	success	640.49									RepairPDB_failed_using_unrepaired
O43186	success	485.41									
O43187	success	455.61									RepairPDB_failed_using_unrepaired
O43189	success	369.78									
O43193	success	41.48									
O43194	success	195.01									RepairPDB_failed_using_unrepaired
O43196	success	212.13									RepairPDB_failed_using_unrepaired
O43236	success	345.7									RepairPDB_failed_using_unrepaired
O43237	success	564.09									RepairPDB_failed_using_unrepaired
O43240	success	70.81									
O43242	success	262.43									RepairPDB_failed_using_unrepaired
O43246	success	-46.86									
O43247	success	332.24									
O43248	success	410.75									
O43251	success	555.93									
O43252	success	90.74									RepairPDB_failed_using_unrepaired
O43255	success	118.08									
O43257	success	105.18									
O43261	success	27.0									
O43264	success	160.54									RepairPDB_failed_using_unrepaired
O43272	success	138.22									RepairPDB_failed_using_unrepaired
O43278	success	203.51									
O43280	success	61.38									RepairPDB_failed_using_unrepaired
O43281	success	568.01									
O43283	success	1262.16									RepairPDB_failed_using_unrepaired
O43286	success	-46.12									
O43290	success	1005.99									RepairPDB_failed_using_unrepaired
O43291	success	56.78									
O43292	success	48.87									RepairPDB_failed_using_unrepaired
O43293	success	131.89									RepairPDB_failed_using_unrepaired
O43294	success	309.04									
O43295	success	1024.71									RepairPDB_failed_using_unrepaired
O43296	success	651.66									RepairPDB_failed_using_unrepaired
O43298	success	447.64									
O43299	success	159.09									RepairPDB_failed_using_unrepaired
O43300	success	194.57									
O43301	success	139.33									RepairPDB_failed_using_unrepaired
O43303	success	1749.16									RepairPDB_failed_using_unrepaired
O43304	success	244.59									RepairPDB_failed_using_unrepaired
O43306	success	341.19									RepairPDB_failed_using_unrepaired
O43307	success	175.45									RepairPDB_failed_using_unrepaired
O43309	success	580.56									RepairPDB_failed_using_unrepaired
O43310	success	637.54									RepairPDB_failed_using_unrepaired
O43312	success	1001.88									RepairPDB_failed_using_unrepaired
O43313	success	1491.9									RepairPDB_failed_using_unrepaired
O43314	success	846.99									RepairPDB_failed_using_unrepaired
O43315	success	-23.52									
O43316	success	266.01									
O43318	success	515.1									RepairPDB_failed_using_unrepaired
O43320	success	42.47									
O43323	success	28.09									
O43324	success	-46.68									
O43325	success	-6.54									
O43345	success	1175.36									RepairPDB_failed_using_unrepaired
O43347	success	397.11									
O43353	success	271.48									RepairPDB_failed_using_unrepaired
O43361	success	919.5									RepairPDB_failed_using_unrepaired
O43364	success	622.65									
