accession	ft_transit	ft_signal	cc_subcellular_location
Q14296			SUBCELLULAR LOCATION: [Isoform 4]: Mitochondrion matrix {ECO:0000269|PubMed:25704814}. Note=Colocalizes with mitochondrial RNA granules. {ECO:0000269|PubMed:25704814}.
Q14318			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:16176796}. Mitochondrion membrane {ECO:0000305}; Single-pass membrane protein; Cytoplasmic side {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion membrane {ECO:0000269|PubMed:12510191, ECO:0000269|PubMed:18385096}; Single-pass membrane protein; Cytoplasmic side {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Mitochondrion membrane {ECO:0000269|PubMed:18385096}; Single-pass membrane protein; Cytoplasmic side {ECO:0000305}.
Q14596			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19427866, ECO:0000269|PubMed:35914352, ECO:0000269|PubMed:38169523}. Cytoplasmic vesicle, autophagosome {ECO:0000269|PubMed:19250911, ECO:0000269|PubMed:24879152}. Lysosome {ECO:0000269|PubMed:19250911}. Cytoplasm, myofibril, sarcomere, M line {ECO:0000250|UniProtKB:Q501R9}. Note=In cardiac muscles localizes to the sarcomeric M line (By similarity). Is targeted to lysosomes for degradation (PubMed:19250911). {ECO:0000250|UniProtKB:Q501R9, ECO:0000269|PubMed:19250911}.
Q14790			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9JHX4}. Nucleus {ECO:0000250|UniProtKB:Q9JHX4}. Cell projection, lamellipodium {ECO:0000269|PubMed:18216014}. Note=Recruitment to lamellipodia of migrating cells is enhanced by phosphorylation at Tyr-380. {ECO:0000269|PubMed:18216014}.
Q14CZ7	"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000305"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:20869947, ECO:0000269|PubMed:27789713}.
Q15031	"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250}.
Q15046			SUBCELLULAR LOCATION: [Isoform Cytoplasmic]: Cytoplasm, cytosol {ECO:0000269|PubMed:10952987, ECO:0000269|PubMed:19289464, ECO:0000269|PubMed:23159739, ECO:0000269|PubMed:28887846}. Cytoplasm {ECO:0000269|PubMed:15220430}. Nucleus {ECO:0000269|PubMed:15220430, ECO:0000269|PubMed:23159739}. Cell membrane {ECO:0000269|PubMed:15220430}; Peripheral membrane protein {ECO:0000269|PubMed:15220430}. Secreted {ECO:0000269|PubMed:15851690}. Note=Secretion is induced by TNF (PubMed:15851690). Cytosolic in quiescent mast cells. Translocates into the nucleus in response to mast cell activation by immunoglobulin E (PubMed:23159739). {ECO:0000269|PubMed:15851690, ECO:0000269|PubMed:23159739}.; SUBCELLULAR LOCATION: [Isoform Mitochondrial]: Mitochondrion {ECO:0000269|PubMed:10952987}.
Q15070	"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:17936786, ECO:0000269|PubMed:33602856}; Multi-pass membrane protein {ECO:0000269|PubMed:33602856}.
Q15118	"TRANSIT 1..28; /note=""Mitochondrion""; /evidence=""ECO:0000255, ECO:0007744|PubMed:25944712"""		SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:22195962}.
Q15119	"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion matrix.
Q15120	"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion matrix.
Q15388			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:20628368, ECO:0000269|PubMed:25764979, ECO:0000269|PubMed:25997101, ECO:0000269|PubMed:31644573}; Single-pass membrane protein {ECO:0000269|PubMed:40080546}.
Q15526			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P09925}; Multi-pass membrane protein {ECO:0000255}.
Q15785			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10101285}. Mitochondrion outer membrane {ECO:0000269|PubMed:10101285}; Peripheral membrane protein {ECO:0000269|PubMed:10101285}; Cytoplasmic side {ECO:0000269|PubMed:10101285}.
Q16134	"TRANSIT 1..33; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane.
Q16526			SUBCELLULAR LOCATION: Cytoplasm. Nucleus {ECO:0000269|PubMed:22798407, ECO:0000269|PubMed:26431207, ECO:0000269|PubMed:28388406}. Note=Translocated to the nucleus through interaction with other clock proteins such as PER2 or BMAL1. {ECO:0000250|UniProtKB:P97784}.
Q16540			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.
Q16548			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:34245648}.
Q16595	"TRANSIT 1..41; /note=""Mitochondrion"""		SUBCELLULAR LOCATION: [Frataxin mature form]: Mitochondrion {ECO:0000269|PubMed:15581888, ECO:0000269|PubMed:16091420, ECO:0000269|PubMed:16608849, ECO:0000269|PubMed:18725397, ECO:0000269|PubMed:20053667, ECO:0000269|PubMed:21298097, ECO:0000269|PubMed:9241270, ECO:0000269|PubMed:9302253}.; SUBCELLULAR LOCATION: [Extramitochondrial frataxin]: Cytoplasm, cytosol {ECO:0000269|PubMed:16091420, ECO:0000269|PubMed:16608849, ECO:0000269|PubMed:20053667}.
Q16611			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:29531808}; Single-pass membrane protein {ECO:0000255}.
Q16635			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:26908608}; Peripheral membrane protein {ECO:0000305|PubMed:26908608}; Intermembrane side {ECO:0000305|PubMed:26908608}. Mitochondrion inner membrane {ECO:0000269|PubMed:26908608}; Peripheral membrane protein {ECO:0000305|PubMed:26908608}; Intermembrane side {ECO:0000305|PubMed:26908608}.; SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion membrane {ECO:0000269|PubMed:19700766, ECO:0000269|PubMed:29129703}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Mitochondrion membrane {ECO:0000269|PubMed:19700766, ECO:0000269|PubMed:29129703}.; SUBCELLULAR LOCATION: [Isoform 5]: Mitochondrion membrane {ECO:0000269|PubMed:19700766}.; SUBCELLULAR LOCATION: [Isoform 6]: Cytoplasm {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 7]: Mitochondrion membrane {ECO:0000269|PubMed:19700766}.; SUBCELLULAR LOCATION: [Isoform 8]: Cytoplasm {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 9]: Cytoplasm {ECO:0000305}.
Q16654	"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion matrix.
Q16698	"TRANSIT 1..34; /note=""Mitochondrion""; /evidence=""ECO:0000305|PubMed:7818482"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:7818482}.
Q16718			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Peripheral membrane protein {ECO:0000305}; Matrix side {ECO:0000305}.
Q16740	"TRANSIT 1..56; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:19892738, ECO:0007744|PubMed:25944712"""		SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:10525407, ECO:0000269|PubMed:22354088}.
Q16762			SUBCELLULAR LOCATION: Mitochondrion matrix.
Q16774			SUBCELLULAR LOCATION: Photoreceptor inner segment {ECO:0000250|UniProtKB:Q64520}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q64520}. Note=Colocalizes with RD3 in photoreceptor inner segments and to a lesser extent in the outer plexiform layer. {ECO:0000250|UniProtKB:Q64520}.; SUBCELLULAR LOCATION: [Isoform 2]: Mitochondrion {ECO:0000269|PubMed:39230499}.
Q16775	"TRANSIT 1..13; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion matrix {ECO:0000269|PubMed:15117945}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm {ECO:0000269|PubMed:15117945}.
Q16795	"TRANSIT 1..35; /note=""Mitochondrion""; /evidence=""ECO:0000250"""		SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000305|PubMed:12611891}.
Q16798	"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion matrix.
Q16822	"TRANSIT 1..32; /note=""Mitochondrion""; /evidence=""ECO:0000250|UniProtKB:P21642"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:38720107, ECO:0000269|PubMed:8645161}.
Q16836	"TRANSIT 1..12; /note=""Mitochondrion""; /evidence=""ECO:0000305|PubMed:8687463"""		SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000305|PubMed:8687463}.
Q16854	"TRANSIT 1..39; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q9QX60}.
Q16881			SUBCELLULAR LOCATION: [Isoform 1]: Cytoplasm {ECO:0000269|PubMed:18042542}.; SUBCELLULAR LOCATION: [Isoform 4]: Cytoplasm {ECO:0000269|PubMed:15199063}. Nucleus {ECO:0000269|PubMed:15199063}.; SUBCELLULAR LOCATION: [Isoform 5]: Cytoplasm {ECO:0000269|PubMed:15199063}.
Q16891	"TRANSIT 1..33; /note=""Mitochondrion""; /evidence=""ECO:0000255, ECO:0007744|PubMed:25944712"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:25764979, ECO:0000269|PubMed:25997101}; Single-pass membrane protein {ECO:0000255}. Mitochondrion {ECO:0000269|PubMed:25781180}.
Q2M3C7			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12080051, ECO:0000269|PubMed:20394097}. Note=Colocalizes with SPHK1 in the cytoplasm.
Q32NB8	"TRANSIT 1..28; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.
Q32P41			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000255|HAMAP-Rule:MF_03152, ECO:0000269|PubMed:26189817}. Nucleus {ECO:0000255|HAMAP-Rule:MF_03152}. Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03152}. Note=Predominantly in the mitochondria and in the nucleus. {ECO:0000255|HAMAP-Rule:MF_03152}.
Q330K2	"TRANSIT 1..44; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion inner membrane. Note=Peripherally localized on the matrix face of the mitochondrial inner membrane.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm. Nucleus.
Q3SXM5			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:19026618}.
Q3SY69	"TRANSIT 1..19; /note=""Mitochondrion; not cleaved""; /evidence=""ECO:0000305|PubMed:20498374"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:20498374}.
Q3ZCQ8	"TRANSIT 1..44; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:15044455}; Single-pass membrane protein {ECO:0000269|PubMed:15044455}.; SUBCELLULAR LOCATION: [Isoform 2]: Nucleus speckle {ECO:0000269|PubMed:16008839}. Note=Nuclear and enriched in speckles with snRNPs. {ECO:0000269|PubMed:16008839}.
Q49AM1	"TRANSIT 1..35; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:19366608"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:16226716}. Mitochondrion matrix, mitochondrion nucleoid {ECO:0000250|UniProtKB:Q8BKY8}.
Q49B96			SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:16212937, ECO:0000269|PubMed:23345593, ECO:0000269|PubMed:23676665}. Mitochondrion intermembrane space {ECO:0000269|PubMed:23345593, ECO:0000269|PubMed:23676665, ECO:0000305|PubMed:35750769}. Mitochondrion {ECO:0000269|PubMed:23345593, ECO:0000269|PubMed:23676665}. Note=Partitions between mitochondria and the cytosol in a copper-dependent manner. Enriched in the cytosol when intracellular copper concentrations are elevated. {ECO:0000269|PubMed:23345593}.
Q4G0N4	"TRANSIT 1..62; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:23212377}.
Q4G176	"TRANSIT 1..83; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:21841779, ECO:0000269|PubMed:21846720}.
Q4J6C6			SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:16385448, ECO:0000269|PubMed:23485813}. Golgi apparatus, trans-Golgi network {ECO:0000250|UniProtKB:Q8C167}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q8C167}. Golgi apparatus {ECO:0000250|UniProtKB:Q8C167}. Nucleus {ECO:0000269|PubMed:23485813}. Note=Co-localizes with AP-1 in the trans-Golgi network (By similarity). Co-localizes with MAP2 and ACTB on the cytoskeleton (By similarity). Co-localizes with STX6 and GOSR2 at the Golgi apparatus (By similarity). {ECO:0000250|UniProtKB:Q8C167}.
Q53FZ2	"TRANSIT 1..27; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11772874}. Mitochondrion matrix {ECO:0000250|UniProtKB:Q3UNX5}.
Q53H12			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:15939762, ECO:0000269|PubMed:16269826, ECO:0000269|PubMed:28712724, ECO:0000269|PubMed:28712726}; Peripheral membrane protein {ECO:0000269|PubMed:28712724}. Mitochondrion intermembrane space {ECO:0000269|PubMed:28712724, ECO:0000269|PubMed:28712726}. Note=Localizes in the mitochondrion intermembrane space, where it associates with the inner membrane (PubMed:28712724). It is unclear whether the N-terminal hydrophobic region forms a transmembrane region or associates with the membrane without crossing it (PubMed:28712724, PubMed:28712726). {ECO:0000269|PubMed:28712724, ECO:0000269|PubMed:28712726}.
Q53H82			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:26826708}.
Q15390	"TRANSIT 1..48; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}. Note=May be associated with the inner and the outer mitochondrial membrane. {ECO:0000250}.
Q2QL34			SUBCELLULAR LOCATION: [Isoform 1]: Peroxisome membrane {ECO:0000269|PubMed:16631601}; Multi-pass membrane protein.
Q2VYF4	"TRANSIT 1..25; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}.
Q3SY17			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:32906142}; Multi-pass membrane protein {ECO:0000255}.
Q4U2R6	"TRANSIT 1..31; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.
Q3KQZ1			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q3MIX3			SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
Q4G0I0		"SIGNAL 1..15; /evidence=""ECO:0000255"""	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q6RUT7}; Single-pass membrane protein {ECO:0000305}.
Q4VC31			
Q53R41	"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000305"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:20869947, ECO:0000269|PubMed:28238724, ECO:0000269|PubMed:28335001}. Note=Preferentially localizes to mitochondrial RNA granules, platforms for post-transcriptional RNA modification and ribosome assembly (PubMed:28335001). {ECO:0000269|PubMed:28335001}.
Q53S33			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:22746225}.
Q56VL3			SUBCELLULAR LOCATION: Endosome {ECO:0000269|PubMed:29743632}. Mitochondrion {ECO:0000269|PubMed:29743632}. Mitochondrion inner membrane {ECO:0000269|PubMed:35080992}.
Q5EBM0	"TRANSIT 1..98; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:17999954, ECO:0000269|PubMed:34142025, ECO:0000269|PubMed:36443312, ECO:0000269|PubMed:37075076}. Note=Mitochondrial localization is required for its antiviral function. {ECO:0000269|PubMed:37075076}.
Q5HYK3	"TRANSIT 1..42; /note=""Mitochondrion""; /evidence=""ECO:0000255|HAMAP-Rule:MF_03191"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000255|HAMAP-Rule:MF_03191, ECO:0000269|PubMed:25152161, ECO:0000269|PubMed:27499296, ECO:0000269|PubMed:35614220}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_03191, ECO:0000269|PubMed:25152161}; Matrix side {ECO:0000255|HAMAP-Rule:MF_03191, ECO:0000269|PubMed:25152161}.
Q5JPH6	"TRANSIT 1..41; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:19805282}.
Q5JRX3	"TRANSIT 1..28; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:26697887}. Mitochondrion matrix {ECO:0000269|PubMed:16849325, ECO:0000269|PubMed:19196155, ECO:0000269|PubMed:21621546}.
Q5JTJ3			SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000269|PubMed:25339201, ECO:0000269|PubMed:25959673}.
Q5JTZ9	"TRANSIT 1..23; /note=""Mitochondrion""; /evidence=""ECO:0000255|HAMAP-Rule:MF_03133"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000255|HAMAP-Rule:MF_03133, ECO:0000269|PubMed:21549344}.
Q5RI15			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:23125284, ECO:0000269|PubMed:29154948}; Multi-pass membrane protein {ECO:0000255}.
Q5ST30	"TRANSIT 1..26; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}.
Q5SVS4			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q9CR58}; Multi-pass membrane protein {ECO:0000255}.
Q5SXM8	"TRANSIT 1..49; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:23462535}.
Q5T160	"TRANSIT 1..16; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:30006346}.
Q5T1C6	"TRANSIT 1..36; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11598301}. Cell projection, ruffle membrane {ECO:0000269|PubMed:11598301}. Cytoplasm {ECO:0000269|PubMed:19604401}. Mitochondrion {ECO:0000269|PubMed:19168129, ECO:0000269|PubMed:19421406, ECO:0000269|PubMed:19604401}. Mitochondrion inner membrane; Peripheral membrane protein {ECO:0000269|PubMed:19168129}. Mitochondrion intermembrane space {ECO:0000269|PubMed:19168129, ECO:0000269|PubMed:19604401}. Note=Released from the mitochondria into the cytosol in response to apoptotic stimuli. {ECO:0000269|PubMed:19168129}.
Q5T2R2			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:34800366}.
Q5T440	"TRANSIT 1..39; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:22323289, ECO:0000269|PubMed:23462291}.
Q5T9A4			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:16909202, ECO:0000269|PubMed:18063578}; Peripheral membrane protein {ECO:0000269|PubMed:16909202, ECO:0000269|PubMed:18063578}. Note=Has been found to co-purify with nucleoids (PubMed:22453275). Since it does not face the mitochondrial matrix, the association with nucleoids could be mediated by ATAD3A. {ECO:0000269|PubMed:22453275}.
Q5TEU4	"TRANSIT 1..36; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:18940309, ECO:0000269|PubMed:27226634, ECO:0000269|PubMed:35614220}. Note=Peripherally localized on the matrix face of the mitochondrial inner membrane. {ECO:0000269|PubMed:18940309}.
Q5TGZ0			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:22114354}; Single-pass membrane protein {ECO:0000269|PubMed:22114354}. Note=The C-terminus is located in the intermembrane space (By similarity), while the location of the N-terminus has not been determined yet. As some programs predict the presence of 2 closely apposed membrane domains, it has been proposed that the protein may cross the membrane twice and that both termini may face the intermembrane space (PubMed:22114354). {ECO:0000250, ECO:0000269|PubMed:22114354}.
Q5THJ4			
Q5U5X0			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:23168492}.
Q5VT66			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:23086957}; Single-pass type II membrane protein {ECO:0000269|PubMed:23086957}. Membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}. Note=Mitochondrial import is mediated by AA 1-40 and requires ATP.
Q5VTE6			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:36180430}.
Q5VUM1	"TRANSIT 1..20; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:P38345}.
