uniprot_id	entry_name	description	uniprot_mass	entrez_gene_id	gene_name	present_-HS	present_+HS	mitocarta	matrix	IMS	functional_category	subcategory	ibaq_-HS	ibaq_+HS	log10_ibaq_-HS	log10_ibaq_+HS	log10_ibaq_HEK293	percent_occupancy	log10_ratio	silac_ratio_coIP1	silac_ratio_coIP2	silac_ratio_coIP3	median_silac_ratio	n_silac_replicates	n_ndic_replicates	median_silac_imputed	has_quantitative_data	flag	quality_tier
Q15084	PDIA6_HUMAN	Protein disulfide-isomerase A6 (EC 5.3.4.1) (Endoplasmic reticulum protein 5) (ER protein 5) (ERp5) (Protein disulfide isomerase P5) (Thioredoxin domain-containing protein 7)	48.121	10130.0	PDIA6	X	X	o	o	o	protein folding	disulfide isomerase	1475440.0	1518663.3333333333	6.168921553247205	6.181461507450002				5.0325	17.415837963043593	4.975124378109452	5.0325	3	0	5.0325	True	candidate_substrate	Tier 2
Q86V81	THOC4_HUMAN	THO complex subunit 4 (Tho4) (Ally of AML-1 and LEF-1) (Aly/REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing factor BEF)	26.888	10189.0	ALYREF	X	o	o	o	o	nucelar transport		1133653.3333333333	851652.0	6.054480269338483	5.930262170642753				5.1594	1.774937877174299	11.725528821349844	5.1594	3	0	5.1594	True	candidate_substrate	Tier 2
Q9Y2C3	B3GT5_HUMAN	Beta-1,3-galactosyltransferase 5 (Beta-1,3-GalTase 5) (Beta3Gal-T5) (Beta3GalT5) (b3Gal-T5) (EC 2.4.1.-) (Beta-3-Gx-T5) (UDP-Gal:beta-GlcNAc beta-1,3-galactosyltransferase 5) (UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase 5)	36.189	10317.0	B3GALT5	X	o	o	o	o	protein glycosylation		306265.0	198385.0	5.486097368418129	5.297508831812606				5.5591	NDIC	NDIC	5.5591	3	2	80.63584821702139	True	candidate_substrate	Tier 2
P68363	TBA1B_HUMAN	Tubulin alpha-1B chain (Alpha-tubulin ubiquitous) (Tubulin K-alpha-1) (Tubulin alpha-ubiquitous chain) [Cleaved into: Detyrosinated tubulin alpha-1B chain]	50.152	10376.0	TUBA1B	X	X	o	o	o	cytoskeleton		1172526.6666666667	1157560.0	6.069122728619093	6.063543511131525				1.5634	4.745859237815006	8.69414014953921	4.745859237815006	3	0	4.745859237815006	True	likely_contaminant	Excluded
P68371	TBB4B_HUMAN	Tubulin beta-4B chain (Tubulin beta-2 chain) (Tubulin beta-2C chain)	49.831	10383.0	TUBB4B	X	X	o	o	o	cytoskeleton		708673.3333333334	778396.6666666666	5.850446091003261	5.891200967482067				2.0731	5.783021050196623	14.850676448312221	5.783021050196623	3	0	5.783021050196623	True	likely_contaminant	Excluded
Q8NF91	SYNE1_HUMAN	Nesprin-1 (Enaptin) (KASH domain-containing protein 1) (KASH1) (Myocyte nuclear envelope protein 1) (Myne-1) (Nuclear envelope spectrin repeat protein 1) (Synaptic nuclear envelope protein 1) (Syne-1)	1.011.086	23345.0	SYNE1	X	o	o	o	o	cytoskeleton	actin binding	3109.745	4713.8	3.4927247782122626	3.673371152066326				NDIC	NDIC	NDIC		3	3	80.63584821702139	True	candidate_substrate	Tier 2
Q96SZ6	CK5P1_HUMAN	CDK5 regulatory subunit-associated protein 1 (CDK5 activator-binding protein C42)	67.689	51654.0	CDK5RAP1	X	o	o	o	o	regulator		183078.3333333333	114143.33333333331	5.262636950142463	5.057450551121078				3.9668	12.271745533084625		8.119272766542313	2	0	8.119272766542313	True	candidate_substrate	Tier 2
Q08J23	NSUN2_HUMAN	tRNA (cytosine(34)-C(5))-methyltransferase (EC 2.1.1.203) (Myc-induced SUN domain-containing protein) (Misu) (NOL1/NOP2/Sun domain family member 2) (Substrate of AIM1/Aurora kinase B) (tRNA (cytosine-5-)-methyltransferase) (tRNA methyltransferase 4 homolog) (hTrm4)	86.471	54888.0	NSUN2	X	o	o	o	o	mitochondrial protein synthesis	tRNA modification	25186.0	20922.5	4.401159199023789	4.320613576530591				4.5853	16.299121477352372	NDIC	10.442210738676186	3	1	16.299121477352372	True	candidate_substrate	Tier 2
Q9UBI6	GBG12_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	8.006	55970.0	GNG12	X	o	o	o	o	signal transduction?		87131.0	127520.0	4.94017269844805	5.105578304052036				4.2633		NDIC	4.2633	2	1	47.63730027158556	True	candidate_substrate	Tier 2
Q9ULD2	MTUS1_HUMAN	Microtubule-associated tumor suppressor 1 (AT2 receptor-binding protein) (Angiotensin-II type 2 receptor-interacting protein) (Mitochondrial tumor suppressor 1)	141.397	57509.0	MTUS1	X	X	o	o	o	?		5785800.0	5187966.666666667	6.762363417145076	6.714997177024756				34.555	7.983394539358135	NDIC	21.26919726967907	3	1	34.555	True	candidate_substrate	Tier 2
Q8WWH5	TRUB1_HUMAN	Probable tRNA pseudouridine synthase 1 (EC 5.4.99.-)	37.253	142940.0	TRUB1	X	o	o	o	o	cytosolic protein synthesis	tRNA modifier	26990.5	9495.4	4.431210929952204	3.977513264400442				NDIC	NDIC	NDIC		3	3	80.63584821702139	True	candidate_substrate	Tier 2
P07437	TBB5_HUMAN	Tubulin beta chain (Tubulin beta-5 chain)	49.671	203068.0	TUBB	X	X	o	o	o	cytoskeleton		255750.0	226846.66666666663	5.407815642384198	5.355732402033118				1.6694	5.770340450086555	16.89189189189189	5.770340450086555	3	0	5.770340450086555	True	likely_contaminant	Excluded
A0A0A6YYJ8	A0A0A6YYJ8_HUMAN	Putative RNA-binding protein Luc7-like 2	54.224	100996928.0	LUC7L2	X	X	o	o	o	splicing?		759150.0	537955.0	5.880327596364468	5.730745948400477				NDIC	56.33802816901409	22.407959307145898	39.37299373808	3	1	56.33802816901409	True	candidate_substrate	Tier 2
B4DLN1	B4DLN1_HUMAN	cDNA FLJ60124, highly similar to Mitochondrial dicarboxylate carrier	48.099			X	X	o	o	o	dicarboxylate carrier?		942263.333333333	1020900.0	5.974172291573616	6.008983203815471				NDIC	20.863324362103857	17.937863241730646	19.400593801917253	3	1	20.863324362103857	True	candidate_substrate	Tier 2
P27144	KAD4_HUMAN	Adenylate kinase 4, mitochondrial (AK 4) (EC 2.7.4.10) (EC 2.7.4.6) (Adenylate kinase 3-like) (GTP:AMP phosphotransferase AK4)	25.268	205.0	AK4	o	X	X	X	o	nucleoside metabolism		174940.0	145645.66666666666	5.2428891221893545	5.163297567777616				NDIC		NDIC		2	2	85.67495027158554	True	candidate_substrate	Tier 1
P22570	ADRO_HUMAN	NADPH:adrenodoxin oxidoreductase, mitochondrial (AR) (Adrenodoxin reductase) (EC 1.18.1.6) (Ferredoxin--NADP(+) reductase) (Ferredoxin reductase)	53.837	2232.0	FDXR	o	X	X	X	o	cholesterol and steroid metabolism		71404.0	78639.9	4.853722541317756	4.895642952567266				NDIC	2.788700186842912	NDIC	2.788700186842912	3	2	80.33859999999999	True	candidate_substrate	Tier 1
P56556	NDUA6_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 (Complex I-B14) (CI-B14) (LYR motif-containing protein 6) (NADH-ubiquinone oxidoreductase B14 subunit)	15.137	4700.0	NDUFA6	o	X	X	X	o	respiratory chain	complex I subunit	369430.0	179275.0	5.56753215993322	5.253519731173755				NDIC	NDIC	NDIC		3	3	80.63584821702139	True	candidate_substrate	Tier 1
Q15119	PDK2_HUMAN	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 2) (PDH kinase 2) (PDKII)	46.154	5164.0	PDK2	o	X	X	X	o	pyruvate metabolism		237210.0	128795.66666666669	5.375132993517164	5.109901251421203				6.5948		NDIC	6.5948	2	1	48.80305027158556	True	candidate_substrate	Tier 1
Q8N442	GUF1_HUMAN	Translation factor GUF1, mitochondrial (EC 3.6.5.-) (Elongation factor 4 homolog) (EF-4) (GTPase GUF1) (Ribosomal back-translocase)	74.328	60558.0	GUF1	o	X	X	X	o	mitochondrial protein synthesis	translation	161425.0	104721.26666666666	5.207970795077877	5.020034886627276				18.781		NDIC	18.781	2	1	54.896150271585554	True	candidate_substrate	Tier 1
Q6P087	RUSD3_HUMAN	Mitochondrial mRNA pseudouridine synthase RPUSD3 (EC 5.4.99.-) (RNA pseudouridylate synthase domain-containing protein 3)	38.461	285367.0	RPUSD3	o	X	X	X	o	mitochondrial protein synthesis	tRNA modification	354197.6666666667	398973.6666666667	5.549245695879666	5.6009442320306935				11.206	2.62013310276162		6.91306655138081	2	0	6.91306655138081	True	candidate_substrate	Tier 1
A8MXV4	NUD19_HUMAN	Nucleoside diphosphate-linked moiety X motif 19 (Nudix motif 19) (EC 3.6.1.-)	42.233	390916.0	NUDT19	o	X	X	X	o	CoA ester hydrolysis		926306.6666666666	1269046.6666666667	5.966754789697634	6.103477592703984				14.137	1.2740638815630216		7.705531940781511	2	0	7.705531940781511	True	candidate_substrate	Tier 1
P50454	SERPH_HUMAN	Serpin H1 (47 kDa heat shock protein) (Arsenic-transactivated protein 3) (AsTP3) (Cell proliferation-inducing gene 14 protein) (Collagen-binding protein) (Colligin) (Rheumatoid arthritis-related antigen RA-A47)	46.441	871.0	SERPINH1	o	X	o	o	o	protein folding?	collagen chaperone?	133501.0	593763.3333333334	5.125484518830596	5.773613375101261				2.6584	2.9571800331204163	3.587572648346129	2.9571800331204163	3	0	2.9571800331204163	True	candidate_substrate	Tier 2
P62750	RL23A_HUMAN	60S ribosomal protein L23a (Large ribosomal subunit protein uL23)	17.695	6147.0	RPL23A	o	X	o	o	o	cytosolic protein synthesis	ribosomal subunit	306265.0	198385.0	5.486097368418129	5.297508831812606				5.5591	NDIC	NDIC	5.5591	3	2	80.63584821702139	True	candidate_substrate	Tier 2
S4R3N1	S4R3N1_HUMAN	HSPE1-MOB4 readthrough	29.737	100529241.0	HSPE1-MOB4	o	X	o	o	o	?			37513.5		4.5741875856056735				NDIC	NDIC	NDIC		3	3	80.63584821702139	True	candidate_substrate	Tier 2
P10809	CH60_HUMAN	60 kDa heat shock protein, mitochondrial (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (Heat shock protein 60) (HSP-60) (Hsp60) (HuCHA60) (Mitochondrial matrix protein P1) (P60 lymphocyte protein)	61.055	3329.0	HSPD1	X	X	X	X	o	protein quality control	chaperone	455866666.6666667	497780000.0	8.658837837404894	8.697037443369142	8.621644666666667			45.703	18.738873793685	53.37888331376107	45.703	3	0	45.703	True	bait	Excluded
P61604	CH10_HUMAN	10 kDa heat shock protein, mitochondrial (Hsp10) (10 kDa chaperonin) (Chaperonin 10) (CPN10) (Early-pregnancy factor) (EPF)	10.932	3336.0	HSPE1	X	X	X	X	X	protein quality control	chaperone	108409000.0	89968333.33333333	8.035065338365529	7.954089675232541	8.557097666666666			52.289	83.59806052499582	88.90469416785207	83.59806052499582	3	0	83.59806052499582	True	bait	Excluded
