accession	n_domains	top_superfamily	source
P20936	8	1.10.506.10	InterPro_Gene3D
P20941	3	1.10.168.10	InterPro_Gene3D
P20966	1	3.40.50.2300	InterPro_Gene3D
P21108	3	3.40.50.2020	InterPro_Gene3D
P21127	2	1.10.510.10	InterPro_Gene3D
P21128	2	4.10.410.20	InterPro_Gene3D
P21151	2	3.40.47.10	CATH_pilot
P21156	1	3.40.50.620	InterPro_Gene3D
P21165	2	3.40.350.10	CATH_pilot
P21169	4	3.40.50.220	InterPro_Gene3D
P21170	6	1.10.287.3440	InterPro_Gene3D
P21177	3	1.10.1040.50	InterPro_Gene3D
P21179	3	1.20.1370.20	InterPro_Gene3D
P21189	6	1.10.132.60	InterPro_Gene3D
P21217	1	3.40.50.11660	InterPro_Gene3D
P21246	2	2.20.60.10	InterPro_Gene3D
P21266	3	1.20.1050.10	InterPro_Gene3D
P21281	1	3.40.50.12240	InterPro_Gene3D
P21283	5	1.20.1460.10	InterPro_Gene3D
P21291	2	2.10.110.10	InterPro_Gene3D
P21333	26	1.10.418.10	InterPro_Gene3D
P21338	1	3.90.730.10	InterPro_Gene3D
P21345	1	1.10.3860.10	InterPro_Gene3D
P21359	4	1.10.506.10	InterPro_Gene3D
P21362	1	1.20.1260.10	InterPro_Gene3D
P21363	1	1.20.1260.10	InterPro_Gene3D
P21367	1	3.40.50.850	InterPro_Gene3D
P21369	1	3.40.50.850	InterPro_Gene3D
P21397	4	1.10.405.10	CATH_pilot
P21399	4	3.20.19.10	InterPro_Gene3D
P21420	1	2.40.160.10	InterPro_Gene3D
P21437	3	3.30.540.10	InterPro_Gene3D
P21439	5	1.20.1560.10	InterPro_Gene3D
P21452	1	1.20.1070.10	InterPro_Gene3D
P21453	1	1.20.1070.10	InterPro_Gene3D
P21462	1	1.20.1070.10	InterPro_Gene3D
P21499	3	2.40.50.140	CATH_pilot
P21503	2	1.20.1250.20	InterPro_Gene3D
P21506	12	3.30.160.60	InterPro_Gene3D
P21507	2	3.40.50.300	InterPro_Gene3D
P21513	2	2.40.50.140	InterPro_Gene3D
P21514	2	1.10.10.10	InterPro_Gene3D
P21517	2	2.60.40.1180	InterPro_Gene3D
P21549	2	3.40.640.10	CATH_pilot
P21554	1	1.20.1070.10	InterPro_Gene3D
P21579	2	2.60.40.150	InterPro_Gene3D
P21580	5	1.20.5.4770	InterPro_Gene3D
P21583	1	1.20.1250.10	InterPro_Gene3D
P21589	2	3.60.21.10	InterPro_Gene3D
P21599	4	2.40.33.10	InterPro_Gene3D
P21645	3	1.20.5.170	InterPro_Gene3D
P21673	1	3.40.630.30	InterPro_Gene3D
P21675	3	1.10.1100.10	InterPro_Gene3D
P21693	3	3.30.70.330	InterPro_Gene3D
P21695	2	1.10.1040.10	InterPro_Gene3D
P21709	8	1.10.150.50	InterPro_Gene3D
P21728	1	1.20.1070.10	InterPro_Gene3D
P21730	1	1.20.1070.10	InterPro_Gene3D
P21731	1	1.20.1070.10	InterPro_Gene3D
P21741	2	2.20.60.10	InterPro_Gene3D
P21754	2	2.60.40.3210	InterPro_Gene3D
P21757	1	3.10.250.10	InterPro_Gene3D
P21781	1	2.80.10.50	InterPro_Gene3D
P21796	1	2.40.160.10	CATH_pilot
P21802	5	1.10.510.10	InterPro_Gene3D
P21810	1	3.80.10.10	InterPro_Gene3D
P21817	11	1.10.287.70	InterPro_Gene3D
P21829	3	3.30.1240.10	InterPro_Gene3D
P21854	1	3.10.100.10	InterPro_Gene3D
P21860	7	1.10.510.10	InterPro_Gene3D
P21865	5	1.10.287.130	InterPro_Gene3D
P21866	3	1.10.10.10	InterPro_Gene3D
P21888	2	1.20.120.1910	InterPro_Gene3D
P21889	4	2.40.50.140	InterPro_Gene3D
P21893	2	3.10.310.30	InterPro_Gene3D
P21912	2	1.10.1060.10	CATH_pilot
P21917	2	1.20.1070.10	InterPro_Gene3D
P21918	1	1.20.1070.10	InterPro_Gene3D
P21926	1	1.10.1450.10	InterPro_Gene3D
P21941	4	1.20.5.30	InterPro_Gene3D
P21953	2	3.40.50.920	CATH_pilot
P21964	1	3.40.50.150	CATH_pilot
P21980	4	2.60.40.10	InterPro_Gene3D
P22001	3	1.10.287.70	InterPro_Gene3D
P22003	3	2.10.90.10	InterPro_Gene3D
P22004	3	2.10.90.10	InterPro_Gene3D
P22033	2	3.20.20.240	CATH_pilot
P22059	2	2.30.29.30	InterPro_Gene3D
P22061	1	3.40.50.150	InterPro_Gene3D
P22079	1	1.10.640.10	InterPro_Gene3D
P22083	1	3.40.50.11660	InterPro_Gene3D
P22087	2	3.30.200.20	InterPro_Gene3D
P22090	3	2.30.30.30	InterPro_Gene3D
P22102	7	3.30.1330.10	InterPro_Gene3D
P22105	49	2.10.25.10	InterPro_Gene3D
P22106	2	3.40.50.620	InterPro_Gene3D
P22186	1	3.40.1550.20	InterPro_Gene3D
P22188	3	3.40.1190.10	InterPro_Gene3D
P22223	6	2.60.40.60	InterPro_Gene3D
P22234	3	3.30.200.20	CATH_pilot
P22255	2	3.30.540.10	InterPro_Gene3D
P22256	3	3.40.640.10	InterPro_Gene3D
P22259	6	2.170.8.10	InterPro_Gene3D
P22301	1	1.20.1250.10	InterPro_Gene3D
P22303	1	3.40.50.1820	InterPro_Gene3D
P22304	1	3.40.720.10	InterPro_Gene3D
P22307	2	3.30.1050.10	CATH_pilot
P22309	2	3.40.50.2000	InterPro_Gene3D
P22310	2	3.40.50.2000	InterPro_Gene3D
P22314	9	1.10.10.2660	InterPro_Gene3D
P22333	1	3.20.20.140	CATH_pilot
P22362	1	2.40.50.40	InterPro_Gene3D
P22392	1	3.30.70.141	InterPro_Gene3D
P22413	4	3.40.570.10	InterPro_Gene3D
P22415	1	4.10.280.10	InterPro_Gene3D
P22455	5	1.10.510.10	InterPro_Gene3D
P22459	4	1.10.287.70	InterPro_Gene3D
P22460	3	1.10.287.70	InterPro_Gene3D
P22492	1	1.10.10.10	InterPro_Gene3D
P22523	6	1.20.5.420	InterPro_Gene3D
P22524	2	1.10.10.2250	InterPro_Gene3D
P22525	4	1.10.101.10	InterPro_Gene3D
P22557	3	3.40.640.10	CATH_pilot
P22564	1	3.90.245.10	InterPro_Gene3D
P22570	2	3.40.50.720	CATH_pilot
P22607	6	1.10.510.10	InterPro_Gene3D
P22612	3	1.10.510.10	InterPro_Gene3D
P22626	2	3.30.70.330	InterPro_Gene3D
P22634	3	3.40.50.1860	InterPro_Gene3D
P22670	1	1.10.10.10	InterPro_Gene3D
P22674	2	1.10.472.10	InterPro_Gene3D
P22676	3	1.10.238.10	InterPro_Gene3D
P22680	1	1.10.630.10	InterPro_Gene3D
P22681	5	1.10.238.10	InterPro_Gene3D
P22692	2	4.10.40.20	InterPro_Gene3D
P22694	3	1.10.510.10	InterPro_Gene3D
P22695	2	3.30.830.10	CATH_pilot
P22731	1	3.40.50.300	InterPro_Gene3D
P22732	1	1.20.1250.20	InterPro_Gene3D
P22735	4	2.60.40.10	InterPro_Gene3D
P22736	2	1.10.565.10	InterPro_Gene3D
P22748	1	3.10.200.10	InterPro_Gene3D
P22749	1	1.10.225.10	InterPro_Gene3D
P22760	2	3.40.50.1820	InterPro_Gene3D
P22787	2	3.30.230.10	InterPro_Gene3D
P22792	3	3.80.10.10	InterPro_Gene3D
P22830	2	3.40.50.1400	CATH_pilot
P22888	2	1.20.1070.10	InterPro_Gene3D
P22891	5	2.10.25.10	InterPro_Gene3D
P22894	2	2.110.10.10	InterPro_Gene3D
P22897	10	2.10.10.10	InterPro_Gene3D
P22914	2	2.60.20.10	InterPro_Gene3D
P22939	1	1.10.600.10	InterPro_Gene3D
P23003	2	2.40.50.1070	CATH_pilot
P23025	1	3.90.530.10	InterPro_Gene3D
P23083	1	2.60.40.10	InterPro_Gene3D
P23109	3	3.20.20.140	InterPro_Gene3D
P23141	1	3.40.50.1820	InterPro_Gene3D
P23142	9	2.10.25.10	InterPro_Gene3D
P23173	1	1.20.1740.10	InterPro_Gene3D
P23193	3	1.10.472.30	InterPro_Gene3D
P23219	2	1.10.640.10	InterPro_Gene3D
P23229	6	1.20.5.930	InterPro_Gene3D
P23246	3	3.30.70.330	InterPro_Gene3D
P23256	3	3.40.640.10	InterPro_Gene3D
P23258	3	1.10.287.600	InterPro_Gene3D
P23276	5	1.10.1380.10	InterPro_Gene3D
P23280	1	3.10.200.10	InterPro_Gene3D
P23284	1	2.40.100.10	InterPro_Gene3D
P23297	1	1.10.238.10	InterPro_Gene3D
P23305	1	3.30.450.40	InterPro_Gene3D
P23325	1	1.25.40.20	InterPro_Gene3D
P23331	2	3.30.60.20	InterPro_Gene3D
P23352	4	2.60.40.10	InterPro_Gene3D
P23367	5	3.30.1370.100	InterPro_Gene3D
P23368	2	3.40.50.10380	CATH_pilot
P23378	4	3.40.640.10	CATH_pilot
P23381	3	1.10.240.10	InterPro_Gene3D
P23396	2	3.30.1140.32	InterPro_Gene3D
P23409	1	4.10.280.10	InterPro_Gene3D
P23415	3	1.20.58.390	InterPro_Gene3D
P23416	3	1.20.58.390	InterPro_Gene3D
P23434	1	2.40.50.100	CATH_pilot
P23435	1	2.60.120.40	InterPro_Gene3D
P23443	3	1.10.510.10	InterPro_Gene3D
P23458	5	1.10.510.10	InterPro_Gene3D
P23467	16	2.60.40.10	InterPro_Gene3D
P23468	13	2.60.40.10	InterPro_Gene3D
P23469	2	3.90.190.10	InterPro_Gene3D
P23470	4	2.60.40.10	InterPro_Gene3D
P23471	4	2.60.40.10	InterPro_Gene3D
P23481	2	3.30.70.20	InterPro_Gene3D
P23484	2	1.10.10.10	InterPro_Gene3D
P23485	2	2.60.120.1440	InterPro_Gene3D
P23497	3	1.10.30.10	InterPro_Gene3D
P23508	1	6.10.250.3110	InterPro_Gene3D
P23510	1	2.60.120.40	InterPro_Gene3D
P23511	1	6.10.250.2430	InterPro_Gene3D
P23515	3	3.80.10.10	InterPro_Gene3D
P23522	1	3.20.20.60	InterPro_Gene3D
P23524	3	3.40.50.10350	InterPro_Gene3D
P23526	4	3.40.50.1480	InterPro_Gene3D
P23527	1	1.10.20.10	InterPro_Gene3D
P23528	1	3.40.20.10	InterPro_Gene3D
P23538	4	3.20.20.60	InterPro_Gene3D
P23560	1	2.10.90.10	InterPro_Gene3D
P23588	1	3.30.70.330	InterPro_Gene3D
P23610	1	1.25.40.10	InterPro_Gene3D
P23634	8	1.20.1110.10	InterPro_Gene3D
P23677	1	3.30.470.160	InterPro_Gene3D
P23721	2	3.40.640.10	CATH_pilot
P23743	6	1.10.238.10	InterPro_Gene3D
P23759	3	1.10.10.10	InterPro_Gene3D
P23760	3	1.10.10.10	InterPro_Gene3D
P23763	1	1.20.5.110	InterPro_Gene3D
P23769	2	3.30.50.10	InterPro_Gene3D
P23771	2	3.30.50.10	InterPro_Gene3D
P23786	4	1.10.275.20	CATH_pilot
P23827	2	2.60.40.550	InterPro_Gene3D
P23830	3	3.30.870.10	InterPro_Gene3D
P23836	3	1.10.10.10	CATH_pilot
P23837	3	1.10.287.130	InterPro_Gene3D
P23841	4	1.10.10.10	InterPro_Gene3D
P23842	2	3.20.20.450	InterPro_Gene3D
P23843	3	3.10.105.10	CATH_pilot
P23845	3	2.40.30.10	InterPro_Gene3D
P23847	4	3.10.105.10	InterPro_Gene3D
P23857	1	3.40.250.10	InterPro_Gene3D
P23862	1	1.20.1270.340	InterPro_Gene3D
P23865	5	2.30.42.10	InterPro_Gene3D
P23869	1	2.40.100.10	CATH_pilot
P23871	3	3.40.50.1400	InterPro_Gene3D
P23872	1	3.40.50.1820	InterPro_Gene3D
P23873	1	1.10.260.40	InterPro_Gene3D
P23876	1	1.10.3470.10	InterPro_Gene3D
P23877	1	1.10.3470.10	InterPro_Gene3D
P23878	1	3.40.50.300	InterPro_Gene3D
P23882	2	3.10.25.10	InterPro_Gene3D
P23883	3	3.40.309.10	InterPro_Gene3D
P23886	2	1.20.1560.10	InterPro_Gene3D
P23890	3	1.10.10.10	InterPro_Gene3D
P23893	2	3.40.640.10	CATH_pilot
P23894	1	3.30.2010.10	InterPro_Gene3D
P23895	1	1.10.3730.20	InterPro_Gene3D
P23898	1	3.90.1720.10	InterPro_Gene3D
P23908	2	3.30.70.360	CATH_pilot
P23909	7	1.10.1420.10	InterPro_Gene3D
P23910	1	1.20.1250.20	InterPro_Gene3D
P23917	3	3.30.420.40	InterPro_Gene3D
P23919	1	3.40.50.300	CATH_pilot
P23921	1	3.20.70.20	InterPro_Gene3D
P23930	1	3.60.110.10	InterPro_Gene3D
P23942	1	1.10.1450.10	InterPro_Gene3D
P23945	3	1.20.1070.10	InterPro_Gene3D
P23946	4	2.40.10.10	InterPro_Gene3D
P24043	20	2.10.25.10	InterPro_Gene3D
P24046	3	1.20.58.390	InterPro_Gene3D
P24071	2	2.60.40.10	InterPro_Gene3D
P24077	1	1.20.1250.20	InterPro_Gene3D
P24158	4	2.40.10.10	InterPro_Gene3D
P24169	4	3.40.50.220	InterPro_Gene3D
P24171	4	1.10.1370.10	InterPro_Gene3D
P24173	2	3.40.50.2000	InterPro_Gene3D
P24174	2	2.60.120.10	InterPro_Gene3D
P24175	6	3.30.310.50	InterPro_Gene3D
P24177	13	1.20.1640.10	InterPro_Gene3D
P24178	1	3.40.30.10	InterPro_Gene3D
P24180	6	1.10.287.470	InterPro_Gene3D
P24181	13	1.20.1640.10	InterPro_Gene3D
P24182	3	3.30.1490.20	CATH_pilot
P24186	4	3.40.50.10860	InterPro_Gene3D
P24188	2	3.30.70.100	InterPro_Gene3D
P24192	3	3.40.50.11740	InterPro_Gene3D
P24193	2	3.30.1330.10	InterPro_Gene3D
P24197	1	3.40.830.10	InterPro_Gene3D
P24200	1	1.10.30.50	InterPro_Gene3D
P24202	1	3.40.1350.10	InterPro_Gene3D
P24203	2	3.30.1220.10	InterPro_Gene3D
P24207	1	1.20.1740.10	InterPro_Gene3D
P24211	2	2.180.10.10	InterPro_Gene3D
P24215	2	3.20.20.150	InterPro_Gene3D
P24218	2	1.10.150.130	InterPro_Gene3D
P24224	1	3.90.470.20	InterPro_Gene3D
P24228	2	3.40.710.10	InterPro_Gene3D
P24230	3	2.40.50.140	InterPro_Gene3D
P24232	3	1.10.490.10	InterPro_Gene3D
P24238	1	3.90.1720.10	InterPro_Gene3D
P24240	1	3.20.20.80	InterPro_Gene3D
P24241	1	3.30.1360.60	InterPro_Gene3D
P24242	4	1.10.260.40	InterPro_Gene3D
P24251	1	3.30.310.230	InterPro_Gene3D
P24255	2	1.10.10.1330	InterPro_Gene3D
P24278	3	3.30.160.60	InterPro_Gene3D
P24298	4	1.10.287.1970	InterPro_Gene3D
P24310	1	4.10.91.10	CATH_pilot
P24311	1	4.10.51.10	CATH_pilot
P24347	2	2.110.10.10	InterPro_Gene3D
P24385	3	1.10.472.10	InterPro_Gene3D
P24386	8	1.10.405.10	InterPro_Gene3D
P24387	1	2.60.120.290	InterPro_Gene3D
P24394	2	2.60.40.10	InterPro_Gene3D
P24462	1	1.10.630.10	InterPro_Gene3D
P24468	2	1.10.565.10	InterPro_Gene3D
P24522	1	3.30.1330.30	InterPro_Gene3D
P24530	1	1.20.1070.10	InterPro_Gene3D
P24534	2	1.20.1050.130	InterPro_Gene3D
P24539	1	1.20.5.2210	CATH_pilot
P24554	2	3.30.230.10	InterPro_Gene3D
P24555	3	2.130.10.120	InterPro_Gene3D
P24557	1	1.10.630.10	InterPro_Gene3D
P24592	2	4.10.40.20	InterPro_Gene3D
P24593	2	4.10.40.20	InterPro_Gene3D
P24666	1	3.40.50.2300	InterPro_Gene3D
P24723	6	1.10.510.10	InterPro_Gene3D
P24752	1	3.40.47.10	CATH_pilot
P24821	31	2.10.25.10	InterPro_Gene3D
P24844	2	1.10.238.10	InterPro_Gene3D
P24855	1	3.60.10.10	InterPro_Gene3D
P24863	3	1.10.472.10	InterPro_Gene3D
P24864	3	1.10.472.10	InterPro_Gene3D
P24903	1	1.10.630.10	InterPro_Gene3D
P24928	11	1.10.132.30	InterPro_Gene3D
P24941	2	1.10.510.10	InterPro_Gene3D
P25021	1	1.20.1070.10	InterPro_Gene3D
P25024	1	1.20.1070.10	InterPro_Gene3D
P25025	1	1.20.1070.10	InterPro_Gene3D
P25054	3	1.10.287.450	InterPro_Gene3D
P25067	1	2.60.120.40	InterPro_Gene3D
P25089	1	1.20.1070.10	InterPro_Gene3D
P25090	1	1.20.1070.10	InterPro_Gene3D
P25092	3	1.10.510.10	InterPro_Gene3D
P25098	5	1.10.167.10	InterPro_Gene3D
P25100	1	1.20.1070.10	InterPro_Gene3D
P25101	1	1.20.1070.10	InterPro_Gene3D
P25103	1	1.20.1070.10	InterPro_Gene3D
P25105	1	1.20.1070.10	InterPro_Gene3D
P25106	1	1.20.1070.10	InterPro_Gene3D
P25116	1	1.20.1070.10	InterPro_Gene3D
P25189	1	2.60.40.10	InterPro_Gene3D
P25205	6	2.20.28.10	InterPro_Gene3D
P25208	1	1.10.20.10	InterPro_Gene3D
P25311	2	2.60.40.10	InterPro_Gene3D
P25325	2	3.40.250.10	CATH_pilot
P25391	21	2.10.25.10	InterPro_Gene3D
P25396	1	1.50.10.150	InterPro_Gene3D
P25397	1	3.40.50.150	CATH_pilot
P25398	1	3.30.1330.30	InterPro_Gene3D
P25437	3	3.40.50.720	InterPro_Gene3D
P25440	3	1.20.1270.220	InterPro_Gene3D
P25445	3	1.10.533.10	InterPro_Gene3D
P25490	4	3.30.160.60	InterPro_Gene3D
P25516	4	3.20.19.10	InterPro_Gene3D
P25519	3	3.40.50.11060	InterPro_Gene3D
P25522	4	1.20.120.430	InterPro_Gene3D
P25524	3	2.30.40.10	InterPro_Gene3D
P25526	3	3.40.309.10	InterPro_Gene3D
P25527	1	1.20.1740.10	InterPro_Gene3D
P25531	1	3.40.140.10	InterPro_Gene3D
P25534	2	3.50.50.60	InterPro_Gene3D
P25535	2	3.50.50.60	InterPro_Gene3D
P25536	1	3.90.950.10	InterPro_Gene3D
P25539	2	3.40.140.10	InterPro_Gene3D
P25549	2	3.30.1120.10	InterPro_Gene3D
P25550	1	3.20.20.70	InterPro_Gene3D
P25552	4	1.10.3210.10	InterPro_Gene3D
P25553	3	3.40.309.10	InterPro_Gene3D
P25665	4	3.20.20.210	InterPro_Gene3D
P25685	3	1.10.287.110	InterPro_Gene3D
P25686	2	1.10.287.110	InterPro_Gene3D
P25705	3	1.20.150.20	CATH_pilot
P25713	1	4.10.10.10	InterPro_Gene3D
P25714	1	2.70.98.90	InterPro_Gene3D
P25718	2	3.20.20.80	InterPro_Gene3D
P25737	1	1.20.1740.10	InterPro_Gene3D
P25740	2	3.40.50.2000	InterPro_Gene3D
P25742	2	3.40.50.2000	InterPro_Gene3D
P25744	2	1.20.1250.20	InterPro_Gene3D
P25745	3	2.30.30.280	InterPro_Gene3D
P25746	1	1.10.3890.10	InterPro_Gene3D
P25748	4	1.10.260.40	InterPro_Gene3D
P25772	3	1.10.287.610	InterPro_Gene3D
P25774	1	3.90.70.10	InterPro_Gene3D
P25786	1	3.60.20.10	InterPro_Gene3D
P25787	1	3.60.20.10	InterPro_Gene3D
P25788	1	3.60.20.10	InterPro_Gene3D
P25789	1	3.60.20.10	InterPro_Gene3D
P25791	2	2.10.110.10	InterPro_Gene3D
P25798	1	3.30.300.30	InterPro_Gene3D
P25800	2	2.10.110.10	InterPro_Gene3D
P25815	1	1.10.238.10	InterPro_Gene3D
P25874	1	1.50.40.10	CATH_pilot
P25888	2	3.40.50.300	CATH_pilot
P25889	2	3.20.20.70	InterPro_Gene3D
P25894	1	3.30.2010.10	InterPro_Gene3D
P25906	1	3.20.20.100	InterPro_Gene3D
P25929	1	1.20.1070.10	InterPro_Gene3D
P25940	2	2.60.120.1000	InterPro_Gene3D
P25942	4	2.10.50.10	InterPro_Gene3D
P25960	1	1.20.120.1220	InterPro_Gene3D
P25963	1	1.25.40.20	InterPro_Gene3D
P26006	5	1.20.5.930	InterPro_Gene3D
P26010	9	1.20.5.100	InterPro_Gene3D
P26012	7	2.10.25.10	InterPro_Gene3D
P26022	1	2.60.120.200	InterPro_Gene3D
P26038	5	1.20.5.450	InterPro_Gene3D
P26045	5	1.20.80.10	InterPro_Gene3D
P26196	2	3.40.50.300	InterPro_Gene3D
P26218	1	2.40.170.10	InterPro_Gene3D
P26232	7	1.20.120.230	InterPro_Gene3D
P26266	1	3.30.1890.10	InterPro_Gene3D
P26281	1	3.30.70.560	InterPro_Gene3D
P26358	8	1.10.10.2230	InterPro_Gene3D
P26365	2	2.60.40.3500	InterPro_Gene3D
P26367	3	1.10.10.10	InterPro_Gene3D
P26368	5	3.30.70.330	InterPro_Gene3D
P26373	1	1.20.5.110	InterPro_Gene3D
P26374	7	1.10.405.10	InterPro_Gene3D
P26378	3	3.30.70.330	InterPro_Gene3D
P26439	1	3.40.50.720	InterPro_Gene3D
P26440	3	1.10.540.10	CATH_pilot
P26441	1	1.20.1250.10	InterPro_Gene3D
P26447	1	1.10.238.10	InterPro_Gene3D
P26572	2	3.10.180.20	InterPro_Gene3D
P26583	2	1.10.30.10	InterPro_Gene3D
P26599	4	3.30.70.330	InterPro_Gene3D
P26602	1	3.40.1410.10	CATH_pilot
P26608	1	1.20.120.340	InterPro_Gene3D
P26612	4	2.40.30.140	InterPro_Gene3D
P26616	2	3.40.50.10380	InterPro_Gene3D
P26639	4	3.10.20.30	InterPro_Gene3D
P26640	6	1.10.287.380	InterPro_Gene3D
P26641	3	1.20.1050.10	InterPro_Gene3D
P26646	3	3.40.50.720	InterPro_Gene3D
P26648	3	2.60.40.420	InterPro_Gene3D
P26649	1	1.20.970.20	InterPro_Gene3D
P26651	2	4.10.1000.10	InterPro_Gene3D
P26678	1	1.20.5.290	InterPro_Gene3D
P26715	1	3.10.100.10	InterPro_Gene3D
P26717	2	1.10.287.770	InterPro_Gene3D
P26718	1	3.10.100.10	InterPro_Gene3D
P26842	1	2.10.50.10	InterPro_Gene3D
P26885	1	3.10.50.40	InterPro_Gene3D
P26927	8	2.40.10.10	InterPro_Gene3D
P26951	3	2.60.40.10	InterPro_Gene3D
P26992	3	2.60.40.10	InterPro_Gene3D
P26998	2	2.60.20.10	InterPro_Gene3D
P27037	3	1.10.510.10	InterPro_Gene3D
P27105	2	3.30.479.30	CATH_pilot
P27111	2	1.10.10.10	InterPro_Gene3D
P27127	2	3.40.50.2000	InterPro_Gene3D
P27128	1	3.90.550.10	InterPro_Gene3D
P27129	1	3.90.550.10	InterPro_Gene3D
P27144	1	3.40.50.300	CATH_pilot
P27169	1	2.120.10.30	InterPro_Gene3D
P27216	4	1.10.220.10	InterPro_Gene3D
P27238	1	1.10.260.40	InterPro_Gene3D
P27241	1	3.90.1480.10	InterPro_Gene3D
P27242	2	3.40.50.2000	InterPro_Gene3D
P27245	1	1.10.10.10	InterPro_Gene3D
P27247	1	3.40.718.10	InterPro_Gene3D
P27248	5	2.40.30.110	InterPro_Gene3D
P27249	1	1.10.3210.10	CATH_pilot
P27250	3	3.40.50.720	InterPro_Gene3D
P27253	2	3.20.20.240	InterPro_Gene3D
P27254	3	1.10.287.130	InterPro_Gene3D
P27278	3	1.10.260.40	InterPro_Gene3D
P27296	2	3.40.50.300	InterPro_Gene3D
P27297	1	1.10.530.10	InterPro_Gene3D
P27298	4	1.10.1370.10	InterPro_Gene3D
P27302	3	3.40.50.920	InterPro_Gene3D
P27303	3	1.10.287.470	InterPro_Gene3D
P27305	1	3.40.50.620	CATH_pilot
P27306	3	3.30.390.30	CATH_pilot
P27338	4	1.10.405.10	CATH_pilot
P27348	1	1.20.190.20	InterPro_Gene3D
P27352	2	1.50.10.20	InterPro_Gene3D
P27361	3	1.10.510.10	InterPro_Gene3D
P27431	2	2.60.120.650	InterPro_Gene3D
P27434	1	1.10.260.40	InterPro_Gene3D
P27448	4	1.10.510.10	InterPro_Gene3D
P27449	1	1.20.120.610	InterPro_Gene3D
P27482	3	1.10.238.10	InterPro_Gene3D
P27487	2	2.140.10.30	InterPro_Gene3D
P27539	1	2.10.90.10	InterPro_Gene3D
P27540	3	3.30.450.20	InterPro_Gene3D
P27550	2	3.30.300.30	InterPro_Gene3D
P27635	2	3.30.60.300	InterPro_Gene3D
P27658	1	2.60.120.40	InterPro_Gene3D
P27694	4	2.40.50.140	InterPro_Gene3D
P27695	1	3.60.10.10	CATH_pilot
P27701	1	1.10.1450.10	InterPro_Gene3D
P27707	1	3.40.50.300	InterPro_Gene3D
P27708	14	1.10.1030.10	InterPro_Gene3D
P27797	3	2.10.250.10	InterPro_Gene3D
P27815	1	1.10.1300.10	InterPro_Gene3D
P27824	3	2.10.250.10	InterPro_Gene3D
P27828	3	3.40.50.2000	InterPro_Gene3D
P27829	3	1.20.5.100	InterPro_Gene3D
P27830	6	3.40.50.720	InterPro_Gene3D
P27832	1	3.40.630.30	InterPro_Gene3D
P27833	2	3.40.640.10	InterPro_Gene3D
P27837	1	1.20.1740.10	InterPro_Gene3D
P27838	1	3.30.920.10	InterPro_Gene3D
P27848	3	3.30.1240.10	InterPro_Gene3D
P27859	1	3.20.20.140	InterPro_Gene3D
P27862	2	3.30.230.30	InterPro_Gene3D
P27896	4	1.10.287.130	InterPro_Gene3D
P27918	6	2.20.100.10	InterPro_Gene3D
P27930	3	2.60.40.10	InterPro_Gene3D
P27986	5	1.10.287.1490	InterPro_Gene3D
P27987	1	3.30.470.160	InterPro_Gene3D
P28039	3	1.10.225.10	InterPro_Gene3D
P28062	1	3.60.20.10	InterPro_Gene3D
P28065	1	3.60.20.10	InterPro_Gene3D
P28066	1	3.60.20.10	InterPro_Gene3D
P28067	2	2.60.40.10	InterPro_Gene3D
P28068	2	2.60.40.10	InterPro_Gene3D
P28069	2	1.10.10.60	InterPro_Gene3D
P28070	1	3.60.20.10	InterPro_Gene3D
P28072	1	3.60.20.10	InterPro_Gene3D
P28074	1	3.60.20.10	InterPro_Gene3D
P28161	3	1.20.1050.10	InterPro_Gene3D
P28221	2	1.20.1070.10	InterPro_Gene3D
P28222	2	1.20.1070.10	InterPro_Gene3D
P28223	2	1.20.1070.10	InterPro_Gene3D
P28224	1	2.40.128.200	InterPro_Gene3D
P28246	1	1.20.1720.10	InterPro_Gene3D
P28248	1	2.70.40.10	InterPro_Gene3D
P28288	2	1.20.1560.10	CATH_pilot
P28289	1	3.80.10.10	InterPro_Gene3D
P28304	3	3.40.50.720	InterPro_Gene3D
P28305	2	3.20.10.10	InterPro_Gene3D
P28306	2	3.30.160.60	InterPro_Gene3D
P28324	1	1.10.10.10	InterPro_Gene3D
P28325	1	3.10.450.10	InterPro_Gene3D
P28328	1	3.30.40.10	InterPro_Gene3D
P28329	3	3.30.559.10	InterPro_Gene3D
P28330	3	1.10.540.10	CATH_pilot
P28331	4	3.10.20.740	CATH_pilot
P28332	3	3.40.50.720	InterPro_Gene3D
P28335	2	1.20.1070.10	InterPro_Gene3D
P28336	1	1.20.1070.10	InterPro_Gene3D
P28340	6	1.10.132.60	InterPro_Gene3D
P28347	2	2.70.50.80	InterPro_Gene3D
P28356	1	1.10.10.60	InterPro_Gene3D
P28358	1	1.10.10.60	InterPro_Gene3D
P28360	1	1.10.10.60	InterPro_Gene3D
P28369	3	3.30.160.20	InterPro_Gene3D
P28370	6	1.10.10.60	InterPro_Gene3D
P28472	3	1.20.58.390	InterPro_Gene3D
P28476	3	1.20.58.390	InterPro_Gene3D
P28482	3	1.10.510.10	InterPro_Gene3D
P28562	2	3.40.250.10	InterPro_Gene3D
P28566	2	1.20.1070.10	InterPro_Gene3D
P28629	4	3.40.50.2300	InterPro_Gene3D
P28630	3	1.10.8.60	InterPro_Gene3D
P28631	3	1.10.8.10	InterPro_Gene3D
P28632	1	3.40.50.10220	InterPro_Gene3D
P28634	2	2.40.30.70	InterPro_Gene3D
