accession	source	n_domains	top_superfamily	cath_class	datasets
Q47684	Chainsaw	1			proteome_bg
P64534	Chainsaw	1			proteome_bg
A0A0C4DH38	Chainsaw	1			proteome_bg
A0A1W2PQD8	Chainsaw	2			proteome_bg
A0A0G2JN53	Chainsaw	0			proteome_bg
A0A1B0GVG4	Chainsaw	1			proteome_bg
A0A0B4J245	Chainsaw	1			proteome_bg
A0A2R8YFM6	Chainsaw	1			proteome_bg
A0A1B0GTK4	Chainsaw	1			proteome_bg
A0A1B0GWH4	Chainsaw	2			proteome_bg
A0A8I5KY20	Chainsaw	1			proteome_bg
A0A8I5KQE6	Chainsaw	1			proteome_bg
A0A1W2PR19	Chainsaw	2			proteome_bg
A0A075B6X5	Chainsaw	1			proteome_bg
A0A0A6YYL3	Chainsaw	2			proteome_bg
A0A087X0M5	Chainsaw	1			proteome_bg
A0A0C4DH41	Chainsaw	1			proteome_bg
A0A0A6YYC5	Chainsaw	1			proteome_bg
A0A0B4J1Y8	Chainsaw	1			proteome_bg
A0A0G2JNH3	Chainsaw	1			proteome_bg
A0A0B4J240	Chainsaw	1			proteome_bg
A0A1B0GUW7	Chainsaw	0			proteome_bg
A0A8I5QKY2	Chainsaw	0			proteome_bg
A0A5F9ZH02	Chainsaw	1			proteome_bg
A0A0B4J279	Chainsaw	1			proteome_bg
A0A0C4DH43	Chainsaw	1			proteome_bg
A0A1W2PQJ5	Chainsaw	2			proteome_bg
A0A1B0GUV1	Chainsaw	1			proteome_bg
A0A0B4J1V2	Chainsaw	1			proteome_bg
A0A0J9YXX1	Chainsaw	1			proteome_bg
A0A1B0GVS7	Chainsaw	1			proteome_bg
A0A075B706	Chainsaw	0			proteome_bg
A0A494C0I6	Chainsaw	0			proteome_bg
A0A1W2PRN6	Chainsaw	1			proteome_bg
A0A0U1RQG5	Chainsaw	1			proteome_bg
A0A1W2PR64	Chainsaw	1			proteome_bg
A0A584	Chainsaw	1			proteome_bg
A0A2R8Y4M2	Chainsaw	0			proteome_bg
A0A1W2PPF3	Chainsaw	2			proteome_bg
A0A0C4DH26	Chainsaw	1			proteome_bg
A0A075B7F1	Chainsaw	1			proteome_bg
A0A0G2JLW4	Chainsaw	1			proteome_bg
A0A1B0GVX0	Chainsaw	1			proteome_bg
A0A0B4J200	Chainsaw	0			proteome_bg
A0A2R8Y619	Chainsaw	1			proteome_bg
A0A0A0MS15	Chainsaw	1			proteome_bg
A0A1B0GX49	Chainsaw	1			proteome_bg
A0A075B7B6	Chainsaw	1			proteome_bg
A0A087WUM9	Chainsaw	0			proteome_bg
A0A0B4J264	Chainsaw	1			proteome_bg
A0A7I2V2S6	Chainsaw	0			proteome_bg
A0A411D538	Chainsaw	1			proteome_bg
A0A286YEY9	Chainsaw	0			proteome_bg
A0A087WV62	Chainsaw	1			proteome_bg
A0A0B4J244	Chainsaw	1			proteome_bg
A0A1W2PQ73	Chainsaw	1			proteome_bg
A0A1W2PRP0	Chainsaw	1			proteome_bg
A0A2R8YFL7	Chainsaw	1			proteome_bg
A0A1B0GUI7	Chainsaw	1			proteome_bg
A0A0A0MT93	Chainsaw	0			proteome_bg
A0A0B4J238	Chainsaw	1			proteome_bg
A0A0B4J263	Chainsaw	1			proteome_bg
A0A0K0K1C4	Chainsaw	1			proteome_bg
A0A5F9ZHS7	Chainsaw	0			proteome_bg
A0A0B4J234	Chainsaw	1			proteome_bg
A0A576	Chainsaw	1			proteome_bg
A0A0A0MS01	Chainsaw	1			proteome_bg
A0A096LP01	Chainsaw	1			proteome_bg
A0A0A0MTA7	Chainsaw	0			proteome_bg
A0A0B4J2B6	Chainsaw	1			proteome_bg
A0A1B0GTH6	Chainsaw	0			proteome_bg
A0A1B0GVQ3	Chainsaw	0			proteome_bg
A0A0J9YWL9	Chainsaw	1			proteome_bg
A0A1B0GUV8	Chainsaw	1			proteome_bg
A0A0J9YXV3	Chainsaw	0			proteome_bg
A0A1B0GVN3	Chainsaw	1			proteome_bg
A0A804HIB5	Chainsaw	0			proteome_bg
A0A0B4J1X5	Chainsaw	1			proteome_bg
A0A1B0GX95	Chainsaw	1			proteome_bg
A0A0A6YYK1	Chainsaw	1			proteome_bg
A0A539	Chainsaw	1			proteome_bg
A0A087WSY4	Chainsaw	1			proteome_bg
A0A096LPK9	Chainsaw	1			proteome_bg
A0A1W2PR82	Chainsaw	1			proteome_bg
A0A0A0MT94	Chainsaw	0			proteome_bg
A0A804HI29	Chainsaw	0			proteome_bg
A0A1B0GTB2	Chainsaw	0			proteome_bg
A0A0C4DH69	Chainsaw	1			proteome_bg
A0A1W2PR95	Chainsaw	2			proteome_bg
A0A0B4J1X8	Chainsaw	1			proteome_bg
A0A1W2PR48	Chainsaw	1			proteome_bg
A0A0G2JN01	Chainsaw	3			proteome_bg
A0A1B0GW15	Chainsaw	1			proteome_bg
A0A8I5KYS1	Chainsaw	0			proteome_bg
A0A0J9YWU9	Chainsaw	1			proteome_bg
A0A1W2PPM1	Chainsaw	1			proteome_bg
A0A1B0GTH9	Chainsaw	1			proteome_bg
A0A1W2PRG0	Chainsaw	2			proteome_bg
A0A087X1C5	Chainsaw	3			proteome_bg
A0A087WV53	Chainsaw	2			proteome_bg
A0A804HJP8	Chainsaw	0			proteome_bg
A0A494BZU2	Chainsaw	0			proteome_bg
A0A8I5KTY6	Chainsaw	2			proteome_bg
A0A1W2PP97	Chainsaw	1			proteome_bg
A0A669KB60	Chainsaw	0			proteome_bg
A0A087WT02	Chainsaw	1			proteome_bg
A0A075B767	Chainsaw	1			proteome_bg
A0A0C4DH39	Chainsaw	1			proteome_bg
A0A183	Chainsaw	0			proteome_bg
A0A1B0GUU1	Chainsaw	5			proteome_bg
A0A8V8TII8	Chainsaw	0			proteome_bg
A0A140TA64	Chainsaw	1			proteome_bg
A0A0G2JMH3	Chainsaw	1			proteome_bg
A0A0G2JQF1	Chainsaw	0			proteome_bg
A0A0J9YX35	Chainsaw	1			proteome_bg
A0A075B6U6	Chainsaw	1			proteome_bg
A0A0A6YYJ7	Chainsaw	1			proteome_bg
A0A0G2JN68	Chainsaw	2			proteome_bg
A0A0X1KG70	Chainsaw	1			proteome_bg
A0A0U1RQF7	Chainsaw	0			proteome_bg
A0A0A0MRZ8	Chainsaw	1			proteome_bg
A0A0B4J2A2	Chainsaw	1			proteome_bg
A0A1B0GTR0	Chainsaw	1			proteome_bg
A0A0C4DH68	Chainsaw	1			proteome_bg
A0A087WW49	Chainsaw	1			proteome_bg
A0A0C4DH32	Chainsaw	1			proteome_bg
A0A1B0GTR3	Chainsaw	0			proteome_bg
A0A075B6Y9	Chainsaw	0			proteome_bg
A0A0G2JRQ6	Chainsaw	1			proteome_bg
A0A286YF46	Chainsaw	0			proteome_bg
A0A0J9YY99	Chainsaw	1			proteome_bg
A0A0U1RR37	Chainsaw	1			proteome_bg
A0A494C1I1	Chainsaw	0			proteome_bg
A0A1W2PQU2	Chainsaw	1			proteome_bg
A0A1B0GUS4	Chainsaw	1			proteome_bg
A0A0G2JLG4	Chainsaw	2			proteome_bg
A0A0B4J1Y9	Chainsaw	1			proteome_bg
A0A0B4J2B8	Chainsaw	1			proteome_bg
A0A0K0K1G6	Chainsaw	1			proteome_bg
A0A0C4DH90	Chainsaw	1			proteome_bg
A0A0C4DH24	Chainsaw	1			proteome_bg
A0A1B0GX78	Chainsaw	1			proteome_bg
A0A0K0K1A3	Chainsaw	1			proteome_bg
A0A087WSY6	Chainsaw	1			proteome_bg
A0A0A0MT76	Chainsaw	0			proteome_bg
A0A0C4DH36	Chainsaw	1			proteome_bg
A0A494BZU4	Chainsaw	1			proteome_bg
A0A0A6YYK7	Chainsaw	1			proteome_bg
A0A0U1RQE8	Chainsaw	2			proteome_bg
A0A2R8Y4L2	Chainsaw	2			proteome_bg
A0A1B0GTC6	Chainsaw	1			proteome_bg
A0A0M3HER8	Chainsaw	1			proteome_bg
A0A1B0GVY7	Chainsaw	1			proteome_bg
A0A1B0GUT2	Chainsaw	0			proteome_bg
A0A6Q8PHA8	Chainsaw	0			proteome_bg
A0A1W2PPG7	Chainsaw	1			proteome_bg
A0A087WYE8	Chainsaw	1			proteome_bg
A0A0B4J276	Chainsaw	1			proteome_bg
A0A2R8Y2Y2	Chainsaw	1			proteome_bg
A0A3B3IT33	Chainsaw	3			proteome_bg
A0A0B4J2F0	Chainsaw	0			mito_bg
A0A0A0MT86	Chainsaw	0			proteome_bg
A0A1B0GV85	Chainsaw	2			proteome_bg
A0A0K0K1D8	Chainsaw	1			proteome_bg
A0A0C4DH42	Chainsaw	1			proteome_bg
A0A1B0GTZ2	Chainsaw	1			proteome_bg
A0A1B0GWI6	Chainsaw	0			proteome_bg
A0A0U1RRE5	Chainsaw	0			proteome_bg
A0A1B0GVY2	Chainsaw	0			proteome_bg
A0A286YF18	Chainsaw	1			proteome_bg
A0A1B0GVH6	Chainsaw	1			proteome_bg
A0A087X179	Chainsaw	2			proteome_bg
A0A5K1VDZ0	Chainsaw	2			proteome_bg
A0A6Q8PGZ7	Chainsaw	0			proteome_bg
A0A0C4DH30	Chainsaw	1			proteome_bg
A0A1B0GTY4	Chainsaw	1			proteome_bg
A0A0U1RQS6	Chainsaw	1			proteome_bg
A0A0C4DH33	Chainsaw	1			proteome_bg
A0A5B0	Chainsaw	1			proteome_bg
A0A0B4J266	Chainsaw	1			proteome_bg
A0A5B9	Chainsaw	1			proteome_bg
A0A0G2JMM0	Chainsaw	3			proteome_bg
A0A0B4J280	Chainsaw	1			proteome_bg
A0A0C4DH63	Chainsaw	0			proteome_bg
A0A1B0GU29	Chainsaw	1			proteome_bg
A0A1B0GXF2	Chainsaw	1			proteome_bg
A0A0B4J1U6	Chainsaw	1			proteome_bg
A0A0B4J241	Chainsaw	1			proteome_bg
A0A096LNP1	Chainsaw	1			proteome_bg
A0A1W2PPW3	Chainsaw	1			proteome_bg
A0A0A6YYG2	Chainsaw	1			proteome_bg
A0A8I5KW96	Chainsaw	1			proteome_bg
A0A8I5QKQ9	Chainsaw	0			proteome_bg
A0A075B7D4	Chainsaw	1			proteome_bg
A0A286YFB4	Chainsaw	0			proteome_bg
A0A1W2PQ72	Chainsaw	1			proteome_bg
A0A1W2PR75	Chainsaw	2			proteome_bg
A0A494C191	Chainsaw	1			proteome_bg
A0A1B0GUY1	Chainsaw	0			proteome_bg
A0A7P0TAN4	Chainsaw	2			proteome_bg
A0A0C4DH34	Chainsaw	1			proteome_bg
A0A494C086	Chainsaw	1			proteome_bg
A0A0B4J2E0	Chainsaw	1			proteome_bg
A0A8V8TMC4	Chainsaw	2			proteome_bg
A0A0B4J249	Chainsaw	1			proteome_bg
A0A0G2JQZ4	Chainsaw	0			proteome_bg
A0A1B0GTQ1	Chainsaw	2			proteome_bg
A0A1B0GUS0	Chainsaw	1			proteome_bg
A0A075B759	Chainsaw	1			proteome_bg
A0A2R8Y4L6	Chainsaw	1			proteome_bg
A0A0C4DH27	Chainsaw	1			proteome_bg
A0A494C0Y3	Chainsaw	1			proteome_bg
A0A096LNW5	Chainsaw	2			proteome_bg
A0A590UJ96	Chainsaw	0			proteome_bg
A0A087WTH1	Chainsaw	1			proteome_bg
A0A590UK24	Chainsaw	0			proteome_bg
A0A1B0GVK7	Chainsaw	1			proteome_bg
A0A0C4DH28	Chainsaw	1			proteome_bg
A0A6Q8PHS2	Chainsaw	1			proteome_bg
A0A1W2PP81	Chainsaw	1			proteome_bg
A0A7I2V6D3	Chainsaw	0			proteome_bg
A0A0K0K1B3	Chainsaw	1			proteome_bg
A0A8I5KXM2	Chainsaw	1			proteome_bg
A0A499FJF3	Chainsaw	1			proteome_bg
A0A0B4J272	Chainsaw	1			proteome_bg
A0A0B4J1U3	Chainsaw	1			proteome_bg
A0A0J9YXY3	Chainsaw	1			proteome_bg
A0A3B3IU63	Chainsaw	1			proteome_bg
A0A0B4J1V0	Chainsaw	1			proteome_bg
A0A8I5QJV6	Chainsaw	0			proteome_bg
A0A0B4J1U4	Chainsaw	1			proteome_bg
A0A1B0GX56	Chainsaw	1			proteome_bg
A0A0A0MRZ7	Chainsaw	1			proteome_bg
A0A2R8Y7D0	Chainsaw	1			proteome_bg
A0A0J9YX57	Chainsaw	1			proteome_bg
A0A075B700	Chainsaw	0			proteome_bg
A0A1B0GUA6	Chainsaw	0			proteome_bg
A0A1W2PQ64	Chainsaw	2			proteome_bg
A0A0B4J277	Chainsaw	1			proteome_bg
A0A0G2JS06	Chainsaw	1			proteome_bg
A0A5F9ZH88	Chainsaw	2			proteome_bg
A0A0B4J1V7	Chainsaw	1			proteome_bg
A0A7I2V3R4	Chainsaw	2			proteome_bg
A0A1B0GVR7	Chainsaw	1			proteome_bg
A0A1B0GTQ4	Chainsaw	1			proteome_bg
A0A1B0GVT2	Chainsaw	0			proteome_bg
A0A0C4DGP1	Chainsaw	1			proteome_bg
A0A1B0GV90	Chainsaw	0			proteome_bg
A0A1W2PQL4	Chainsaw	3			proteome_bg
A0A0A0MS00	Chainsaw	1			proteome_bg
A0A1W2PQM1	Chainsaw	2			proteome_bg
A0A5F9ZGZ6	Chainsaw	0			proteome_bg
A0A0C4DH59	Chainsaw	1			proteome_bg
A0A0G2JND7	Chainsaw	1			proteome_bg
A0A087WT01	Chainsaw	1			proteome_bg
A0A087WWA1	Chainsaw	1			proteome_bg
A0A0J9YX75	Chainsaw	1			proteome_bg
A0A1B0GVZ9	Chainsaw	1			proteome_bg
A0A2R8YED5	Chainsaw	1			proteome_bg
A0A1B0GTK5	Chainsaw	1			proteome_bg
A0A8V8TLY5	Chainsaw	1			proteome_bg
A0A804HLA8	Chainsaw	1			proteome_bg
A0A2R8Y4Y8	Chainsaw	1			proteome_bg
A0A1B0GVH4	Chainsaw	1			proteome_bg
A0A075B7F0	Chainsaw	1			proteome_bg
A0A075B6V5	Chainsaw	1			proteome_bg
A0A1B0GU71	Chainsaw	1			proteome_bg
A0A1B0GV03	Chainsaw	1			proteome_bg
A0A0B4J1W7	Chainsaw	1			proteome_bg
A0A075B6U4	Chainsaw	1			proteome_bg
A0A0C4DH67	Chainsaw	1			proteome_bg
A0A0J9YY54	Chainsaw	0			proteome_bg
A0A0K0K1E9	Chainsaw	1			proteome_bg
A0A455ZAR2	Chainsaw	0			proteome_bg
A0A3B3IT45	Chainsaw	1			proteome_bg
A0A0B4J1V1	Chainsaw	1			proteome_bg
A0A075B6Y3	Chainsaw	0			proteome_bg
A0A1B0GTI1	Chainsaw	1			proteome_bg
A0A286YF01	Chainsaw	0			proteome_bg
A0A1B0GTL2	Chainsaw	1			proteome_bg
A0A6Q8PH20	Chainsaw	0			proteome_bg
A0A5A2	Chainsaw	1			proteome_bg
A0A2U3TZM8	Chainsaw	1			proteome_bg
A0A1B0GUA7	Chainsaw	1			proteome_bg
A0A0B4J274	Chainsaw	1			proteome_bg
A0A0J9YVY3	Chainsaw	1			proteome_bg
A0A5F9Z9Y6	Chainsaw	2			proteome_bg
A0A1W2PQF6	Chainsaw	2			proteome_bg
A0A494C1R9	Chainsaw	2			proteome_bg
A0A087WW87	Chainsaw	1			proteome_bg
A0A1W2PPH5	Chainsaw	1			proteome_bg
A0A597	Chainsaw	1			proteome_bg
A0A075B734	Chainsaw	1			proteome_bg
A0A494C0N9	Chainsaw	1			proteome_bg
A0A075B6V2	Chainsaw	0			proteome_bg
A0A2R8YE69	Chainsaw	1			proteome_bg
A0A0A0MS04	Chainsaw	1			proteome_bg
A0A0G2JMI3	Chainsaw	1			proteome_bg
A0A804HID5	Chainsaw	0			proteome_bg
A0A1B0GVV1	Chainsaw	0			proteome_bg
A0A087WSZ0	Chainsaw	1			proteome_bg
A0A1B0GVH7	Chainsaw	2			proteome_bg
A0A087WVF3	Chainsaw	2			proteome_bg
A0A0C4DH62	Chainsaw	0			proteome_bg
A0A1B0GX68	Chainsaw	1			proteome_bg
A0A2R8YFR7	Chainsaw	2			proteome_bg
A0A7L8Y648	Chainsaw	0			proteome_bg
A0A087WUV0	Chainsaw	2			proteome_bg
A0A1B0GWG4	Chainsaw	0			proteome_bg
A0A087X1G2	Chainsaw	2			proteome_bg
A0A0B4J1U7	Chainsaw	1			proteome_bg
A0A577	Chainsaw	1			proteome_bg
A0A0A0MS02	Chainsaw	1			proteome_bg
A0A1B0GUV7	Chainsaw	1			proteome_bg
A0A0B4J2B5	Chainsaw	1			proteome_bg
A0A6Q8PHR7	Chainsaw	0			proteome_bg
A0A1B0GVY4	Chainsaw	1			proteome_bg
A0A1B0GX51	Chainsaw	1			proteome_bg
A0A1B0GTR4	Chainsaw	0			proteome_bg
A0A3B3IT52	Chainsaw	1			proteome_bg
A0A1B0GX31	Chainsaw	1			proteome_bg
A0A0A0MS14	Chainsaw	1			proteome_bg
A0A0A0MT82	Chainsaw	0			proteome_bg
A0A1B0GVB3	Chainsaw	0			proteome_bg
A0A6I8PU40	Chainsaw	1			proteome_bg
A0A1B0GTJ6	Chainsaw	0			proteome_bg
A0A096LP49	Chainsaw	0			proteome_bg
A0A075B7B8	Chainsaw	1			proteome_bg
A0A1B0GVG6	Chainsaw	0			proteome_bg
A0A1B0GWB2	Chainsaw	1			proteome_bg
A0A0J9YW62	Chainsaw	1			proteome_bg
A0A1W2PPK0	Chainsaw	1			proteome_bg
A0A0U1RR11	Chainsaw	1			proteome_bg
A0A0G2JKW9	Chainsaw	0			proteome_bg
A0A0B4J265	Chainsaw	1			proteome_bg
A0A0C4DH73	Chainsaw	1			proteome_bg
A0A0B4J1T7	Chainsaw	1			proteome_bg
A0A0C4DH29	Chainsaw	1			proteome_bg
A0A1B0GW64	Chainsaw	0			proteome_bg
A0A1B0GUX0	Chainsaw	1			proteome_bg
A0A2Z4LIS9	Chainsaw	0			proteome_bg
A0A0A0MT99	Chainsaw	0			proteome_bg
A0A0U1RRA0	Chainsaw	1			proteome_bg
A0A087WXS9	Chainsaw	2			proteome_bg
A0A0B4J273	Chainsaw	1			proteome_bg
A0A6Q8PFD8	Chainsaw	0			proteome_bg
A0A087WXM9	Chainsaw	0			proteome_bg
A0A1W2PQ27	Chainsaw	2			proteome_bg
A0A096LPI5	Chainsaw	1			proteome_bg
A0A0A0MS05	Chainsaw	1			proteome_bg
A0A1B0GVZ2	Chainsaw	1			proteome_bg
A0A1B0GTU2	Chainsaw	0			proteome_bg
A0A8V8TND5	Chainsaw	0			proteome_bg
A0A0A0MRZ9	Chainsaw	1			proteome_bg
A0A1W2PRS3	Chainsaw	2			proteome_bg
A0A6Q8PGS0	Chainsaw	0			proteome_bg
A0A0J9YX94	Chainsaw	3			proteome_bg
A0A286YFG1	Chainsaw	0			proteome_bg
A0A0U1RRL7	Chainsaw	0			proteome_bg
A0A1W2PPE3	Chainsaw	1			proteome_bg
A0A590UK83	Chainsaw	0			proteome_bg
A0A0A6YYK4	Chainsaw	1			proteome_bg
A0A1B0GVD1	Chainsaw	1			proteome_bg
A0A1B0GUJ8	Chainsaw	2			proteome_bg
A0A2R8YCJ5	Chainsaw	1			proteome_bg
A0A0K0K1C0	Chainsaw	1			proteome_bg
A0A7I2V4U8	Chainsaw	0			proteome_bg
A0A1W2PQC6	Chainsaw	2			proteome_bg
A0A0B4J237	Chainsaw	1			proteome_bg
A0A8Q3WKH5	Chainsaw	1			proteome_bg
A0A0K0K1A5	Chainsaw	1			proteome_bg
A0A1B0GU33	Chainsaw	0			proteome_bg
A0A0G2JPN4	Chainsaw	0			proteome_bg
A0A0A0MT87	Chainsaw	0			proteome_bg
A0A1B0GUZ9	Chainsaw	0			proteome_bg
A0A0J9YXG5	Chainsaw	0			proteome_bg
A0A087WSZ9	Chainsaw	1			proteome_bg
A0A0C5B5G6	Chainsaw	0			proteome_bg
A0A0J9YWP8	Chainsaw	0			proteome_bg
A0A7P0TBJ1	Chainsaw	1			proteome_bg
A0A286YF58	Chainsaw	1			proteome_bg
A0A2R8YCY7	Chainsaw	2			proteome_bg
A0A589	Chainsaw	1			proteome_bg
A0A494C176	Chainsaw	1			proteome_bg
A0A075B7D8	Chainsaw	1			proteome_bg
A0A2R8Y556	Chainsaw	0			proteome_bg
A0A0U1RRK4	Chainsaw	0			proteome_bg
A0A0C4DH25	Chainsaw	1			proteome_bg
A0A2R8Y747	Chainsaw	0			proteome_bg
A0A0C4DH55	Chainsaw	1			proteome_bg
A0A1W2PPD8	Chainsaw	2			proteome_bg
A0A2R8Y7Y5	Chainsaw	0			proteome_bg
A0A087WT03	Chainsaw	1			proteome_bg
A0A578	Chainsaw	1			proteome_bg
A0A6Q8PFQ6	Chainsaw	0			proteome_bg
A0A1B0GUA5	Chainsaw	1			proteome_bg
A0A0C4DH31	Chainsaw	1			proteome_bg
A0A087WZ39	Chainsaw	1			proteome_bg
A0A1B0GTI8	Chainsaw	1			proteome_bg
A0A0K0K1G8	Chainsaw	1			proteome_bg
A0A494C030	Chainsaw	0			proteome_bg
A0A286YF77	Chainsaw	0			proteome_bg
A0A1W2PRN1	Chainsaw	1			proteome_bg
A0A191URJ7	Chainsaw	2			proteome_bg
A0A3B3IRV3	Chainsaw	2			proteome_bg
A0A5B7	Chainsaw	1			proteome_bg
A0A376A8Z9	Chainsaw	2			proteome_bg
A0A1B0GTU1	Chainsaw	0			proteome_bg
A0A1W2PQ09	Chainsaw	1			proteome_bg
A0A2R8YEH3	Chainsaw	1			proteome_bg
A0A0B4J235	Chainsaw	1			proteome_bg
A0A5B6	Chainsaw	1			proteome_bg
A0A0J9YWX3	Chainsaw	0			proteome_bg
A0A3B3IS91	Chainsaw	1			proteome_bg
A0A0A6YYG3	Chainsaw	1			proteome_bg
A0A494C103	Chainsaw	1			proteome_bg
A0A0B4J271	Chainsaw	1			proteome_bg
A0A1B0GW54	Chainsaw	1			proteome_bg
A0A1W2PRV1	Chainsaw	1			proteome_bg
A0A494C0Z2	Chainsaw	1			proteome_bg
A0A0A0MS06	Chainsaw	1			proteome_bg
A0A087X0K7	Chainsaw	1			proteome_bg
A0A2R8YD15	Chainsaw	0			proteome_bg
A0A1W2PPE2	Chainsaw	1			proteome_bg
A0A0A0MS03	Chainsaw	1			proteome_bg
A0A1B0GWH6	Chainsaw	0			proteome_bg
A0A0B4J248	Chainsaw	1			proteome_bg
A0A286YEU6	Chainsaw	1			proteome_bg
A0A6Q8PGL7	Chainsaw	1			proteome_bg
A0A0C4DH72	Chainsaw	1			proteome_bg
A0A0U1RRI6	Chainsaw	1			proteome_bg
A0A1B0GUC4	Chainsaw	0			proteome_bg
A0A075B7D0	Chainsaw	1			proteome_bg
A0A0K2S4Q6	Chainsaw	2			proteome_bg
A0A8I5QJS6	Chainsaw	0			proteome_bg
A0A087WUL8	Chainsaw	2			proteome_bg
A0A0J9YXQ4	Chainsaw	3			proteome_bg
A0A3B3IU46	Chainsaw	0			proteome_bg
A0A5F9ZHS0	Chainsaw	1			proteome_bg
A0A1B0GUA9	Chainsaw	0			proteome_bg
A0A0B4J268	Chainsaw	1			proteome_bg
A0A286YEX9	Chainsaw	0			proteome_bg
A0A8I5KYW3	Chainsaw	0			proteome_bg
A0A0B4J262	Chainsaw	1			proteome_bg
A0A599	Chainsaw	1			proteome_bg
A0A1B0GVM6	Chainsaw	1			proteome_bg
A0A096LPG2	Chainsaw	0			proteome_bg
A0A8V8TNH8	Chainsaw	0			proteome_bg
A0A0C4DH35	Chainsaw	1			proteome_bg
A0A0B4J1Z2	Chainsaw	1			proteome_bg
A0A1B0GVQ0	Chainsaw	0			proteome_bg
A0A494C071	Chainsaw	4			proteome_bg
A0A0A6YYK6	Chainsaw	1			proteome_bg
A0A140TA67	Chainsaw	1			proteome_bg
A0A1W2PNU3	Chainsaw	0			proteome_bg
A0A0B4J2H0	Chainsaw	1			proteome_bg
A0A1B0GV96	Chainsaw	0			proteome_bg
A0A286YEV6	Chainsaw	0			proteome_bg
A0A1W2PS18	Chainsaw	1			proteome_bg
A0A3B3IRQ3	Chainsaw	0			proteome_bg
A0A1W2PRE2	Chainsaw	1			proteome_bg
A0A1B0GVM5	Chainsaw	0			proteome_bg
A0A8V8TNB9	Chainsaw	0			proteome_bg
A0A8Q3SIZ7	Chainsaw	0			proteome_bg
A0A1B0GVZ6	Chainsaw	1			proteome_bg
A0A1B0GTW7	Chainsaw	5			proteome_bg
A0A1B0GUQ0	Chainsaw	0			proteome_bg
A0A087WSX0	Chainsaw	1			proteome_bg
A0A0B4J2D9	Chainsaw	1			proteome_bg
A0A286YF60	Chainsaw	1			proteome_bg
A0A1B0GW35	Chainsaw	1			proteome_bg
A0A8V8TLL3	Chainsaw	1			proteome_bg
A0A8V8TPC4	Chainsaw	0			proteome_bg
A0A0A6YYD4	Chainsaw	1			proteome_bg
A0A0A0MT36	Chainsaw	1			proteome_bg
A0A0J9YXM7	Chainsaw	0			proteome_bg
A0A0U1RRN3	Chainsaw	1			proteome_bg
A0A6Q8PFC9	Chainsaw	0			proteome_bg
A0A1W2PPL8	Chainsaw	1			proteome_bg
A0A0G2JMD5	Chainsaw	2			proteome_bg
A0A0U1RQI7	Chainsaw	2			proteome_bg
A0A5A6	Chainsaw	1			proteome_bg
A0A075B6W5	Chainsaw	1			proteome_bg
A0A0A0MT70	Chainsaw	0			proteome_bg
A0A0D9SF12	Chainsaw	1			proteome_bg
A0A3B3IRS2	Chainsaw	1			proteome_bg
A0A1B0GTS1	Chainsaw	1			proteome_bg
A0A1B0GTD5	Chainsaw	1			proteome_bg
A0A1B0GWK0	Chainsaw	2			proteome_bg
A0A0B4J275	Chainsaw	1			proteome_bg
A0A2R8Y4M4	Chainsaw	2			proteome_bg
A0A075B7E8	Chainsaw	1			proteome_bg
A0A0G2JNJ9	Chainsaw	1			proteome_bg
A0A096LP55	Chainsaw	1			proteome_bg
A0A1B0GV22	Chainsaw	1			proteome_bg
A0A0G2JNF4	Chainsaw	2			proteome_bg
A0A1B0GUW6	Chainsaw	0			proteome_bg
A0A8Q3WLD3	Chainsaw	1			proteome_bg
A0A669KAW2	Chainsaw	0			proteome_bg
A0A0B4J1V6	Chainsaw	1			proteome_bg
A0A286YFK9	Chainsaw	0			proteome_bg
A0A140TA62	Chainsaw	1			proteome_bg
A1L157	Chainsaw	2			proteome_bg
A0A8V8TPE2	Chainsaw	0			proteome_bg
A0AAG2UXJ6	Chainsaw	1			proteome_bg
A6NIZ1	Chainsaw	1			proteome_bg
A6NFT4	Chainsaw	1			proteome_bg
A0FGR9	Chainsaw	5			proteome_bg
A1L0T0	Chainsaw	3			proteome_bg
A1L4K1	Chainsaw	5			proteome_bg
A6NFC5	Chainsaw	1			proteome_bg
A1KZ92	Chainsaw	7			proteome_bg
A0AAQ5BIG5	Chainsaw	3			proteome_bg
A1A4F0	Chainsaw	1			proteome_bg
A6NEM1	Chainsaw	2			proteome_bg
A1L390	Chainsaw	2			proteome_bg
A2RUH7	Chainsaw	3			proteome_bg
A0AAQ5BHX6	Chainsaw	0			proteome_bg
A6NHG4	Chainsaw	1			proteome_bg
A0AVK6	Chainsaw	1			proteome_bg
A6NHL2	Chainsaw	3			proteome_bg
A5PLK6	Chainsaw	5			proteome_bg
A3KFT3	Chainsaw	1			proteome_bg
A0JP26	Chainsaw	3			proteome_bg
A1L3X4	Chainsaw	0			proteome_bg
A6NGQ2	Chainsaw	1			proteome_bg
A6NDP7	Chainsaw	2			proteome_bg
A6NEK1	Chainsaw	2			proteome_bg
A0ABB0MVF2	Chainsaw	1			proteome_bg
A0AAG2SYH1	Chainsaw	0			proteome_bg
A6NH13	Chainsaw	0			proteome_bg
A0JD32	Chainsaw	1			proteome_bg
A6NDU8	Chainsaw	2			proteome_bg
A6NJJ6	Chainsaw	1			proteome_bg
A6NDZ8	Chainsaw	1			proteome_bg
A0AAG2UXZ5	Chainsaw	3			proteome_bg
A0AAG2TTM8	Chainsaw	0			proteome_bg
