uniprot_accession	cluster_id	cluster_representative	cluster_size	organism	dataset_labels
P0AGH3	2337	P0AGH3	2	unknown	background
P0AGH5	470	P0AEG1	6	unknown	background
P0AGH8	6951	P0AGH8	1	unknown	background
P0AGI1	214	P0AGI1	9	unknown	background
P0AGI4	214	P0AGI1	9	unknown	background
P0AGI8	6952	P0AGI8	1	unknown	background
P0AGJ2	6953	P0AGJ2	1	ecoli	groel
P0AGJ5	6954	P0AGJ5	1	ecoli	groel
P0AGJ7	6955	P0AGJ7	1	unknown	background
P0AGJ9	2338	P0AGJ9	2	unknown	background
P0AGK1	2339	P0AGK1	2	unknown	background
P0AGK4	6956	P0AGK4	1	unknown	background
P0AGK8	2314	P0AF63	2	ecoli	groel
P0AGL2	1247	P0AF93	3	unknown	background
P0AGL5	6957	P0AGL5	1	unknown	background
P0AGL7	6958	P0AGL7	1	unknown	background
P0AGM0	2326	P0AFS5	2	unknown	background
P0AGM2	2340	P0AGM2	2	unknown	background
P0AGM5	6959	P0AGM5	1	unknown	background
P0AGM7	2341	P0AGM7	2	unknown	background
P0AGM9	2342	P0AGM9	2	unknown	background
P0C018	6960	P0C018	1	unknown	background
P0C024	1355	P43337	3	unknown	background
P0C025	6961	P0C025	1	unknown	background
P0C037	6962	P0C037	1	unknown	background
P0C054	2343	P0C054	2	unknown	background
P0C058	2343	P0C054	2	unknown	background
P0C066	6963	P0C066	1	unknown	background
P0C077	6964	P0C077	1	unknown	background
P0C079	6965	P0C079	1	unknown	background
P0C091	101	Q86XX4	15	unknown	background
P0C093	6966	P0C093	1	unknown	background
P0C0E4	384	P0C0E4	7	unknown	background
P0C0K3	6967	P0C0K3	1	ecoli	groel
P0C0L2	6968	P0C0L2	1	unknown	background
P0C0L4	2344	P0C0L5	2	unknown	background
P0C0L5	2344	P0C0L5	2	unknown	background
P0C0L7	805	P0AEX3	4	unknown	background
P0C0L9	6969	P0C0L9	1	unknown	background
P0C0P6	6970	P0C0P6	1	unknown	background
P0C0R7	1819	Q9UI43	3	unknown	background
P0C0S1	6971	P0C0S1	1	unknown	background
P0C0S5	74	P16104	17	unknown	background
P0C0S8	74	P16104	17	unknown	background
P0C0T5	6972	P0C0T5	1	unknown	background
P0C0U4	6973	P0C0U4	1	unknown	background
P0C0V0	383	P0AEE3	7	unknown	background
P0C1H6	215	P0C1H6	9	unknown	background
P0C1S8	2345	P0C1S8	2	unknown	background
P0C1Z6	6974	P0C1Z6	1	unknown	background
P0C221	6975	P0C221	1	unknown	background
P0C263	1252	P0C263	3	unknown	background
P0C264	1252	P0C263	3	unknown	background
P0C2L3	6976	P0C2L3	1	unknown	background
P0C2S0	6977	P0C2S0	1	unknown	background
P0C2W1	998	Q99619	4	unknown	background
P0C2W7	6978	P0C2W7	1	unknown	background
P0C2Y1	1604	Q8N660	3	unknown	background
P0C5J1	1672	Q96G04	3	unknown	background
P0C5K6	6979	P0C5K6	1	unknown	background
P0C5K7	6980	P0C5K7	1	unknown	background
P0C5Y4	6981	P0C5Y4	1	unknown	background
P0C5Y9	74	P16104	17	unknown	background
P0C5Z0	74	P16104	17	unknown	background
P0C604	1	Q8NGQ4	371	unknown	background
P0C617	1	Q8NGQ4	371	unknown	background
P0C623	1	Q8NGQ4	371	unknown	background
P0C626	1	Q8NGQ4	371	unknown	background
P0C628	1	Q8NGQ4	371	unknown	background
P0C629	1	Q8NGQ4	371	unknown	background
P0C645	1	Q8NGQ4	371	unknown	background
P0C646	9	Q9H340	62	unknown	background
P0C671	6982	P0C671	1	unknown	background
P0C672	6983	P0C672	1	unknown	background
P0C6A0	6984	P0C6A0	1	unknown	background
P0C6C1	1525	Q69YU3	3	unknown	background
P0C6P0	6985	P0C6P0	1	unknown	background
P0C6S8	806	P0C6S8	4	unknown	background
P0C6T2	6986	P0C6T2	1	unknown	background
P0C7A2	6987	P0C7A2	1	unknown	background
P0C7H8	6988	P0C7H8	1	unknown	background
P0C7H9	50	A6NCW0	20	unknown	background
P0C7I0	50	A6NCW0	20	unknown	background
P0C7I6	6989	P0C7I6	1	unknown	background
P0C7L1	6990	P0C7L1	1	unknown	background
P0C7L2	186	P21151	10	unknown	background
P0C7M3	6991	P0C7M3	1	unknown	background
P0C7M4	3595	Q9BQY4	2	unknown	background
P0C7M6	6992	P0C7M6	1	unknown	background
P0C7M7	404	Q08AH1	7	human	matrix,mito
P0C7M8	6993	P0C7M8	1	unknown	background
P0C7N1	1	Q8NGQ4	371	unknown	background
P0C7N4	6994	P0C7N4	1	unknown	background
P0C7N5	1	Q8NGQ4	371	unknown	background
P0C7N8	1	Q8NGQ4	371	unknown	background
P0C7P0	6995	P0C7P0	1	human	matrix,mito
P0C7P1	233	Q96E39	9	unknown	background
P0C7P2	6996	P0C7P2	1	unknown	background
P0C7P3	512	Q8IYM2	6	unknown	background
P0C7P4	2629	P47985	2	unknown	background
P0C7Q2	6997	P0C7Q2	1	unknown	background
P0C7Q5	989	Q96KT7	4	unknown	background
P0C7Q6	989	Q96KT7	4	unknown	background
P0C7T2	1	Q8NGQ4	371	unknown	background
P0C7T3	9	Q9H340	62	unknown	background
P0C7T4	6998	P0C7T4	1	unknown	background
P0C7T5	6999	P0C7T5	1	unknown	background
P0C7T7	7000	P0C7T7	1	unknown	background
P0C7T8	7001	P0C7T8	1	unknown	background
P0C7U0	3014	Q5R3F8	2	unknown	background
P0C7U1	7002	P0C7U1	1	unknown	background
P0C7U3	1253	P0C7U3	3	unknown	background
P0C7U9	7003	P0C7U9	1	unknown	background
P0C7V0	7004	P0C7V0	1	unknown	background
P0C7V4	34	A8MWA6	23	unknown	background
P0C7V6	1615	Q8NEM7	3	unknown	background
P0C7V7	1254	P0C7V7	3	unknown	background
P0C7V8	1255	P0C7V8	3	unknown	background
P0C7V9	1076	A6NJ78	3	unknown	background
P0C7W0	7005	P0C7W0	1	unknown	background
P0C7W6	7006	P0C7W6	1	unknown	background
P0C7W8	34	A8MWA6	23	unknown	background
P0C7W9	34	A8MWA6	23	unknown	background
P0C7X0	34	A8MWA6	23	unknown	background
P0C7X1	154	A0A087WVF3	11	unknown	background
P0C7X2	2	A6NM28	207	unknown	background
P0C7X3	538	A0A8V8TMC4	5	unknown	background
P0C7X4	676	Q8N4E7	5	unknown	background
P0C841	7007	P0C841	1	unknown	background
P0C851	7008	P0C851	1	unknown	background
P0C853	7009	P0C853	1	unknown	background
P0C854	7010	P0C854	1	unknown	background
P0C860	2346	P0C860	2	unknown	background
P0C862	229	Q15848	9	unknown	background
P0C864	7011	P0C864	1	unknown	background
P0C866	7012	P0C866	1	unknown	background
P0C869	807	P0C869	4	unknown	background
P0C870	7013	P0C870	1	unknown	background
P0C874	1256	P0C874	3	unknown	background
P0C875	7014	P0C875	1	unknown	background
P0C879	7015	P0C879	1	unknown	background
P0C880	7016	P0C880	1	unknown	background
P0C881	2347	P0C881	2	unknown	background
P0C8F1	7017	P0C8F1	1	unknown	background
P0C8J6	1416	P77704	3	ecoli	groel
P0C8J8	2348	P0C8J8	2	ecoli	groel
P0C8K0	2348	P0C8J8	2	unknown	background
P0C960	7018	P0C960	1	unknown	background
P0CAP1	7019	P0CAP1	1	unknown	background
P0CAP2	7020	P0CAP2	1	unknown	background
P0CAT3	7021	P0CAT3	1	unknown	background
P0CB33	3	Q96IR2	176	unknown	background
P0CB38	473	P0CB38	6	unknown	background
P0CB39	7022	P0CB39	1	unknown	background
P0CB47	2349	P0CB47	2	unknown	background
P0CB48	2349	P0CB47	2	unknown	background
P0CB62	7023	P0CB62	1	unknown	background
P0CD93	7024	P0CD93	1	unknown	background
P0CE44	1257	P0CE44	3	unknown	background
P0CE47	1258	P0CE48	3	unknown	background
P0CE48	1258	P0CE48	3	unknown	background
P0CE49	142	P0CE49	12	ecoli	groel
P0CE50	142	P0CE49	12	unknown	background
P0CE51	142	P0CE49	12	unknown	background
P0CE52	142	P0CE49	12	unknown	background
P0CE53	142	P0CE49	12	unknown	background
P0CE54	142	P0CE49	12	unknown	background
P0CE55	142	P0CE49	12	unknown	background
P0CE56	142	P0CE49	12	unknown	background
P0CE57	142	P0CE49	12	unknown	background
P0CE58	142	P0CE49	12	unknown	background
P0CE67	7025	P0CE67	1	unknown	background
P0CE71	808	P0CE72	4	unknown	background
P0CE72	808	P0CE72	4	unknown	background
P0CF07	240	A0A385XJ53	8	unknown	background
P0CF08	240	A0A385XJ53	8	unknown	background
P0CF09	240	A0A385XJ53	8	unknown	background
P0CF10	240	A0A385XJ53	8	unknown	background
P0CF11	240	A0A385XJ53	8	unknown	background
P0CF12	240	A0A385XJ53	8	unknown	background
P0CF25	385	P0CF25	7	unknown	background
P0CF26	385	P0CF25	7	unknown	background
P0CF27	385	P0CF25	7	unknown	background
P0CF28	385	P0CF25	7	unknown	background
P0CF29	385	P0CF25	7	unknown	background
P0CF40	474	P0CF43	6	unknown	background
P0CF41	474	P0CF43	6	unknown	background
P0CF42	474	P0CF43	6	unknown	background
P0CF43	474	P0CF43	6	unknown	background
P0CF44	474	P0CF43	6	unknown	background
P0CF45	474	P0CF43	6	unknown	background
P0CF51	2350	P0CF51	2	unknown	background
P0CF53	386	P0CF58	7	unknown	background
P0CF54	386	P0CF58	7	unknown	background
P0CF55	386	P0CF58	7	unknown	background
P0CF56	386	P0CF58	7	unknown	background
P0CF57	386	P0CF58	7	unknown	background
P0CF58	386	P0CF58	7	unknown	background
P0CF60	386	P0CF58	7	unknown	background
P0CF66	599	P0CF66	5	unknown	background
P0CF67	599	P0CF66	5	unknown	background
P0CF68	599	P0CF66	5	unknown	background
P0CF69	599	P0CF66	5	unknown	background
P0CF70	599	P0CF66	5	unknown	background
P0CF74	437	A0M8Q6	6	unknown	background
P0CF75	3095	Q6P2I7	2	unknown	background
P0CF79	475	P0CF79	6	unknown	background
P0CF80	475	P0CF79	6	unknown	background
P0CF81	475	P0CF79	6	unknown	background
P0CF82	475	P0CF79	6	unknown	background
P0CF83	475	P0CF79	6	unknown	background
P0CF86	2351	P0CF86	2	unknown	background
P0CF88	1259	P0CF90	3	unknown	background
P0CF89	1259	P0CF90	3	unknown	background
P0CF90	1259	P0CF90	3	unknown	background
P0CF91	1260	P0CF93	3	unknown	background
P0CF92	1260	P0CF93	3	unknown	background
P0CF93	1260	P0CF93	3	unknown	background
P0CF97	1586	Q8IZ13	3	unknown	background
P0CG00	1001	Q9BUG6	4	unknown	background
P0CG01	7026	P0CG01	1	unknown	background
P0CG04	437	A0M8Q6	6	unknown	background
P0CG08	2352	P0CG08	2	unknown	background
P0CG12	7027	P0CG12	1	unknown	background
P0CG13	7028	P0CG13	1	unknown	background
P0CG19	7029	P0CG19	1	unknown	background
P0CG20	7030	P0CG20	1	unknown	background
P0CG21	7031	P0CG21	1	unknown	background
P0CG22	128	P0AET8	13	unknown	background
P0CG23	7032	P0CG23	1	unknown	background
P0CG24	2	A6NM28	207	unknown	background
P0CG29	537	A0A1W2PRG0	5	unknown	background
P0CG30	537	A0A1W2PRG0	5	unknown	background
P0CG31	136	Q9NQV7	13	unknown	background
P0CG32	183	P0CW24	10	unknown	background
P0CG33	7033	P0CG33	1	unknown	background
P0CG34	809	P0CG34	4	unknown	background
P0CG35	809	P0CG34	4	unknown	background
P0CG36	2353	P0CG37	2	unknown	background
P0CG37	2353	P0CG37	2	unknown	background
P0CG38	102	Q86YR6	15	unknown	background
P0CG39	102	Q86YR6	15	unknown	background
P0CG40	476	P0CG40	6	unknown	background
P0CG41	435	A0A2R8YE69	6	unknown	background
P0CG42	1261	P0CG43	3	unknown	background
P0CG43	1261	P0CG43	3	unknown	background
P0CG47	400	P62979	7	unknown	background
P0CG48	7034	P0CG48	1	unknown	background
P0CH98	7035	P0CH98	1	unknown	background
P0CH99	2	A6NM28	207	unknown	background
P0CI00	2	A6NM28	207	unknown	background
P0CI01	44	A6NNV3	21	unknown	background
P0CI25	137	A6NI03	12	unknown	background
P0CI26	137	A6NI03	12	unknown	background
P0CI31	7036	P0CI31	1	unknown	background
P0CJ68	7037	P0CJ68	1	unknown	background
P0CJ69	7038	P0CJ69	1	unknown	background
P0CJ70	7039	P0CJ70	1	unknown	background
P0CJ71	7040	P0CJ71	1	unknown	background
P0CJ72	7041	P0CJ72	1	unknown	background
P0CJ73	7042	P0CJ73	1	unknown	background
P0CJ74	7043	P0CJ74	1	unknown	background
P0CJ75	7044	P0CJ75	1	unknown	background
P0CJ76	7045	P0CJ76	1	unknown	background
P0CJ77	7046	P0CJ77	1	unknown	background
P0CJ78	7047	P0CJ78	1	unknown	background
P0CJ79	3	Q96IR2	176	unknown	background
P0CJ85	255	P0CJ85	8	unknown	background
P0CJ86	255	P0CJ85	8	unknown	background
P0CJ87	255	P0CJ85	8	unknown	background
P0CJ88	255	P0CJ85	8	unknown	background
P0CJ89	255	P0CJ85	8	unknown	background
P0CJ90	255	P0CJ85	8	unknown	background
P0CJ92	7048	P0CJ92	1	unknown	background
P0CK95	7049	P0CK95	1	unknown	background
P0CK96	7050	P0CK96	1	unknown	background
P0CK97	7051	P0CK97	1	unknown	background
P0CL80	7052	P0CL80	1	unknown	background
P0CL81	7053	P0CL81	1	unknown	background
P0CL82	810	P0CL82	4	unknown	background
P0CL83	1262	P0CL85	3	unknown	background
P0CL84	1262	P0CL85	3	unknown	background
P0CL85	1262	P0CL85	3	unknown	background
P0CV98	105	Q9H0U9	15	unknown	background
P0CV99	105	Q9H0U9	15	unknown	background
P0CW00	105	Q9H0U9	15	unknown	background
P0CW01	105	Q9H0U9	15	unknown	background
P0CW18	7054	P0CW18	1	unknown	background
P0CW19	2354	P0CW20	2	unknown	background
P0CW20	2354	P0CW20	2	unknown	background
P0CW21	7055	P0CW21	1	unknown	background
P0CW23	7056	P0CW23	1	unknown	background
P0CW24	183	P0CW24	10	unknown	background
P0CW27	7057	P0CW27	1	unknown	background
P0CZ25	7058	P0CZ25	1	unknown	background
P0DH78	7059	P0DH78	1	unknown	background
P0DI80	7060	P0DI80	1	unknown	background
P0DI81	2355	P0DI82	2	unknown	background
P0DI82	2355	P0DI82	2	unknown	background
P0DI83	7061	P0DI83	1	unknown	background
P0DJ07	7062	P0DJ07	1	human	mito
P0DJ93	7063	P0DJ93	1	unknown	background
P0DJD0	184	P0DJD1	10	unknown	background
P0DJD1	184	P0DJD1	10	unknown	background
P0DJD3	233	Q96E39	9	unknown	background
P0DJD4	233	Q96E39	9	unknown	background
P0DJD7	258	P14091	8	unknown	background
P0DJD8	258	P14091	8	unknown	background
P0DJD9	258	P14091	8	unknown	background
P0DJG4	7064	P0DJG4	1	unknown	background
P0DJH9	7065	P0DJH9	1	unknown	background
P0DJI8	1263	P0DJI9	3	unknown	background
P0DJI9	1263	P0DJI9	3	unknown	background
P0DJJ0	2358	P0DMP2	2	unknown	background
P0DJR0	7066	P0DJR0	1	unknown	background
P0DKB3	7067	P0DKB3	1	unknown	background
P0DKB5	2356	P0DKB5	2	unknown	background
P0DKB6	7068	P0DKB6	1	human	mito
P0DKL9	7069	P0DKL9	1	unknown	background
P0DKV0	7070	P0DKV0	1	unknown	background
P0DKX0	3	Q96IR2	176	unknown	background
P0DKX4	7071	P0DKX4	1	unknown	background
P0DL12	7072	P0DL12	1	unknown	background
P0DM35	1264	P0DM35	3	unknown	background
P0DM63	1107	F8WFD2	3	unknown	background
P0DM85	7073	P0DM85	1	unknown	background
P0DMB1	2357	P0DMB1	2	unknown	background
P0DMB2	7074	P0DMB2	1	unknown	background
P0DMC3	7075	P0DMC3	1	unknown	background
P0DMC5	7076	P0DMC5	1	unknown	background
P0DMC7	503	Q46791	6	unknown	background
P0DMC9	7077	P0DMC9	1	unknown	background
P0DME0	105	Q9H0U9	15	unknown	background
P0DML2	600	P0DML3	5	unknown	background
P0DML3	600	P0DML3	5	unknown	background
P0DMM9	160	O00204	11	unknown	background
P0DMN0	160	O00204	11	unknown	background
P0DMP1	7078	P0DMP1	1	unknown	background
P0DMP2	2358	P0DMP2	2	unknown	background
P0DMQ5	7079	P0DMQ5	1	unknown	background
P0DMQ9	7080	P0DMQ9	1	unknown	background
P0DMR1	415	Q86SE5	7	unknown	background
P0DMR2	3390	Q8TD33	2	unknown	background
P0DMR3	7081	P0DMR3	1	unknown	background
P0DMS8	811	P0DMS8	4	unknown	background
P0DMS9	7082	P0DMS9	1	unknown	background
P0DMT0	7083	P0DMT0	1	unknown	background
P0DMU2	1	Q8NGQ4	371	unknown	background
P0DMU3	7084	P0DMU3	1	unknown	background
P0DMU7	216	P0DMU7	9	unknown	background
P0DMU8	216	P0DMU7	9	unknown	background
P0DMU9	216	P0DMU7	9	unknown	background
P0DMV0	216	P0DMU7	9	unknown	background
P0DMV1	216	P0DMU7	9	unknown	background
P0DMV2	216	P0DMU7	9	unknown	background
P0DMV8	129	P11021	13	unknown	background
P0DMV9	129	P11021	13	unknown	background
P0DMW2	7085	P0DMW2	1	unknown	background
P0DMW3	7086	P0DMW3	1	unknown	background
P0DMW4	7087	P0DMW4	1	unknown	background
P0DMW5	7088	P0DMW5	1	unknown	background
P0DN25	2359	P0DN25	2	unknown	background
P0DN26	66	Q9H2H8	18	unknown	background
P0DN37	66	Q9H2H8	18	unknown	background
P0DN74	7089	P0DN74	1	unknown	background
P0DN77	465	P04000	6	unknown	background
P0DN78	465	P04000	6	unknown	background
P0DN80	1	Q8NGQ4	371	unknown	background
P0DN81	1	Q8NGQ4	371	unknown	background
P0DN82	1	Q8NGQ4	371	unknown	background
P0DN84	7090	P0DN84	1	unknown	background
P0DN86	378	P01222	7	unknown	background
P0DN87	378	P01222	7	unknown	background
P0DO92	7091	P0DO92	1	unknown	background
P0DO97	7092	P0DO97	1	unknown	background
P0DOY2	437	A0M8Q6	6	unknown	background
P0DOY3	437	A0M8Q6	6	unknown	background
P0DP01	6	P0DTE2	80	unknown	background
P0DP02	6	P0DTE2	80	unknown	background
P0DP03	6	P0DTE2	80	unknown	background
P0DP04	6	P0DTE2	80	unknown	background
P0DP06	6	P0DTE2	80	unknown	background
P0DP07	6	P0DTE2	80	unknown	background
P0DP08	6	P0DTE2	80	unknown	background
P0DP09	5	P01715	92	unknown	background
P0DP21	7093	P0DP21	1	unknown	background
P0DP22	631	P77768	5	unknown	background
P0DP23	84	P0DP23	16	unknown	background
P0DP24	84	P0DP23	16	unknown	background
P0DP25	84	P0DP23	16	unknown	background
P0DP42	7094	P0DP42	1	unknown	background
P0DP57	1265	P0DP57	3	unknown	background
P0DP58	1265	P0DP57	3	unknown	background
P0DP63	7095	P0DP63	1	unknown	background
P0DP64	1568	Q86X76	3	unknown	background
P0DP69	7096	P0DP69	1	unknown	background
P0DP70	7097	P0DP70	1	unknown	background
P0DP71	7098	P0DP71	1	unknown	background
P0DP72	7099	P0DP72	1	unknown	background
P0DP73	266	P81534	8	unknown	background
P0DP74	266	P81534	8	unknown	background
P0DP75	7100	P0DP75	1	unknown	background
P0DP89	812	P0DP89	4	unknown	background
P0DP91	936	Q6P3X8	4	unknown	background
P0DPA2	7101	P0DPA2	1	unknown	background
P0DPA3	7102	P0DPA3	1	unknown	background
P0DPB3	2360	P0DPB3	2	unknown	background
P0DPB5	7103	P0DPB5	1	unknown	background
P0DPB6	867	P52435	4	unknown	background
P0DPC4	7104	P0DPC4	1	unknown	background
P0DPC5	7105	P0DPC5	1	unknown	background
P0DPC6	7106	P0DPC6	1	unknown	background
P0DPC7	7107	P0DPC7	1	unknown	background
P0DPC8	2361	P0DPC9	2	unknown	background
P0DPC9	2361	P0DPC9	2	unknown	background
P0DPD0	3068	Q6BF87	2	unknown	background
P0DPD1	7108	P0DPD1	1	unknown	background
P0DPD5	2	A6NM28	207	unknown	background
P0DPD6	403	P78562	7	unknown	background
P0DPD7	7109	P0DPD7	1	unknown	background
P0DPD8	403	P78562	7	unknown	background
P0DPE3	7110	P0DPE3	1	unknown	background
P0DPF2	1969	B4DH59	2	unknown	background
P0DPF3	123	A0AAG2UXD8	13	unknown	background
P0DPF4	15	A0A0A6YYK6	44	unknown	background
P0DPF6	7111	P0DPF6	1	unknown	background
P0DPF7	13	A0A0K0K1B3	52	unknown	background
P0DPH7	49	Q9NRH3	21	unknown	background
P0DPH8	49	Q9NRH3	21	unknown	background
P0DPH9	7112	P0DPH9	1	unknown	background
P0DPI2	2271	P0ABU5	2	human	hsp60
P0DPI3	813	P0DPI3	4	unknown	background
P0DPK2	224	P49450	9	unknown	background
P0DPK3	946	Q7Z3S9	4	unknown	background
P0DPK4	946	Q7Z3S9	4	unknown	background
P0DPK5	224	P49450	9	unknown	background
P0DPM7	7113	P0DPM7	1	unknown	background
P0DPM8	7114	P0DPM8	1	unknown	background
P0DPM9	7115	P0DPM9	1	unknown	background
P0DPN0	7116	P0DPN0	1	unknown	background
P0DPN1	7117	P0DPN1	1	unknown	background
P0DPN2	7118	P0DPN2	1	unknown	background
P0DPN3	7119	P0DPN3	1	unknown	background
P0DPN4	7120	P0DPN4	1	unknown	background
P0DPN5	7121	P0DPN5	1	unknown	background
P0DPN6	7122	P0DPN6	1	unknown	background
P0DPN9	7123	P0DPN9	1	unknown	background
P0DPO0	7124	P0DPO0	1	unknown	background
P0DPO1	7125	P0DPO1	1	unknown	background
P0DPO2	7126	P0DPO2	1	unknown	background
P0DPO3	7127	P0DPO3	1	unknown	background
P0DPO4	2362	P0DPO8	2	unknown	background
P0DPO5	7128	P0DPO5	1	unknown	background
P0DPO7	7129	P0DPO7	1	unknown	background
P0DPO8	2362	P0DPO8	2	unknown	background
P0DPO9	7130	P0DPO9	1	unknown	background
P0DPP0	7131	P0DPP0	1	unknown	background
P0DPP1	7132	P0DPP1	1	unknown	background
P0DPP2	7133	P0DPP2	1	unknown	background
P0DPP3	7134	P0DPP3	1	unknown	background
P0DPP4	7135	P0DPP4	1	unknown	background
P0DPP5	7136	P0DPP5	1	unknown	background
P0DPP6	7137	P0DPP6	1	unknown	background
P0DPP7	7138	P0DPP7	1	unknown	background
P0DPP8	7139	P0DPP8	1	unknown	background
P0DPP9	7140	P0DPP9	1	unknown	background
P0DPQ3	7141	P0DPQ3	1	unknown	background
P0DPQ6	2363	P0DPQ6	2	unknown	background
P0DQD5	996	Q99463	4	unknown	background
P0DQD7	7142	P0DQD7	1	unknown	background
P0DQW0	1266	P0DQW0	3	unknown	background
P0DQW1	7143	P0DQW1	1	unknown	background
P0DSE4	7144	P0DSE4	1	unknown	background
P0DSE5	7145	P0DSE5	1	unknown	background
P0DSE7	7146	P0DSE7	1	unknown	background
P0DSE8	7147	P0DSE8	1	unknown	background
P0DSE9	7148	P0DSE9	1	unknown	background
P0DSF0	7149	P0DSF0	1	unknown	background
P0DSF2	7150	P0DSF2	1	unknown	background
P0DSF3	7151	P0DSF3	1	unknown	background
P0DSF4	7152	P0DSF4	1	unknown	background
P0DSF5	7153	P0DSF5	1	unknown	background
P0DSF8	7154	P0DSF8	1	unknown	background
P0DSG1	7155	P0DSG1	1	unknown	background
P0DSG2	7156	P0DSG2	1	unknown	background
P0DSG3	7157	P0DSG3	1	unknown	background
P0DSG4	7158	P0DSG4	1	unknown	background
P0DSG5	7159	P0DSG5	1	unknown	background
P0DSG8	7160	P0DSG8	1	unknown	background
P0DSG9	7161	P0DSG9	1	unknown	background
P0DSH0	7162	P0DSH0	1	unknown	background
P0DSH1	7163	P0DSH1	1	unknown	background
P0DSH3	7164	P0DSH3	1	unknown	background
P0DSH4	7165	P0DSH4	1	unknown	background
P0DSH5	7166	P0DSH5	1	unknown	background
P0DSH6	7167	P0DSH6	1	unknown	background
P0DSH7	7168	P0DSH7	1	unknown	background
P0DSH8	7169	P0DSH8	1	unknown	background
P0DSH9	7170	P0DSH9	1	unknown	background
P0DSI0	7171	P0DSI0	1	unknown	background
P0DSN6	62	P59541	19	unknown	background
P0DSN7	5	P01715	92	unknown	background
P0DSO1	7172	P0DSO1	1	unknown	background
P0DSO2	716	A0A286YF46	4	unknown	background
P0DSO3	7173	P0DSO3	1	unknown	background
P0DTA3	44	A6NNV3	21	unknown	background
P0DTE0	62	P59541	19	unknown	background
P0DTE1	6	P0DTE2	80	unknown	background
P0DTE2	6	P0DTE2	80	unknown	background
P0DTE4	42	Q6NUS8	22	unknown	background
P0DTE5	42	Q6NUS8	22	unknown	background
P0DTE7	609	P19961	5	unknown	background
P0DTE8	609	P19961	5	unknown	background
P0DTF9	7174	P0DTF9	1	unknown	background
P0DTL4	2364	P0DTL4	2	unknown	background
P0DTL5	7175	P0DTL5	1	unknown	background
P0DTL6	7176	P0DTL6	1	unknown	background
P0DTT0	7177	P0DTT0	1	ecoli	groel
P0DTU3	2145	P01848	2	unknown	background
P0DTU4	1192	P01850	3	unknown	background
P0DTV7	7178	P0DTV7	1	unknown	background
P0DTW1	810	P0CL82	4	unknown	background
P0DTW3	6	P0DTE2	80	unknown	background
P0DUB6	609	P19961	5	unknown	background
P0DUD1	44	A6NNV3	21	unknown	background
P0DUD2	44	A6NNV3	21	unknown	background
P0DUD3	44	A6NNV3	21	unknown	background
P0DUD4	44	A6NNV3	21	unknown	background
P0DUH7	7179	P0DUH7	1	unknown	background
P0DUM3	7180	P0DUM3	1	unknown	background
P0DUQ1	33	Q5VWM6	24	unknown	background
P0DUQ2	33	Q5VWM6	24	unknown	background
P0DUW1	7181	P0DUW1	1	unknown	background
P0DUW2	7182	P0DUW2	1	unknown	background
P0DUW3	7183	P0DUW3	1	unknown	background
P0DUW4	7184	P0DUW4	1	unknown	background
P0DUX0	44	A6NNV3	21	unknown	background
P0DUX1	44	A6NNV3	21	unknown	background
