uniprot_accession	domain_index	domain_start	domain_end	domain_length	cath_superfamily	domain_frac_helix	domain_frac_strand	domain_frac_coil	domain_mean_plddt	domain_min_plddt	domain_frac_plddt_gt70	domain_frac_plddt_gt90
Q5JRX3	2	294	528	235	3.30.830.10	0.5149	0.1787	0.3064	95.84	58.97	0.983	0.9234
Q5JRX3	3	547	1023	477	3.30.830.10	0.4361	0.2096	0.3543	95.22	28.84	0.9686	0.9476
Q5JRX3	4	568	850	283	3.30.830.10	0.4099	0.2261	0.364	93.67	28.84	0.947	0.9117
Q5JTJ3	1	38	114	77	1.10.10.140	0.6623	0.0	0.3377	88.01	52.97	0.8701	0.7532
Q5JTZ9	1	544	620	77	2.40.30.130	0.0	0.6234	0.3766	89.43	76.25	1.0	0.5065
Q5JTZ9	2	876	980	105	3.10.310.40	0.419	0.2857	0.2952	91.75	66.69	0.9905	0.7619
Q5JTZ9	3	37	281	245	3.30.930.10	0.2735	0.3102	0.4163	92.17	63.53	0.9796	0.7429
Q5JTZ9	4	621	792	172	3.30.980.10	0.3953	0.2849	0.3198	92.02	63.59	0.9826	0.6919
Q5ST30	1	701	923	223	1.10.730.10	0.6861	0.0135	0.3004	92.71	55.88	0.9776	0.7534
Q5ST30	2	102	298	197	3.40.50.620	0.5228	0.1777	0.2995	94.93	80.12	1.0	0.9036
Q5ST30	3	437	659	223	3.40.50.620	0.3677	0.2646	0.3677	93.68	43.5	0.9686	0.852
Q5ST30	4	317	356	40	3.90.740.10	0.15	0.45	0.4	95.92	82.5	1.0	0.95
Q5ST30	5	357	428	72	3.90.740.10	0.2222	0.2222	0.5556	95.17	86.12	1.0	0.9722
Q5SVS4	1	7	290	284	1.50.40.10	0.7746	0.007	0.2183	81.08	49.19	0.8592	0.0669
Q5T160	1	457	578	122	1.10.730.10	0.7131	0.0	0.2869	91.78	55.19	0.9508	0.7869
Q5T160	2	4	113	110	3.30.1360.70	0.4727	0.1818	0.3455	85.75	50.53	0.8727	0.5545
Q5T160	3	122	455	334	3.40.50.620	0.5749	0.1467	0.2784	89.63	56.78	0.9401	0.6228
Q5T1C6	1	31	240	210	3.10.129.10	0.2667	0.3381	0.3952	90.68	32.16	0.881	0.7714
Q5T2R2	1	88	415	328	1.10.600.10	0.7256	0.0122	0.2622	91.77	31.0	0.9451	0.7988
Q5T440	1	43	348	306	3.30.1360.120	0.1993	0.3366	0.4641	92.25	45.41	0.9412	0.8072
Q5T653	1	167	247	81	2.30.30.30	0.0	0.4074	0.5926	97.09	93.5	1.0	1.0
Q5T653	2	61	166	106	2.40.50.140	0.0	0.3396	0.6604	94.46	59.28	0.9906	0.8868
Q5T9A4	1	308	494	187	3.40.50.300	0.492	0.1551	0.3529	87.78	57.12	0.9412	0.5027
Q5TEU4	1	50	247	198	3.40.50.150	0.3889	0.2879	0.3232	94.83	72.06	1.0	0.9444
Q5THJ4	1	2625	2681	57	1.10.8.10							
Q5VTE6	1	127	544	418	3.60.10.10	0.2033	0.2751	0.5215	87.07	30.38	0.8254	0.7679
Q5VWZ2	1	1	237	237	3.40.50.1820	0.3586	0.1899	0.4515	95.54	33.75	0.9494	0.9409
Q68CK6	1	464	569	106	3.30.300.30	0.3396	0.3113	0.3491	92.1	57.03	0.9811	0.7264
Q68CK6	2	34	463	430	3.40.50.12780	0.307	0.2605	0.4326	96.39	59.0	0.9907	0.9372
Q6DKK2	1	163	378	216	1.25.40.10	0.7778	0.0	0.2222	94.96	41.59	0.9722	0.9491
Q6IAN0	1	44	323	280	3.40.50.720	0.5393	0.1571	0.3036	95.96	61.34	0.9893	0.95
Q6IB77	1	161	279	119	3.40.630.30	0.4202	0.1681	0.4118	96.76	91.44	1.0	1.0
Q6IN84	1	44	125	82	3.30.1330.30	0.3293	0.2073	0.4634	90.3	30.73	0.9146	0.8415
Q6IN84	2	136	322	187	3.40.1280.10	0.3262	0.1765	0.4973	88.89	45.75	0.8556	0.738
Q6J4K2	1	135	258	124	1.20.1420.30	0.879	0.0323	0.0887	90.12	68.06	0.9919	0.6129
Q6J4K2	2	336	573	238	1.20.1420.30	0.7689	0.0336	0.1975	88.03	59.53	0.9454	0.5588
Q6JQN1	1	56	128	73	1.10.150.240	0.6986	0.0	0.3014	88.43	81.31	1.0	0.2877
Q6JQN1	2	657	789	133	1.10.540.10	0.6165	0.0226	0.3609	96.08	86.94	1.0	0.9323
Q6JQN1	3	905	1058	154	1.20.140.10	0.8182	0.026	0.1558	94.34	41.56	0.987	0.8636
Q6JQN1	4	790	904	115	2.40.110.10	0.0783	0.513	0.4087	96.61	88.25	1.0	0.9739
Q6JQN1	5	265	366	102	3.30.200.20	0.2451	0.2745	0.4804	86.86	57.88	0.8824	0.5392
Q6JQN1	6	44	242	199	3.40.50.1000	0.5126	0.1357	0.3518	90.53	73.62	1.0	0.5528
Q6JQN1	7	368	600	233	3.90.1200.10	0.5322	0.0601	0.4077	90.7	51.47	0.9571	0.7039
Q6KCM7	1	26	93	68	1.10.238.10	0.6471	0.0882	0.2647	62.98	49.59	0.1765	0.0
Q6KCM7	2	94	168	75	1.10.238.10	0.56	0.0533	0.3867	63.18	29.58	0.4667	0.04
Q6KCM7	3	180	465	286	1.50.40.10	0.8007	0.0	0.1993	83.11	45.47	0.8601	0.4126
Q6L8Q7	1	279	609	331	3.60.10.10	0.3444	0.2931	0.3625	98.05	86.75	1.0	0.994
Q6NUK1	1	22	99	78	1.10.238.10	0.6538	0.0513	0.2949	84.19	52.06	0.8974	0.2179
Q6NUK1	2	102	176	75	1.10.238.10	0.5333	0.0533	0.4133	78.58	35.88	0.8	0.2267
Q6NUK1	3	187	473	287	1.50.40.10	0.8118	0.0	0.1882	85.91	51.38	0.9059	0.4634
Q6NUN0	1	473	577	105	3.30.300.30	0.3524	0.3143	0.3333	86.16	52.31	0.8857	0.4952
Q6NUN0	2	44	472	429	3.40.50.12780	0.31	0.2448	0.4452	94.26	53.59	0.9883	0.8531
Q6NVY1	1	31	386	356	3.90.226.10	0.5225	0.118	0.3596	97.2	31.86	0.9888	0.9663
Q6P087	1	77	331	255	3.30.2350.10	0.2392	0.3647	0.3961	94.68	70.81	1.0	0.8784
Q6P1L8	1	31	145	115	2.40.150.20	0.1391	0.3043	0.5565	94.24	73.0	1.0	0.9565
Q6P1S2	1	102	227	126	2.40.50.90	0.4206	0.2619	0.3175	79.71	52.91	0.7698	0.1825
Q6P4F2	1	64	178	115	3.10.20.30	0.1826	0.2261	0.5913	90.64	56.78	0.9304	0.8
Q6P4H8	1	67	215	149	3.40.50.150	0.3691	0.2282	0.4027	94.11	63.56	0.9866	0.8859
Q6P587	1	1	221	221	3.90.850.10	0.2398	0.3575	0.4027	95.97	47.19	0.9864	0.9095
Q6PI48	1	40	155	116	2.40.50.140	0.1293	0.3793	0.4914	93.9	49.53	0.9741	0.8707
Q6PI48	2	320	471	152	3.30.1360.30	0.4605	0.1776	0.3618	90.62	57.84	0.9408	0.6908
Q6PI48	3	186	625	440	3.30.930.10	0.3727	0.225	0.4023	93.58	57.84	0.975	0.8318
Q6PIV7	1	6	303	298	1.50.40.10	0.7718	0.0067	0.2215	85.41	52.66	0.9765	0.2785
Q6PML9	1	237	449	213	1.20.1510.10	0.8404	0.0094	0.1502	88.74	57.16	0.9531	0.5587
Q6PML9	2	105	195	91	3.90.530.10	0.3956	0.1209	0.4835	77.04	30.31	0.6593	0.3626
Q6Q0C1	1	1	95	95	1.50.40.10	0.7895	0.0	0.2105	86.57	55.41	0.9579	0.3789
Q6Q0C1	2	96	306	211	1.50.40.10	0.7678	0.0	0.2322	83.69	43.69	0.9052	0.2938
Q6UB28	1	52	333	282	3.90.230.10	0.2837	0.266	0.4504	97.78	85.69	1.0	0.9858
Q6UB35	1	511	574	64	1.10.8.770	0.4688	0.0469	0.4844	94.29	89.62	1.0	0.9844
Q6UB35	2	864	953	90	3.10.410.10	0.2778	0.2444	0.4778	95.47	77.31	1.0	0.9444
Q6UB35	3	77	200	124	3.40.50.10860	0.4677	0.1774	0.3548	90.2	68.38	0.9758	0.6694
Q6UB35	4	358	510	153	3.40.50.300	0.4575	0.1569	0.3856	93.97	65.94	0.9869	0.8562
Q6UB35	5	615	863	249	3.40.50.300	0.4418	0.1767	0.3815	96.38	72.19	1.0	0.9398
Q6UB35	6	201	298	98	3.40.50.720	0.3571	0.1837	0.4592	84.91	23.64	0.9184	0.4592
Q6UXN7	1	57	150	94	1.20.960.10	0.8404	0.0	0.1596	80.0	48.72	0.7128	0.3191
Q6YFQ2	1	10	88	79	1.10.10.140	0.5696	0.0	0.4304	93.68	56.19	0.9494	0.9114
Q6YN16	1	304	418	115	3.30.1050.10	0.4087	0.2348	0.3565	87.03	38.25	0.9304	0.4783
Q6YN16	2	1	275	275	3.40.50.720	0.4255	0.1491	0.4255	96.36	73.94	1.0	0.92
Q6YP21	1	79	334	256	3.40.640.10	0.4336	0.1719	0.3945	98.05	77.5	1.0	0.9766
Q6YP21	2	53	445	393	3.90.1150.10	0.4351	0.1654	0.3995	96.69	77.5	1.0	0.9186
Q6ZT89	1	8	308	301	1.50.40.10	0.7807	0.0	0.2193	76.0	34.03	0.7542	0.01
Q709F0	1	374	501	128	1.10.540.10	0.6719	0.0078	0.3203	96.31	80.25	1.0	0.9531
Q709F0	2	619	780	162	1.20.140.10	0.8457	0.0247	0.1296	95.64	56.09	0.9877	0.8765
Q709F0	3	502	618	117	2.40.110.10	0.1026	0.4957	0.4017	97.43	88.56	1.0	0.9487
Q709F0	4	19	124	106	3.30.200.20	0.2264	0.2642	0.5094	88.57	60.31	0.9245	0.6509
Q709F0	5	125	359	235	3.90.1200.10	0.5362	0.0596	0.4043	87.02	37.75	0.9106	0.5489
Q70CQ3	1	55	503	449	3.90.70.10	0.2183	0.2272	0.5546	78.63	26.62	0.6971	0.5724
Q70HW3	1	6	272	267	1.50.40.10	0.8202	0.0	0.1798	88.68	63.41	0.985	0.4869
Q7KZF4	1	701	793	93	2.30.30.140	0.2473	0.3118	0.4409	94.32	79.44	1.0	0.914
Q7KZF4	2	15	183	169	2.40.50.90	0.2426	0.2485	0.5089	90.73	50.34	0.9527	0.7337
Q7KZF4	3	184	339	156	2.40.50.90	0.3013	0.3333	0.3654	94.41	82.31	1.0	0.8462
Q7KZF4	4	340	504	165	2.40.50.90	0.2485	0.2909	0.4606	89.75	43.88	0.9212	0.7091
Q7KZF4	5	505	658	154	2.40.50.90	0.3571	0.3506	0.2922	93.01	63.31	0.9935	0.8377
Q7KZF4	6	685	896	212	2.40.50.90	0.316	0.3019	0.3821	93.97	73.69	1.0	0.8821
Q7L0Y3	1	191	380	190	3.40.1280.30	0.4895	0.1526	0.3579	95.22	71.88	1.0	0.9474
Q7L2E3	1	830	932	103	1.20.120.1080	0.5922	0.0291	0.3786	91.82	56.47	0.9612	0.767
Q7L2E3	2	52	145	94	3.30.160.20	0.4362	0.2234	0.3404	82.4	60.0	0.8936	0.2234
Q7L2E3	3	244	335	92	3.30.160.20	0.4674	0.2391	0.2935	85.6	60.06	0.9565	0.2609
Q7L2E3	4	408	611	204	3.40.50.300	0.5245	0.1961	0.2794	92.23	68.31	0.9853	0.7598
Q7L2E3	5	634	805	172	3.40.50.300	0.4012	0.2558	0.343	84.78	41.91	0.8779	0.4709
Q7L311	1	377	632	256	1.25.10.10	0.7422	0.0078	0.25	94.71	35.84	0.9805	0.9102
Q7L3T8	1	59	357	299	3.30.930.10	0.3177	0.3211	0.3612	93.67	41.22	0.9732	0.8328
Q7L3T8	2	358	474	117	3.40.50.800	0.3761	0.1966	0.4274	95.57	87.62	1.0	0.9915
Q7L592	1	31	425	395	3.40.50.12710	0.3696	0.2481	0.3823	90.61	29.38	0.9241	0.7823
Q7Z3D6	1	125	237	113	3.30.2040.10	0.3363	0.2655	0.3982	87.21	47.22	0.9204	0.5133
Q7Z3D6	2	26	256	231	3.40.1640.10	0.2511	0.2987	0.4502	80.93	22.69	0.8009	0.3983
Q7Z3D6	3	297	615	319	3.90.1640.20	0.442	0.1536	0.4044	95.73	60.0	0.9875	0.9404
Q7Z434	1	1	94	94	1.10.533.10	0.7872	0.0	0.2128	95.72	74.69	1.0	0.9787
Q7Z4L0	1	29	71	43	4.10.81.10	0.6744	0.0	0.3256	91.47	56.38	0.9302	0.7209
Q7Z4W1	1	1	244	244	3.40.50.720	0.5	0.168	0.332	96.26	52.25	0.9918	0.9221
Q7Z6M4	1	75	320	246	1.25.70.10	0.6951	0.0	0.3049	93.25	31.61	0.9593	0.8943
Q7Z7F7	1	34	78	45	6.20.130.20	0.0889	0.3333	0.5778	93.62	87.19	1.0	0.8
Q7Z7H8	1	30	197	168	3.30.70.1730	0.4524	0.1488	0.3988	88.77	64.69	0.9762	0.5298
Q86SX6	1	44	146	103	3.40.30.10	0.466	0.1845	0.3495	96.71	91.0	1.0	1.0
Q86TW2	1	153	381	229	1.10.510.10	0.4891	0.2271	0.2838	92.75	70.44	1.0	0.7817
Q86U28	1	49	154	106	2.60.300.12	0.1604	0.4245	0.4151	88.76	62.72	0.9906	0.5755
Q86U90	1	58	266	209	3.90.870.10	0.3541	0.2057	0.4402	93.36	51.03	0.9617	0.8421
Q86UT6	1	76	300	225	3.40.50.300	0.3911	0.1289	0.48	84.92	33.28	0.8978	0.4978
Q86UT6	2	699	923	225	3.80.10.10	0.4444	0.1156	0.44	88.0	49.69	0.9022	0.6
Q86UY8	1	245	440	196	3.40.50.1000	0.5561	0.1531	0.2908	93.77	76.44	1.0	0.8622
Q86VD7	1	26	316	291	1.50.40.10	0.8385	0.0	0.1615	93.69	76.69	1.0	0.8522
Q86VU5	1	34	262	229	3.40.50.150	0.4498	0.1921	0.3581	95.38	34.28	0.9563	0.9476
Q86WA6	1	38	290	253	3.40.50.1820	0.4585	0.2095	0.332	98.46	87.56	1.0	0.996
Q86WU2	1	467	507	41	1.10.45.10	0.561	0.0244	0.4146	96.67	87.62	1.0	0.9756
Q86WU2	2	7	119	113	3.30.43.10	0.3363	0.115	0.5487	86.27	30.77	0.823	0.8053
Q86WU2	3	121	266	146	3.30.465.10	0.2123	0.226	0.5616	84.66	28.88	0.8151	0.7397
Q86WU2	4	267	377	111	3.30.70.2190	0.5225	0.2613	0.2162	95.54	87.12	1.0	0.964
Q86WU2	5	385	466	82	3.30.70.2740	0.5	0.2805	0.2195	95.96	86.25	1.0	0.9878
Q86X67	1	197	349	153	3.90.79.10	0.2484	0.3268	0.4248	91.19	43.41	0.915	0.7843
Q86X67	2	28	196	169	3.90.79.20	0.4024	0.2308	0.3669	92.28	49.47	0.9467	0.8225
Q86X76	1	49	319	271	3.60.110.10	0.3432	0.2915	0.3653	96.99	74.38	1.0	0.9668
Q86XE3	1	131	372	242	1.10.238.10	0.5744	0.0579	0.3678	81.46	27.52	0.7397	0.5
Q86XE3	2	378	506	129	1.10.238.10	0.6202	0.062	0.3178	86.74	56.88	0.9612	0.4031
Q86XE5	1	24	327	304	3.20.20.70	0.5	0.125	0.375	96.83	29.61	0.9737	0.9671
Q86Y79	1	27	209	183	3.40.50.1470	0.4317	0.2459	0.3224	96.26	65.62	0.9945	0.9563
Q86YB7	1	233	292	60	1.10.12.10	0.6833	0.0	0.3167	98.03	94.69	1.0	1.0
Q86YB7	2	24	232	209	3.90.226.10	0.4545	0.2057	0.3397	97.24	34.06	0.9856	0.9809
Q86YH6	1	57	397	341	1.10.600.10	0.7038	0.0235	0.2727	87.71	41.5	0.8739	0.6305
Q8IUA7	1	474	745	272	3.40.50.300	0.3676	0.2941	0.3382	82.91	54.03	0.9265	0.1544
Q8IUA7	2	1275	1540	266	3.40.50.300	0.3647	0.2632	0.3722	81.33	33.53	0.891	0.1353
Q8IVH4	1	352	418	67	1.10.287.130	0.8358	0.0	0.1642	92.29	46.94	0.9701	0.8209
Q8IVH4	2	70	135	66	1.20.5.170	0.8333	0.0	0.1667	88.93	39.56	0.8939	0.7727
Q8IVH4	3	136	351	216	3.40.50.300	0.4259	0.1667	0.4074	86.3	40.94	0.838	0.6065
Q8IVS2	1	189	265	77	3.30.70.250	0.3506	0.3377	0.3117	98.51	94.75	1.0	1.0
Q8IVS2	2	65	355	291	3.40.366.10	0.4983	0.1546	0.3471	97.45	76.38	1.0	0.9794
Q8IVS8	1	306	523	218	3.40.1480.10	0.4404	0.2202	0.3394	94.19	51.66	0.9771	0.867
Q8IVS8	2	51	305	255	3.40.50.10180	0.4235	0.1922	0.3843	93.48	39.78	0.9569	0.8863
Q8IW45	1	50	345	296	3.40.1190.20	0.5169	0.125	0.3581	95.48	62.25	0.9831	0.902
Q8IWA4	1	674	734	61	1.20.5.110	0.9836	0.0	0.0164	90.27	84.31	1.0	0.6066
Q8IWA4	2	78	311	234	3.40.50.300	0.3761	0.2179	0.406	87.33	60.91	0.9658	0.4744
Q8IWL3	1	29	143	115	1.10.287.110	0.4783	0.0348	0.487	88.37	35.16	0.8783	0.7826
Q8IWL3	2	150	235	86	1.20.1280.20	0.8256	0.0	0.1744	89.73	55.31	0.9302	0.8256
Q8IWW8	1	233	463	231	1.20.1090.10	0.6537	0.0173	0.329	95.9	82.06	1.0	0.9437
Q8IWW8	2	38	232	195	3.40.50.1970	0.359	0.2051	0.4359	95.21	43.66	0.9795	0.8974
Q8IXI1	1	176	280	105	1.10.238.10	0.6	0.0952	0.3048	95.65	87.25	1.0	0.9619
Q8IXI1	2	282	473	192	1.10.238.10	0.4115	0.1927	0.3958	92.28	46.72	0.9479	0.8125
Q8IXI1	3	3	170	168	3.40.50.300	0.381	0.2083	0.4107	92.17	52.66	0.9643	0.8512
Q8IXI1	4	477	575	99	3.40.50.300	0.3333	0.1515	0.5152	84.84	42.31	0.8586	0.5657
Q8IXI2	1	179	280	102	1.10.238.10	0.6176	0.098	0.2843	94.84	82.62	1.0	0.9216
Q8IXI2	2	282	476	195	1.10.238.10	0.441	0.1846	0.3744	96.15	84.31	1.0	0.9333
Q8IXI2	3	1	178	178	3.40.50.300	0.3652	0.2079	0.427	92.69	67.38	0.9775	0.8034
Q8IXI2	4	477	578	102	3.40.50.300	0.3431	0.1569	0.5	95.49	86.69	1.0	0.951
Q8IXL7	1	37	179	143	2.170.150.20	0.1748	0.2797	0.5455	94.25	36.03	0.9371	0.9231
Q8IXQ9	1	82	251	170	3.40.50.150	0.4412	0.1941	0.3647	95.94	77.44	1.0	0.9118
Q8IYB8	1	46	174	129	1.10.1740.140	0.5891	0.0	0.4109	85.43	23.45	0.8837	0.6822
Q8IYB8	2	181	575	395	1.20.272.40	0.3949	0.2228	0.3823	94.18	55.53	0.9823	0.8835
Q8IYB8	3	577	689	113	1.20.58.1080	0.6637	0.0	0.3363	93.31	51.0	0.9558	0.8407
Q8IYB8	4	188	346	159	3.40.50.300	0.4025	0.2642	0.3333	96.68	83.06	1.0	0.9623
Q8IYB8	5	347	502	156	3.40.50.300	0.3333	0.2436	0.4231	90.87	55.53	0.9551	0.7436
Q8IYQ7	1	329	685	357	3.40.50.1100	0.4846	0.1933	0.3221	94.64	58.19	0.9916	0.8683
Q8IYQ7	2	347	471	125	3.40.50.1100	0.48	0.216	0.304	91.96	77.56	1.0	0.712
Q8IYQ7	3	54	228	175	3.40.50.300	0.5771	0.1257	0.2971	90.37	63.47	0.9486	0.6629
Q8IYQ7	4	229	323	95	3.90.1380.10	0.3789	0.0737	0.5474	90.33	44.09	0.9158	0.8
Q8IYU8	1	85	270	186	1.10.238.10	0.5645	0.0753	0.3602	81.56	28.89	0.8065	0.4409
Q8IYU8	2	276	429	154	1.10.238.10	0.6688	0.026	0.3052	86.13	47.62	0.9351	0.4481
Q8N0U4	1	68	242	175	2.160.20.120	0.0171	0.6057	0.3771	88.54	47.25	0.9429	0.5886
Q8N0V3	1	79	184	106	3.30.300.20	0.5	0.1509	0.3491	87.69	49.5	0.9245	0.6132
Q8N0X4	1	33	340	308	3.20.20.60	0.4968	0.1558	0.3474	95.24	25.3	0.9773	0.8994
Q8N0Z8	1	12	125	114	3.30.70.580	0.1842	0.2982	0.5175	95.17	59.78	0.9649	0.9211
Q8N0Z8	2	126	282	157	3.30.70.660	0.293	0.2803	0.4268	95.64	79.31	1.0	0.9045
Q8N159	1	96	377	282	3.40.1160.10	0.4326	0.2021	0.3652	88.67	38.34	0.961	0.5922
Q8N159	2	378	534	157	3.40.630.30	0.3376	0.2866	0.3758	90.32	32.38	0.9236	0.7962
Q8N1Q8	1	52	247	196	3.10.129.10	0.2347	0.3265	0.4388	91.86	36.66	0.898	0.8163
Q8N2A8	1	32	212	181	3.30.870.10	0.3204	0.2099	0.4696	92.55	45.31	0.9448	0.779
Q8N2F6	1	88	181	94	1.25.10.10	0.7766	0.0	0.2234	95.2	39.16	0.9681	0.9468
Q8N2F6	2	182	343	162	1.25.10.10	0.7593	0.0123	0.2284	93.37	52.78	0.9506	0.8765
Q8N3J5	1	88	359	272	3.60.40.10	0.3162	0.2868	0.3971	95.37	49.31	0.9779	0.9191
Q8N3Z0	1	135	299	165	2.40.10.10	0.1333	0.2727	0.5939	76.16	33.72	0.6424	0.5455
Q8N413	1	2	287	286	1.50.40.10	0.7797	0.0	0.2203	80.39	52.56	0.9021	0.007
Q8N442	1	249	347	99	2.40.30.10	0.0303	0.5253	0.4444	87.41	70.06	1.0	0.4444
Q8N442	2	430	548	119	3.30.70.240	0.3193	0.4454	0.2353	87.59	69.31	0.9916	0.4622
Q8N442	3	550	624	75	3.30.70.2570	0.28	0.3867	0.3333	88.35	74.69	1.0	0.4267
Q8N442	4	348	429	82	3.30.70.870	0.3902	0.3049	0.3049	85.19	62.84	0.9512	0.2317
Q8N442	5	65	248	184	3.40.50.300	0.3804	0.2446	0.375	86.73	53.56	0.9511	0.413
Q8N465	1	477	516	40	1.10.45.10	0.425	0.025	0.55	98.35	96.81	1.0	1.0
Q8N465	2	54	152	99	3.30.43.10	0.2828	0.1414	0.5758	98.25	91.81	1.0	1.0
Q8N465	3	154	275	122	3.30.465.10	0.2213	0.2705	0.5082	98.5	89.81	1.0	0.9918
Q8N465	4	276	395	120	3.30.70.2190	0.5417	0.2583	0.2	97.9	92.06	1.0	1.0
Q8N465	5	397	476	80	3.30.70.2740	0.425	0.3125	0.2625	97.99	94.12	1.0	1.0
Q8N490	1	119	385	267	3.60.15.10	0.3446	0.2509	0.4045	94.0	39.69	0.9438	0.8989
Q8N4E7	1	61	242	182	1.20.1260.10	0.7143	0.0	0.2857	95.94	41.66	0.9615	0.9341
Q8N4Q0	1	152	330	179	3.40.50.720	0.486	0.1899	0.324	98.63	97.56	1.0	1.0
Q8N4Q0	2	38	368	331	3.90.180.10	0.3414	0.2598	0.3988	98.44	94.19	1.0	1.0
Q8N4Q1	1	32	110	79	1.10.287.2900	0.3544	0.0253	0.6203	86.18	55.47	0.8481	0.5063
Q8N4T8	1	1	237	237	3.40.50.720	0.5021	0.173	0.3249	96.8	55.16	0.9916	0.9789
Q8N573	1	89	154	66	3.10.350.10	0.2273	0.1515	0.6212	80.6	33.19	0.8182	0.4848
Q8N5M1	1	106	277	172	1.10.3580.10	0.7209	0.0116	0.2674	96.23	83.69	1.0	0.9593
Q8N5M1	2	42	103	62	3.30.2180.10	0.2097	0.3226	0.4677	92.89	60.62	0.9677	0.8548
Q8N5S1	1	85	368	284	1.50.40.10	0.8134	0.0	0.1866	83.12	43.91	0.8803	0.2606
Q8N5Z0	1	1	425	425	3.40.640.10	0.4588	0.1553	0.3859	97.32	75.38	1.0	0.9459
Q8N8R3	1	1	281	281	1.50.40.10	0.7972	0.0	0.2028	84.74	38.88	0.9609	0.153
Q8N983	1	1	158	158	3.40.30.10	0.2152	0.1835	0.6013	94.5	41.16	0.9557	0.9177
Q8N9F0	1	144	276	133	3.40.630.30	0.4361	0.3008	0.2632	95.87	82.19	1.0	0.9173
Q8NBN7	1	32	321	290	3.40.50.720	0.4966	0.1483	0.3552	91.92	39.97	0.9034	0.8345
Q8NBU5	1	260	341	82	1.10.8.60	0.5976	0.0244	0.378	91.16	46.06	0.9146	0.8171
Q8NBU5	2	87	348	262	3.40.50.300	0.542	0.1107	0.3473	88.14	46.06	0.9237	0.6183
Q8NC60	1	199	401	203	3.40.50.300	0.3448	0.1823	0.4729	81.68	27.02	0.8571	0.4236
Q8NCN5	1	764	853	90	2.40.30.110	0.0556	0.5444	0.4	94.93	82.31	1.0	0.9444
Q8NCN5	2	457	729	273	3.30.1360.120	0.3114	0.3223	0.3663	94.18	75.31	1.0	0.8755
Q8NCN5	3	529	755	227	3.30.70.1400	0.2952	0.3084	0.3965	94.49	79.94	1.0	0.8855
Q8NCN5	4	124	362	239	3.30.9.10	0.2678	0.3264	0.4059	94.64	59.72	0.9791	0.9079
Q8NCN5	5	45	421	377	3.50.50.60	0.3316	0.2653	0.4032	95.22	59.72	0.9867	0.9257
Q8NCW5	1	56	288	233	3.40.50.10260	0.3777	0.1717	0.4506	97.75	82.94	1.0	0.9742
Q8NE22	1	127	298	172	2.170.270.10	0.1744	0.3488	0.4767	93.47	65.56	0.9826	0.8198
Q8NE62	1	86	510	425	3.30.560.10	0.3106	0.2776	0.4118	96.72	78.94	1.0	0.9529
Q8NE62	2	43	565	523	3.50.50.60	0.2945	0.262	0.4436	96.94	78.94	1.0	0.9618
Q8NFF5	1	353	587	235	3.40.50.620	0.434	0.1404	0.4255	94.34	73.88	1.0	0.8553
Q8NFF5	2	109	273	165	3.40.980.10	0.3636	0.2364	0.4	94.66	62.97	0.9818	0.8364
Q8NFU3	1	5	115	111	3.40.250.10	0.4234	0.1441	0.4324	94.89	52.81	0.991	0.955
Q8NFV4	1	51	305	255	3.40.50.1820	0.4431	0.1725	0.3843	95.99	61.03	0.9843	0.9686
Q8NI37	1	55	297	243	3.60.40.10	0.3292	0.2922	0.3786	96.35	59.56	0.9959	0.9424
Q8TAA5	1	162	224	63	2.30.22.10	0.0	0.5556	0.4444	89.33	49.34	0.9524	0.6984
Q8TAA5	2	45	159	115	3.90.20.20	0.8435	0.0	0.1565	85.28	32.72	0.8348	0.6261
Q8TAE8	1	25	152	128	6.10.280.120	0.7344	0.0	0.2656	96.13	81.0	1.0	0.9688
Q8TB22	1	239	408	170	1.50.10.10	0.4941	0.1059	0.4	96.53	86.12	1.0	0.9765
Q8TB22	2	489	697	209	1.50.10.10	0.6172	0.0766	0.3062	95.27	61.88	0.9856	0.9043
Q8TB22	3	61	229	169	3.40.30.10	0.5325	0.142	0.3254	92.98	72.56	1.0	0.8047
Q8TB36	1	182	302	121	1.20.1050.10	0.7438	0.0	0.2562	94.59	76.81	1.0	0.8678
Q8TB36	2	22	130	109	3.40.30.10	0.4312	0.1651	0.4037	95.8	53.75	0.9908	0.945
Q8TB37	1	62	316	255	3.40.50.300	0.3804	0.2039	0.4157	94.64	70.12	1.0	0.8667
Q8TBP6	1	11	334	324	1.50.40.10	0.7531	0.0309	0.216	79.78	34.53	0.787	0.3549
Q8TCC3	1	68	120	53	3.30.1390.20	0.3396	0.2453	0.4151	96.74	94.75	1.0	1.0
Q8TCG5	1	171	758	588	3.30.559.10	0.4575	0.1599	0.3827	95.32	71.5	1.0	0.9014
Q8TCG5	2	230	544	315	3.30.559.70	0.4254	0.1714	0.4032	95.14	71.5	1.0	0.9016
Q8TCG5	3	1	50	50	6.10.250.1760	0.68	0.0	0.32	53.13	27.03	0.24	0.0
Q8TCS8	1	268	366	99	1.10.10.400	0.6566	0.0202	0.3232	96.72	89.06	1.0	0.9899
Q8TCS8	2	670	754	85	2.40.50.140	0.1294	0.3765	0.4941	83.77	46.84	0.9176	0.3412
Q8TCS8	3	597	669	73	3.30.1370.10	0.4795	0.2192	0.3014	89.72	66.31	0.9863	0.5753
Q8TCS8	4	41	267	227	3.30.230.70	0.3128	0.3304	0.3568	93.43	37.25	0.978	0.8326
