accession	source	n_domains	first_domain_start	first_domain_end
O43559	Chainsaw	1	20	120
O60547	Chainsaw	2	25	209
O60711	Chainsaw	2	1	54
O43781	Chainsaw	1	143	523
O60939	Chainsaw	1	32	147
O43825	Chainsaw	1	138	387
O60224	Chainsaw	1	13	72
O60423	Chainsaw	4	97	141
O60551	Chainsaw	2	11	11
O43676	Chainsaw	1	19	96
O43609	Chainsaw	1	179	304
O60774	Chainsaw	3	4	148
O60241	Chainsaw	5	16	33
O60478	Chainsaw	1	39	323
O43513	Chainsaw	1	15	231
O43325	Chainsaw	1	3	77
O15529	Chainsaw	1	5	282
O43543	Chainsaw	1	11	279
O60234	Chainsaw	1	9	140
O43657	Chainsaw	1	4	240
O60673	Chainsaw	2	2	289
O60309	Chainsaw	2	21	21
O60346	Chainsaw	2	505	508
O60667	Chainsaw	1	5	123
O60397	Chainsaw	1	1	102
O43731	Chainsaw	1	3	209
O43570	Chainsaw	1	40	287
O60347	Chainsaw	2	360	474
O60688	Chainsaw	1	20	115
O60361	Chainsaw	1	5	134
O43447	Chainsaw	1	12	176
O43598	Chainsaw	1	22	160
O43186	Chainsaw	1	48	101
O43283	Chainsaw	1	165	448
O60896	Chainsaw	1	30	101
O60412	Chainsaw	1	11	318
O60656	Chainsaw	3	27	274
O60279	Chainsaw	1	16	199
O60895	Chainsaw	1	53	128
O43255	Chainsaw	2	36	44
O60269	Chainsaw	1	400	444
O43374	Chainsaw	5	2	113
O43541	Chainsaw	2	5	22
O60519	Chainsaw	1	26	93
O43300	Chainsaw	1	416	474
O60292	Chainsaw	3	340	372
O60403	Chainsaw	1	11	313
O60716	Chainsaw	2	638	848
O43251	Chainsaw	1	121	194
O43795	Chainsaw	6	20	283
O43677	Chainsaw	1	7	73
O43692	Chainsaw	1	64	212
O43482	Chainsaw	1	72	184
O60888	Chainsaw	1	68	167
O60242	Chainsaw	4	1	22
O43734	Chainsaw	1	407	553
O43638	Chainsaw	1	23	101
O15540	Chainsaw	1	2	131
O60259	Chainsaw	1	37	258
O60739	Chainsaw	1	31	111
O60676	Chainsaw	1	36	141
O60828	Chainsaw	1	40	105
O43612	Chainsaw	1	38	98
O60393	Chainsaw	1	241	370
O43759	Chainsaw	1	17	184
O60869	Chainsaw	1	75	140
O60806	Chainsaw	1	11	213
O60636	Chainsaw	1	1	219
O43760	Chainsaw	1	3	180
O43623	Chainsaw	1	108	262
O43768	Chainsaw	1	26	77
O60583	Chainsaw	1	7	267
O43364	Chainsaw	1	152	237
O15522	Chainsaw	1	93	143
O60749	Chainsaw	1	142	516
O60832	Chainsaw	4	54	74
O43920	Chainsaw	1	6	98
O43924	Chainsaw	1	3	149
O60812	Chainsaw	1	17	84
O60563	Chainsaw	1	1	255
O60487	Chainsaw	1	28	143
O60637	Chainsaw	1	1	251
O60575	Chainsaw	1	53	83
O43320	Chainsaw	1	31	190
O43182	Chainsaw	1	170	636
O43520	Chainsaw	5	49	99
O43597	Chainsaw	1	169	300
O43490	Chainsaw	2	1	213
O15552	Chainsaw	1	5	278
O43610	Chainsaw	1	145	272
O60341	Chainsaw	3	10	14
O43293	Chainsaw	1	9	317
O43194	Chainsaw	1	17	360
O43929	Chainsaw	3	1	29
O43148	Chainsaw	1	145	474
O43174	Chainsaw	2	26	121
O43167	Chainsaw	3	11	156
O60266	Chainsaw	4	38	253
O43166	Chainsaw	3	331	606
O43613	Chainsaw	1	27	27
O43314	Chainsaw	5	44	123
O15547	Chainsaw	3	20	62
O43790	Chainsaw	1	85	420
O43164	Chainsaw	1	561	561
O43504	Chainsaw	1	1	89
O60675	Chainsaw	1	26	123
O60290	Chainsaw	5	13	51
O60565	Chainsaw	1	2	181
O43763	Chainsaw	1	149	264
O43900	Chainsaw	1	32	246
O15525	Chainsaw	1	26	123
O60256	Chainsaw	2	20	163
O43155	Chainsaw	1	421	514
O43761	Chainsaw	1	17	188
O60285	Chainsaw	3	43	44
O60663	Chainsaw	3	4	15
O60356	Chainsaw	1	20	81
O60239	Chainsaw	1	43	286
O43809	Chainsaw	1	35	226
O60291	Chainsaw	3	544	551
O43709	Chainsaw	1	8	206
O43567	Chainsaw	3	1	30
O43151	Chainsaw	4	1167	1167
O43414	Chainsaw	1	145	326
O60641	Chainsaw	1	6	287
O43663	Chainsaw	2	3	241
O43301	Chainsaw	4	24	48
O60682	Chainsaw	1	99	164
O60732	Chainsaw	1	901	1124
O43379	Chainsaw	4	53	58
O43603	Chainsaw	1	23	311
O60844	Chainsaw	1	25	158
O43290	Chainsaw	2	398	779
O60909	Chainsaw	1	118	361
O60830	Chainsaw	1	10	141
O60894	Chainsaw	1	10	101
O43633	Chainsaw	1	11	171
O43529	Chainsaw	2	72	191
O43315	Chainsaw	1	21	267
O43497	Chainsaw	4	59	207
O43303	Chainsaw	1	793	930
O60645	Chainsaw	4	1	16
O60762	Chainsaw	1	27	258
O43196	Chainsaw	5	231	396
O60831	Chainsaw	1	12	170
O60725	Chainsaw	1	12	269
O60936	Chainsaw	1	8	84
O60880	Chainsaw	1	7	101
O43508	Chainsaw	1	108	247
O43908	Chainsaw	1	33	154
O43670	Chainsaw	1	12	111
O95076	Chainsaw	1	162	215
O75969	Chainsaw	4	7	33
O75610	Chainsaw	2	24	75
O94777	Chainsaw	1	4	83
O75078	Chainsaw	4	46	107
O95081	Chainsaw	1	15	151
O75368	Chainsaw	1	3	113
O95154	Chainsaw	2	11	200
O76001	Chainsaw	1	14	308
O75317	Chainsaw	2	18	153
O75379	Chainsaw	1	16	140
O75398	Chainsaw	2	2	36
O94778	Chainsaw	1	30	248
O75911	Chainsaw	1	3	267
O76099	Chainsaw	1	11	318
O75964	Chainsaw	1	1	95
O75531	Chainsaw	1	5	88
O95070	Chainsaw	1	88	289
O75956	Chainsaw	1	71	124
O94769	Chainsaw	1	103	157
O75638	Chainsaw	1	88	139
O75808	Chainsaw	3	343	371
O94760	Chainsaw	1	7	279
O95178	Chainsaw	1	52	97
O75593	Chainsaw	1	38	150
O75952	Chainsaw	1	14	78
O94813	Chainsaw	2	1158	1344
O95136	Chainsaw	1	6	304
O75179	Chainsaw	3	169	193
O75376	Chainsaw	2	179	234
O75712	Chainsaw	1	3	221
O75553	Chainsaw	1	28	167
O75319	Chainsaw	1	41	210
O94986	Chainsaw	2	21	443
O75554	Chainsaw	1	10	190
O75444	Chainsaw	1	16	359
O75264	Chainsaw	1	1	108
O75533	Chainsaw	2	469	1129
O75081	Chainsaw	2	596	596
O76015	Chainsaw	1	99	413
O95171	Chainsaw	1	223	292
O75200	Chainsaw	1	1	244
O76095	Chainsaw	1	11	145
O95153	Chainsaw	4	121	521
O75832	Chainsaw	1	1	225
O76082	Chainsaw	3	4	43
O94964	Chainsaw	3	211	420
O75116	Chainsaw	3	1171	1185
O94992	Chainsaw	1	167	351
O75409	Chainsaw	1	29	106
O75897	Chainsaw	1	19	291
O75452	Chainsaw	2	27	210
O94919	Chainsaw	1	22	302
O75494	Chainsaw	1	11	101
O75817	Chainsaw	1	20	136
O94855	Chainsaw	4	267	312
O75934	Chainsaw	1	28	224
O75594	Chainsaw	1	33	188
O76011	Chainsaw	1	62	359
O75635	Chainsaw	2	4	180
O75752	Chainsaw	1	65	309
O95169	Chainsaw	1	126	166
O94886	Chainsaw	2	29	220
O75330	Chainsaw	1	82	689
O95180	Chainsaw	4	78	224
O75356	Chainsaw	3	46	167
O75711	Chainsaw	1	29	85
O75751	Chainsaw	2	4	44
O94805	Chainsaw	3	14	192
O76014	Chainsaw	1	99	413
O75884	Chainsaw	1	6	182
O76093	Chainsaw	1	52	177
O94763	Chainsaw	1	27	153
O94776	Chainsaw	4	2	147
O75445	Chainsaw	6	11	33
O75473	Chainsaw	1	558	834
O94956	Chainsaw	3	44	303
O75874	Chainsaw	3	5	113
O75747	Chainsaw	8	234	262
O75153	Chainsaw	6	48	120
O76039	Chainsaw	1	9	305
O75154	Chainsaw	1	202	752
O75665	Chainsaw	1	16	979
O94933	Chainsaw	1	49	293
O75935	Chainsaw	1	1	181
O95177	Chainsaw	1	28	70
O75820	Chainsaw	4	181	181
O94817	Chainsaw	1	54	134
O75663	Chainsaw	1	9	253
O95149	Chainsaw	1	40	286
O94913	Chainsaw	2	6	161
O75110	Chainsaw	5	26	35
O75192	Chainsaw	1	1	242
O76013	Chainsaw	1	90	464
O75493	Chainsaw	1	51	53
O95073	Chainsaw	1	12	116
O75629	Chainsaw	1	55	216
O75360	Chainsaw	1	78	133
O95013	Chainsaw	1	11	311
O75061	Chainsaw	3	32	224
O95084	Chainsaw	1	39	374
O95150	Chainsaw	1	96	250
O75896	Chainsaw	1	43	99
O76000	Chainsaw	1	11	310
O75636	Chainsaw	1	93	298
O75937	Chainsaw	1	13	182
O76061	Chainsaw	1	47	209
O75628	Chainsaw	1	81	253
O95059	Chainsaw	1	19	115
O75691	Chainsaw	3	19	533
O75845	Chainsaw	1	1	251
O75150	Chainsaw	2	44	559
O75388	Chainsaw	1	41	321
O75973	Chainsaw	1	131	257
O95139	Chainsaw	1	42	117
O75864	Chainsaw	1	73	466
O75182	Chainsaw	7	762	980
O75694	Chainsaw	4	12	40
O94875	Chainsaw	2	866	930
O75899	Chainsaw	4	55	177
O75526	Chainsaw	1	9	83
O75204	Chainsaw	1	31	196
O94966	Chainsaw	4	971	1053
O75530	Chainsaw	1	81	440
O75223	Chainsaw	1	16	186
O94832	Chainsaw	4	7	412
O75915	Chainsaw	1	11	187
O94772	Chainsaw	1	27	105
O75298	Chainsaw	1	268	542
O75508	Chainsaw	1	1	195
O75496	Chainsaw	1	83	159
O75333	Chainsaw	1	1	250
O75912	Chainsaw	4	122	332
O94910	Chainsaw	4	1	20
O94782	Chainsaw	2	82	228
O75071	Chainsaw	2	2	16
O75715	Chainsaw	1	29	220
O75762	Chainsaw	5	28	191
O75369	Chainsaw	18	13	257
O94823	Chainsaw	4	705	891
O75096	Chainsaw	5	408	410
O75787	Chainsaw	2	1	4
O75949	Chainsaw	1	144	359
O76041	Chainsaw	5	167	170
O75818	Chainsaw	2	1	64
O75347	Chainsaw	1	4	103
O75474	Chainsaw	1	37	206
O94911	Chainsaw	6	8	54
O75140	Chainsaw	4	743	749
O75607	Chainsaw	1	33	141
O76071	Chainsaw	1	5	333
O75355	Chainsaw	3	13	50
O94885	Chainsaw	3	35	57
O76070	Chainsaw	1	1	99
O75487	Chainsaw	2	30	87
O95157	Chainsaw	1	6	23
O94829	Chainsaw	2	23	541
O75293	Chainsaw	1	3	156
O75177	Chainsaw	1	18	71
O75882	Chainsaw	7	110	256
O95158	Chainsaw	2	216	300
O75365	Chainsaw	1	10	170
O75596	Chainsaw	1	72	194
O75486	Chainsaw	1	26	310
O75795	Chainsaw	3	25	281
O95096	Chainsaw	1	72	191
O94788	Chainsaw	2	40	287
O75865	Chainsaw	1	4	155
O75132	Chainsaw	4	81	149
O75339	Chainsaw	7	452	481
O75381	Chainsaw	2	25	72
O75354	Chainsaw	2	99	294
O75909	Chainsaw	1	30	263
O95170	Chainsaw	3	1	175
O75843	Chainsaw	4	8	44
O75951	Chainsaw	1	24	142
O75971	Chainsaw	1	1	72
O75185	Chainsaw	5	27	96
O75525	Chainsaw	1	1	175
O94864	Chainsaw	1	61	269
O75970	Chainsaw	10	1812	1819
O75052	Chainsaw	1	12	179
O75643	Chainsaw	8	92	193
O75881	Chainsaw	2	48	119
O75362	Chainsaw	1	65	304
O94830	Chainsaw	3	489	568
O76076	Chainsaw	1	45	93
O75920	Chainsaw	1	2	109
O75800	Chainsaw	2	9	323
O75446	Chainsaw	2	11	36
O75310	Chainsaw	3	25	280
O75541	Chainsaw	1	14	383
O76100	Chainsaw	1	11	306
O75044	Chainsaw	4	825	828
O75602	Chainsaw	1	3	503
O75147	Chainsaw	15	10	108
O95104	Chainsaw	2	476	476
O75106	Chainsaw	3	557	714
O76090	Chainsaw	2	6	98
O75064	Chainsaw	5	12	38
O95167	Chainsaw	1	1	83
O76021	Chainsaw	1	33	265
O76080	Chainsaw	1	166	201
O75419	Chainsaw	4	11	125
O75954	Chainsaw	1	1	238
O76074	Chainsaw	4	15	100
O94812	Chainsaw	5	36	57
O76096	Chainsaw	1	40	144
O95057	Chainsaw	1	7	175
O95147	Chainsaw	1	21	166
O75556	Chainsaw	1	1	94
O75396	Chainsaw	1	2	156
O95047	Chainsaw	1	10	304
O75386	Chainsaw	1	178	435
O75400	Chainsaw	3	917	955
O95006	Chainsaw	1	11	316
O95168	Chainsaw	1	16	118
O75157	Chainsaw	1	655	684
O75841	Chainsaw	2	1	116
O94900	Chainsaw	1	184	337
O75923	Chainsaw	10	793	942
O95164	Chainsaw	1	10	90
O95050	Chainsaw	1	8	259
O76002	Chainsaw	1	12	306
O75844	Chainsaw	2	3	221
O75908	Chainsaw	2	110	149
O75578	Chainsaw	5	31	159
O75366	Chainsaw	6	5	109
O95007	Chainsaw	1	11	308
O75420	Chainsaw	2	449	449
O95156	Chainsaw	1	116	254
O95166	Chainsaw	1	4	110
O94887	Chainsaw	5	44	139
O76009	Chainsaw	1	54	365
O75603	Chainsaw	1	15	182
O94856	Chainsaw	9	31	137
O75830	Chainsaw	2	1	188
O95071	Chainsaw	4	2	82
O95298	Chainsaw	1	2	108
O95750	Chainsaw	1	32	168
O95835	Chainsaw	2	23	160
O95832	Chainsaw	1	4	184
O95487	Chainsaw	3	520	671
P01130	Chainsaw	1	392	704
O95395	Chainsaw	2	100	252
O95447	Chainsaw	1	124	455
O95834	Chainsaw	2	13	60
P01579	Chainsaw	1	26	148
O95427	Chainsaw	3	1	24
P01112	Chainsaw	1	2	171
O95473	Chainsaw	1	5	171
P01011	Chainsaw	2	29	216
P01624	Chainsaw	1	24	110
P01570	Chainsaw	1	2	188
O95214	Chainsaw	1	1	122
P01567	Chainsaw	1	2	185
O95997	Chainsaw	1	122	188
O95455	Chainsaw	2	18	195
O95436	Chainsaw	3	82	277
P01568	Chainsaw	1	1	187
O95382	Chainsaw	6	20	20
O95935	Chainsaw	1	22	348
O95715	Chainsaw	1	48	110
P01116	Chainsaw	1	2	176
P01275	Chainsaw	1	1	178
P02765	Chainsaw	2	35	145
O95477	Chainsaw	8	2	49
O95602	Chainsaw	8	15	90
O95971	Chainsaw	1	28	141
O95998	Chainsaw	1	68	166
P01137	Chainsaw	2	38	97
P02743	Chainsaw	1	26	219
O95990	Chainsaw	1	37	141
O95249	Chainsaw	1	1	156
O95544	Chainsaw	2	106	237
P00374	Chainsaw	1	5	185
O95685	Chainsaw	1	151	282
P01034	Chainsaw	1	40	145
O95377	Chainsaw	1	3	210
O95500	Chainsaw	1	1	187
P00352	Chainsaw	2	23	270
P01714	Chainsaw	1	23	107
P02730	Chainsaw	2	58	331
P00167	Chainsaw	1	11	93
P00709	Chainsaw	1	24	137
O95352	Chainsaw	3	19	155
O95785	Chainsaw	1	267	384
O95373	Chainsaw	3	1003	1014
P01036	Chainsaw	1	35	140
O95371	Chainsaw	1	12	305
P00746	Chainsaw	1	30	252
P02533	Chainsaw	1	112	471
O95297	Chainsaw	1	39	155
O95881	Chainsaw	1	40	171
O95988	Chainsaw	1	7	122
O95561	Chainsaw	1	21	170
O95221	Chainsaw	1	11	312
P01215	Chainsaw	1	35	110
P01848	Chainsaw	1	7	65
O95279	Chainsaw	1	2	256
P02679	Chainsaw	1	171	421
P00734	Chainsaw	1	333	620
O96002	Chainsaw	1	1	107
P01767	Chainsaw	1	22	115
P02656	Chainsaw	1	3	86
O95992	Chainsaw	1	15	261
P01588	Chainsaw	1	30	192
P01100	Chainsaw	1	74	203
P00533	Chainsaw	2	268	328
O95231	Chainsaw	1	100	151
P01706	Chainsaw	1	37	111
P01344	Chainsaw	1	5	155
P01599	Chainsaw	1	26	112
P01008	Chainsaw	2	44	255
P01700	Chainsaw	1	37	110
P02647	Chainsaw	1	1	265
P00326	Chainsaw	2	8	174
O96001	Chainsaw	1	23	93
P01589	Chainsaw	2	2	17
P01814	Chainsaw	1	22	118
P00492	Chainsaw	1	8	216
P01614	Chainsaw	1	24	116
P02144	Chainsaw	1	5	150
P01569	Chainsaw	1	1	186
O95751	Chainsaw	1	61	129
O95859	Chainsaw	2	1	123
O95568	Chainsaw	1	101	368
O95994	Chainsaw	1	54	168
P01782	Chainsaw	1	22	117
O95274	Chainsaw	1	32	217
P00451	Chainsaw	5	1	349
P01562	Chainsaw	1	28	186
O95995	Chainsaw	1	28	451
O95867	Chainsaw	1	21	92
P02748	Chainsaw	2	44	93
O95445	Chainsaw	1	41	175
P02655	Chainsaw	1	4	98
O95858	Chainsaw	1	3	273
P01566	Chainsaw	1	1	185
P02511	Chainsaw	1	9	148
P01601	Chainsaw	1	26	112
O95989	Chainsaw	1	18	162
P01611	Chainsaw	1	26	112
P01602	Chainsaw	1	26	112
O95772	Chainsaw	1	50	198
P01615	Chainsaw	1	24	115
O95714	Chainsaw	5	784	918
O95295	Chainsaw	1	21	126
P02649	Chainsaw	1	30	215
P01705	Chainsaw	1	35	111
P01594	Chainsaw	1	26	112
O96013	Chainsaw	2	311	589
O95390	Chainsaw	2	63	131
O95755	Chainsaw	1	14	230
P01717	Chainsaw	1	37	108
O95868	Chainsaw	1	3	131
P01762	Chainsaw	1	22	116
O95210	Chainsaw	1	90	102
P01236	Chainsaw	1	43	223
P01138	Chainsaw	1	2	14
O95870	Chainsaw	2	1	162
O95837	Chainsaw	2	27	62
P00915	Chainsaw	1	14	259
P01701	Chainsaw	1	35	110
O95466	Chainsaw	5	503	508
P01583	Chainsaw	1	123	267
O95406	Chainsaw	1	5	143
O96015	Chainsaw	1	21	103
P01037	Chainsaw	1	35	140
P01303	Chainsaw	1	1	85
O95626	Chainsaw	1	3	127
O95232	Chainsaw	3	4	114
O95399	Chainsaw	1	1	106
P01733	Chainsaw	1	23	114
P02458	Chainsaw	1	6	114
P02452	Chainsaw	1	7	12
O95857	Chainsaw	1	6	192
P00813	Chainsaw	1	11	358
P01266	Chainsaw	7	1391	1399
O95684	Chainsaw	1	1	139
O95922	Chainsaw	2	6	67
P02724	Chainsaw	1	1	119
O95925	Chainsaw	1	24	128
P01042	Chainsaw	3	23	136
P02745	Chainsaw	1	116	243
P02741	Chainsaw	1	25	220
P01222	Chainsaw	1	1	131
P01286	Chainsaw	1	3	106
P01699	Chainsaw	1	35	110
O95810	Chainsaw	1	55	275
P02008	Chainsaw	1	5	141
O95476	Chainsaw	1	50	240
P02652	Chainsaw	1	1	95
O95907	Chainsaw	1	17	197
O95222	Chainsaw	1	12	310
O95744	Chainsaw	1	82	286
O96007	Chainsaw	1	44	176
O95372	Chainsaw	1	15	227
O95622	Chainsaw	3	205	409
O95665	Chainsaw	1	19	242
P02538	Chainsaw	1	142	477
P01743	Chainsaw	1	22	116
P01019	Chainsaw	2	39	274
P02549	Chainsaw	6	87	377
P01024	Chainsaw	8	25	126
O95342	Chainsaw	3	1	400
P02746	Chainsaw	1	118	249
O95757	Chainsaw	4	4	232
P01023	Chainsaw	7	30	124
O96004	Chainsaw	1	98	213
O95677	Chainsaw	1	370	636
O95528	Chainsaw	1	7	324
P02689	Chainsaw	1	3	131
O95800	Chainsaw	1	23	244
P01298	Chainsaw	1	1	62
P01374	Chainsaw	1	64	204
P02763	Chainsaw	1	24	178
P01111	Chainsaw	1	2	176
P01763	Chainsaw	1	22	116
P01718	Chainsaw	1	37	107
P01241	Chainsaw	1	4	210
O96000	Chainsaw	1	23	171
P01772	Chainsaw	1	22	116
O95424	Chainsaw	1	1	93
O95807	Chainsaw	1	2	150
O95190	Chainsaw	1	54	180
O95619	Chainsaw	1	1	157
O95573	Chainsaw	4	20	79
P01780	Chainsaw	1	22	116
P02489	Chainsaw	1	21	153
P01825	Chainsaw	1	22	115
P00568	Chainsaw	1	1	192
O95379	Chainsaw	1	18	195
O95801	Chainsaw	3	13	14
P01593	Chainsaw	1	26	112
O95229	Chainsaw	1	1	220
P01715	Chainsaw	1	37	110
O95931	Chainsaw	1	13	72
P02753	Chainsaw	1	24	185
P01721	Chainsaw	1	23	112
O96019	Chainsaw	3	14	194
O95562	Chainsaw	1	1	159
P01732	Chainsaw	1	24	131
P01040	Chainsaw	1	5	89
O95208	Chainsaw	1	3	159
P02461	Chainsaw	1	4	92
P01764	Chainsaw	1	22	116
P01571	Chainsaw	1	1	185
O95452	Chainsaw	1	3	215
P01574	Chainsaw	1	1	185
O95197	Chainsaw	1	815	1022
O95865	Chainsaw	1	10	279
O95347	Chainsaw	4	2	176
P01824	Chainsaw	1	29	124
O95336	Chainsaw	1	8	255
P01563	Chainsaw	1	28	186
O95936	Chainsaw	1	268	454
P01597	Chainsaw	1	26	112
O95416	Chainsaw	1	14	71
P01160	Chainsaw	1	1	120
P00491	Chainsaw	1	7	281
P01704	Chainsaw	1	37	119
O96028	Chainsaw	5	76	146
P01619	Chainsaw	1	24	111
O95972	Chainsaw	2	43	50
O95999	Chainsaw	1	10	119
P02751	Chainsaw	16	2163	2169
P01703	Chainsaw	1	37	111
O95948	Chainsaw	2	1	19
P00325	Chainsaw	2	8	174
P02100	Chainsaw	1	6	143
O95453	Chainsaw	3	2	135
O95600	Chainsaw	1	263	357
O95248	Chainsaw	6	2	381
O95672	Chainsaw	2	99	160
O95257	Chainsaw	1	11	155
P00918	Chainsaw	1	13	257
P01282	Chainsaw	1	51	152
O95803	Chainsaw	3	587	871
P02654	Chainsaw	1	2	82
O95409	Chainsaw	1	256	412
P01229	Chainsaw	1	30	111
P02462	Chainsaw	1	4	10
O95777	Chainsaw	1	4	85
O95825	Chainsaw	2	2	125
O95969	Chainsaw	1	25	89
P02747	Chainsaw	1	114	244
P00749	Chainsaw	1	183	423
O95817	Chainsaw	1	420	497
O95843	Chainsaw	1	16	185
O95661	Chainsaw	1	35	198
P01817	Chainsaw	1	22	118
O95415	Chainsaw	1	87	124
O95976	Chainsaw	1	29	142
P01850	Chainsaw	1	9	125
P00751	Chainsaw	3	121	121
O95292	Chainsaw	1	9	124
P01258	Chainsaw	1	6	105
P02042	Chainsaw	1	6	143
O95294	Chainsaw	5	2	114
P01591	Chainsaw	1	1	155
O95968	Chainsaw	1	25	89
O95450	Chainsaw	6	55	220
O95813	Chainsaw	1	154	243
O95251	Chainsaw	1	339	602
O95490	Chainsaw	4	5	22
O95696	Chainsaw	5	33	85
P01148	Chainsaw	1	3	90
O95716	Chainsaw	1	21	190
O95838	Chainsaw	2	540	550
P01135	Chainsaw	1	5	140
P01270	Chainsaw	1	4	68
O95486	Chainsaw	4	346	412
P01178	Chainsaw	1	39	116
P02766	Chainsaw	1	32	143
P01768	Chainsaw	1	22	116
O95678	Chainsaw	1	146	462
P01742	Chainsaw	1	22	116
P01737	Chainsaw	1	22	112
O95260	Chainsaw	2	11	78
P00995	Chainsaw	1	46	76
P01242	Chainsaw	1	3	210
P02760	Chainsaw	2	348	349
O95484	Chainsaw	1	4	184
O96011	Chainsaw	1	1	255
O95405	Chainsaw	2	719	769
O95996	Chainsaw	3	6	165
P01225	Chainsaw	1	1	103
O95471	Chainsaw	1	4	184
P01709	Chainsaw	1	37	111
P01766	Chainsaw	1	22	115
O95613	Chainsaw	1	1	508
P01834	Chainsaw	1	7	103
P01031	Chainsaw	9	22	122
O95873	Chainsaw	1	150	262
O95711	Chainsaw	1	28	161
P01185	Chainsaw	1	39	131
P01009	Chainsaw	2	46	216
O95918	Chainsaw	1	10	303
P04090	Chainsaw	1	1	182
P06307	Chainsaw	1	2	107
P04406	Chainsaw	2	5	150
P04921	Chainsaw	1	46	121
P08861	Chainsaw	1	29	256
P05111	Chainsaw	2	3	5
P04792	Chainsaw	1	4	168
P0C7I0	Chainsaw	2	81	197
P09493	Chainsaw	1	1	240
P08962	Chainsaw	1	5	236
P05015	Chainsaw	1	2	188
P08519	Chainsaw	1	1824	2039
P08922	Chainsaw	13	25	54
P05090	Chainsaw	1	2	179
P04818	Chainsaw	1	29	299
P06132	Chainsaw	1	6	364
P04083	Chainsaw	4	3	27
P0C6S8	Chainsaw	1	405	498
P07738	Chainsaw	1	4	251
P08237	Chainsaw	4	17	174
P08235	Chainsaw	2	86	151
P0C7M4	Chainsaw	1	19	200
P05014	Chainsaw	1	2	186
P0C024	Chainsaw	1	9	236
P05093	Chainsaw	3	1	96
P07478	Chainsaw	1	28	232
P04062	Chainsaw	2	45	115
P02788	Chainsaw	4	25	108
P09234	Chainsaw	1	5	59
P08779	Chainsaw	1	116	434
P03950	Chainsaw	1	3	144
P0C0P6	Chainsaw	1	1	67
P04080	Chainsaw	1	10	90
P03999	Chainsaw	1	28	329
P09327	Chainsaw	6	6	112
P05787	Chainsaw	1	2	480
P06133	Chainsaw	3	25	280
P0C5Y9	Chainsaw	1	22	102
P05155	Chainsaw	2	132	297
P02771	Chainsaw	4	43	310
P06315	Chainsaw	1	24	110
P05413	Chainsaw	1	2	131
P04626	Chainsaw	3	1240	1250
P09972	Chainsaw	1	10	354
P05783	Chainsaw	1	77	428
P05109	Chainsaw	1	4	90
P0C604	Chainsaw	1	9	300
P04271	Chainsaw	1	3	91
P0C7N1	Chainsaw	1	11	318
P08069	Chainsaw	6	32	317
P0C7L1	Chainsaw	1	30	91
P08910	Chainsaw	2	43	237
P09172	Chainsaw	3	49	200
P09919	Chainsaw	1	41	205
P04430	Chainsaw	1	26	112
P09529	Chainsaw	2	72	129
P09601	Chainsaw	1	13	226
P03928	Chainsaw	1	7	63
P05067	Chainsaw	3	33	126
P09496	Chainsaw	1	31	243
P06331	Chainsaw	1	29	122
P04437	Chainsaw	1	30	118
P06865	Chainsaw	2	6	164
P07196	Chainsaw	1	73	471
P07550	Chainsaw	1	21	340
P05107	Chainsaw	4	33	80
P07306	Chainsaw	1	132	280
P0C2W7	Chainsaw	1	102	149
P06396	Chainsaw	4	57	161
P08048	Chainsaw	3	409	469
P06734	Chainsaw	1	139	288
P08708	Chainsaw	1	7	83
P07093	Chainsaw	2	27	191
P05089	Chainsaw	1	7	304
P06744	Chainsaw	3	8	97
P05187	Chainsaw	2	456	488
P05162	Chainsaw	1	5	131
P07360	Chainsaw	1	49	181
P08476	Chainsaw	2	36	107
P0C672	Chainsaw	2	1	128
P04049	Chainsaw	3	337	611
P06753	Chainsaw	1	1	244
P04054	Chainsaw	1	22	137
P07305	Chainsaw	1	28	95
P09228	Chainsaw	1	33	140
P09693	Chainsaw	1	31	100
P02792	Chainsaw	1	11	172
P08247	Chainsaw	1	1	226
P07357	Chainsaw	3	100	219
P09038	Chainsaw	1	163	285
P04141	Chainsaw	1	30	133
P04433	Chainsaw	1	24	110
P0C646	Chainsaw	1	7	291
P05386	Chainsaw	1	4	64
P09874	Chainsaw	5	9	92
P08865	Chainsaw	1	6	202
P0C7M3	Chainsaw	1	3	39
P08319	Chainsaw	2	8	179
P05997	Chainsaw	1	3	113
P08842	Chainsaw	3	28	172
P0C5Z0	Chainsaw	1	22	102
P09016	Chainsaw	1	163	213
P09471	Chainsaw	2	24	60
P08294	Chainsaw	1	59	212
P0C5Y4	Chainsaw	1	85	117
P08700	Chainsaw	1	36	150
P05546	Chainsaw	2	82	297
P08582	Chainsaw	4	22	103
P06310	Chainsaw	1	24	115
P09884	Chainsaw	5	63	98
P09661	Chainsaw	1	6	175
P05113	Chainsaw	1	26	129
P07327	Chainsaw	2	8	174
P07477	Chainsaw	1	24	232
P09132	Chainsaw	1	12	123
P05451	Chainsaw	1	41	164
P05231	Chainsaw	1	49	210
P05230	Chainsaw	1	9	151
P05112	Chainsaw	1	29	152
P09017	Chainsaw	1	165	215
P08173	Chainsaw	2	12	230
P05412	Chainsaw	1	11	318
P0C221	Chainsaw	1	47	757
P06850	Chainsaw	1	2	195
P04004	Chainsaw	2	426	470
P0C2S0	Chainsaw	1	15	80
P02775	Chainsaw	1	57	125
P02778	Chainsaw	1	42	96
