accession	source	n_domains	datasets	groel_class	protein_length	length_n_domain	length_c_region	length_diff	net_charge_n_domain	net_charge_c_region	net_charge_diff	frac_hydrophobic_n_domain	frac_hydrophobic_c_region	frac_hydrophobic_diff	frac_helix_n_domain	frac_helix_c_region	frac_helix_diff	frac_strand_n_domain	frac_strand_c_region	frac_strand_diff	mean_plddt_n_domain	mean_plddt_c_region	mean_plddt_diff	frac_plddt_gt70_n_domain	frac_plddt_gt70_c_region	frac_plddt_gt70_diff	relative_contact_order_n_domain	relative_contact_order_c_region	relative_contact_order_diff	foldx_total_energy
P12281	Chainsaw	4	proteome_bg		411	161	91	70	-5	1	-6	0.4285714285714285	0.3406593406593406	0.0879120879120878	0.4099378881987577	0.0989010989010989	0.3110367892976589	0.2608695652173913	0.3736263736263736	-0.1127568084089823	93.75372643796554	95.23000012911282	-1.4762736911472842	0.9565217391304348	0.978021978021978	-0.0215002388915431	0.3335991270773879	0.3956043956043956	-0.0620052685270076	-67.05
P12995	Chainsaw	2	proteome_bg		429	148	8	140	-5	-2	-3	0.4594594594594595	0.25	0.2094594594594594	0.3918918918918919	0.0	0.3918918918918919	0.2432432432432432	0.125	0.1182432432432432	98.39364840533284	94.36750030517578	4.0261481001570445	1.0	1.0	0.0	0.711546912766425			-90.06
P12998	CATH	2	groel	III	384	340	6	334	-4	0	-4	0.4235294117647059	0.3333333333333333	0.0901960784313725	0.4470588235294118	0.6666666666666666	-0.2196078431372548	0.1911764705882352	0.0	0.1911764705882352	97.6539115008186	82.01500002543132	15.638911475387276	1.0	0.8333333333333334	0.1666666666666666	0.2513104668801618			-70.44
P13009	Chainsaw	4	proteome_bg		1227	322	902	-580	-16	-36	20	0.4192546583850932	0.3924611973392461	0.026793461045847	0.5031055900621118	0.4977827050997783	0.0053228849623334	0.1273291925465838	0.1419068736141907	-0.0145776810676068	94.00661511154648	90.02191795425246	3.984697157294022	0.984472049689441	0.9556541019955654	0.0288179476938755	0.1843516567707335	0.0748024158992287	0.1095492408715048	88.4
P13024	Chainsaw	2	proteome_bg		309	172	135	37	-5	-9	4	0.4534883720930232	0.3111111111111111	0.1423772609819121	0.6395348837209303	0.1333333333333333	0.506201550387597	0.0406976744186046	0.3259259259259259	-0.2852282515073213	92.20505807566089	91.78585157041196	0.4192065052489226	0.9418604651162792	0.9777777777777776	-0.0359173126614986	0.292974467393072	0.2248988484282602	0.0680756189648118	-56.07
P13029	Chainsaw	4	proteome_bg		726	266	418	-152	-9	-13	4	0.3609022556390977	0.423444976076555	-0.0625427204374572	0.4661654135338345	0.4880382775119617	-0.0218728639781271	0.0488721804511278	0.1004784688995215	-0.0516062884483937	96.95759373141412	97.92031090111252	-0.962717169698422	0.9962406015037594	1.0	-0.0037593984962406	0.2122662026968247	0.1337656151897638	0.0785005875070609	145.77
P13035	Chainsaw	3	proteome_bg		501	159	129	30	1	-3	4	0.4088050314465409	0.3410852713178294	0.0677197601287114	0.3459119496855345	0.5968992248062015	-0.2509872751206669	0.3710691823899371	0.0155038759689922	0.3555653064209448	96.99069194673744	95.5986048380534	1.3920871086840378	1.0	0.9767441860465116	0.0232558139534884	0.6250591265044411	0.1589147286821705	0.4661443978222705	66.28
P13036	Chainsaw	2	proteome_bg		774	73	668	-595	-3	-16	13	0.3287671232876712	0.3158682634730539	0.0128988598146173	0.2876712328767123	0.0778443113772455	0.2098269214994668	0.3835616438356164	0.5688622754491018	-0.1853006316134854	87.92493161763231	92.5615569817092	-4.6366253640768775	0.9863013698630136	0.9505988023952096	0.035702567467804	0.3586452378384209	0.1209160756325722	0.2377291622058486	300.47
P13039	Chainsaw	2	proteome_bg		400	137	255	-118	-3	-4	1	0.3284671532846715	0.4235294117647059	-0.0950622584800343	0.145985401459854	0.4313725490196078	-0.2853871475597538	0.3941605839416058	0.196078431372549	0.1980821525690568	94.26591229960866	95.70501933378333	-1.439107034174654	1.0	0.9882352941176472	0.0117647058823529	0.2575020275750203	0.1735454837672774	0.0839565438077428	-98.33
P13196	CATH	2	matrix_bg,mito_bg		640	233	148	85	-5	5	-10	0.3991416309012875	0.3716216216216216	0.0275200092796659	0.4721030042918455	0.4527027027027027	0.0194003015891428	0.167381974248927	0.1013513513513513	0.0660306228975756	98.0429186841449	83.79236491950783	14.25055376463706	1.0	0.7432432432432432	0.2567567567567568	0.3129891441555162	0.2613286939634245	0.0516604501920917	306.71
P13445	Chainsaw	3	proteome_bg		330	123	168	-45	1	-8	9	0.4146341463414634	0.3630952380952381	0.0515389082462253	0.7479674796747967	0.6309523809523809	0.1170150987224157	0.0	0.0119047619047619	-0.0119047619047619	88.65430918747816	89.91851198105584	-1.264202793577681	0.8780487804878049	0.9404761904761904	-0.0624274099883855	0.243680709534368	0.1061710398445092	0.1375096696898588	63.42
P13482	Chainsaw	3	proteome_bg		565	60	466	-406	-3	-8	5	0.4166666666666667	0.334763948497854	0.0819027181688126	0.6833333333333333	0.4892703862660944	0.1940629470672389	0.0666666666666666	0.1158798283261802	-0.0492131616595135	97.82083384195964	95.35381954831628	2.467014293643373	1.0	0.9592274678111588	0.0407725321888412	0.3807291666666667	0.1377522006036775	0.2429769660629891	79.66
P13518	Chainsaw	4	proteome_bg		646	122	522	-400	3	1	2	0.4344262295081967	0.3831417624521073	0.0512844670560894	0.5491803278688525	0.5306513409961686	0.0185289868726838	0.2459016393442623	0.1762452107279693	0.0696564286162929	74.11418033037029	89.17452110641304	-15.06034077604275	0.7459016393442623	0.9559386973180076	-0.2100370579737452	0.2375635952515545	0.1274508334707048	0.1101127617808496	127.28
P13656	Chainsaw	6	proteome_bg		897	60	813	-753	2	-17	19	0.35	0.3321033210332103	0.0178966789667896	0.1666666666666666	0.2091020910209102	-0.0424354243542435	0.3333333333333333	0.2287822878228782	0.104551045510455	80.80283317565917	81.24843774774418	-0.4456045720850028	0.8833333333333333	0.8167281672816729	0.0666051660516604	0.331619937694704	0.0629342442073069	0.2686856934873971	340.96
P13669	Chainsaw	2	proteome_bg		240	64	171	-107	0	-3	3	0.359375	0.3625730994152046	-0.0031980994152046	0.578125	0.2105263157894736	0.3675986842105263	0.15625	0.4152046783625731	-0.2589546783625731	91.38171863555908	87.52251436556989	3.859204269989192	1.0	0.847953216374269	0.1520467836257309	0.4046875	0.2481782795579906	0.1565092204420093	-18.85
P13804	CATH	2	hsp60,matrix_bg,mito_bg		333	186	129	57	0	0	0	0.4193548387096774	0.4341085271317829	-0.0147536884221055	0.3064516129032258	0.3875968992248062	-0.0811452863215804	0.3118279569892473	0.2093023255813953	0.1025256314078519	97.0213979495469	96.64705415474351	0.3743437948033801	1.0	1.0	0.0	0.3033031831158782	0.2346593974500951	0.0686437856657831	1.55
P13995	CATH	2	hsp60,matrix_bg,mito_bg		350	269	42	227	-2	3	-5	0.3940520446096654	0.4523809523809524	-0.0583289077712869	0.3977695167286245	0.7142857142857143	-0.3165161975570897	0.1858736059479553	0.0	0.1858736059479553	97.53724905815268	78.79023797171456	18.747011086438107	1.0	0.5952380952380952	0.4047619047619047	0.1240357347517522	0.1587301587301587	-0.0346944239784065	9.84
P14081	Chainsaw	5	proteome_bg		614	162	451	-289	-7	-4	-3	0.419753086419753	0.3991130820399113	0.0206400043798417	0.4135802469135802	0.3569844789356984	0.0565957679778817	0.2037037037037037	0.3303769401330377	-0.126673236429334	84.5723457807376	87.29057646114916	-2.7182306804115512	0.8148148148148148	0.9623059866962306	-0.1474911718814158	0.2353823731138546	0.0798140443916154	0.1555683287222392	89.3
P14175	Chainsaw	2	proteome_bg		400	275	123	152	-6	-3	-3	0.4254545454545455	0.3821138211382114	0.043340724316334	0.4727272727272727	0.4146341463414634	0.0580931263858093	0.2327272727272727	0.2601626016260163	-0.0274353288987435	90.66203610506923	87.65926829392347	3.002767811145773	0.9854545454545456	0.934959349593496	0.0504951958610495	0.2521338121338121	0.2421331985340578	0.0100006135997542	-59.98
P14176	Chainsaw	2	proteome_bg		354	47	260	-213	-1	12	-13	0.4468085106382978	0.5692307692307692	-0.1224222585924713	0.5106382978723404	0.8615384615384616	-0.3509001636661212	0.0	0.0	0.0	75.90468126662235	90.82419228186974	-14.919511015247394	0.5957446808510638	0.8961538461538462	-0.3004091653027824	0.1489361702127659	0.2496963562753036	-0.1007601860625376	-3.09
P14294	Chainsaw	4	proteome_bg		653	158	494	-336	-2	7	-9	0.379746835443038	0.3785425101214575	0.0012043253215804	0.430379746835443	0.4554655870445344	-0.0250858402090913	0.2088607594936709	0.1761133603238866	0.0327473991697842	96.98075953616372	92.9520042203216	4.028755315842119	1.0	0.9352226720647774	0.0647773279352226	0.2560571598101265	0.264012381635512	-0.0079552218253854	116.64
P14375	Chainsaw	4	proteome_bg		441	120	315	-195	-8	-4	-4	0.475	0.419047619047619	0.0559523809523809	0.5166666666666667	0.4952380952380952	0.0214285714285714	0.2166666666666666	0.1174603174603174	0.0992063492063492	84.29308347702026	85.97596804906452	-1.682884572044259	0.925	0.9142857142857144	0.0107142857142857	0.2215532286212914	0.1814097968936678	0.0401434317276236	-71.79
P14377	Chainsaw	3	proteome_bg		465	199	266	-67	3	0	3	0.4271356783919598	0.4323308270676692	-0.0051951486757093	0.5175879396984925	0.5676691729323309	-0.0500812332338383	0.1658291457286432	0.169172932330827	-0.0033437866021838	75.9002010978047	87.41413535211319	-11.513934254308497	0.7286432160804021	0.9473684210526316	-0.2187252049722294	0.2275291552100123	0.1454443693503421	0.0820847858596701	107.7
P14407	Chainsaw	2	proteome_bg		548	316	212	104	-8	-2	-6	0.3639240506329114	0.3537735849056603	0.010150465727251	0.3512658227848101	0.4009433962264151	-0.049677573441605	0.3069620253164557	0.2688679245283019	0.0380941007881538	97.93474660945844	95.14943408966064	2.785312519797799	1.0	0.9669811320754716	0.0330188679245283	0.2640310871183917	0.2421270530745215	0.0219040340438701	79.25
P14735	CATH	4	matrix_bg,mito_bg		1019	253	734	-481	-6	-13	7	0.3201581027667984	0.3814713896457766	-0.0613132868789781	0.4031620553359684	0.4468664850136239	-0.0437044296776555	0.1936758893280632	0.2098092643051771	-0.0161333749771138	95.27865608878756	96.30833777030092	-1.0296816815133525	0.9604743083003952	0.9768392370572208	-0.0163649287568254	0.2989040603665109	0.1427263576250889	0.156177702741422	117.29
P14900	Chainsaw	3	proteome_bg		438	87	343	-256	-6	-9	3	0.4827586206896552	0.4110787172011662	0.071679903488489	0.3218390804597701	0.3644314868804664	-0.0425924064206963	0.2068965517241379	0.2332361516034985	-0.0263395998793606	96.3771261456369	96.25600586827224	0.1211202773646391	1.0	1.0	0.0	0.3315399038069617	0.1532773294146307	0.178262574392331	-86.35
P15005	Chainsaw	3	proteome_bg		459	150	306	-156	0	-6	6	0.3266666666666666	0.3464052287581699	-0.0197385620915032	0.3266666666666666	0.4640522875816993	-0.1373856209150327	0.2666666666666666	0.15359477124183	0.1130718954248365	87.86459978739421	87.5568953246073	0.3077044627869156	0.9266666666666666	0.934640522875817	-0.0079738562091503	0.1912663755458515	0.2215448062292495	-0.0302784306833979	70.09
P15006	Chainsaw	3	proteome_bg		348	144	156	-12	9	-1	10	0.3541666666666667	0.3397435897435897	0.0144230769230769	0.6319444444444444	0.3076923076923077	0.3242521367521367	0.0486111111111111	0.3269230769230769	-0.2783119658119658	86.49145825703938	91.43961510291466	-4.948156845875275	0.9027777777777778	1.0	-0.0972222222222222	0.3422423245614034	0.1910779696493982	0.1511643549120052	47.39
P15028	Chainsaw	2	proteome_bg		300	146	133	13	-2	3	-5	0.4452054794520548	0.4511278195488721	-0.0059223400968173	0.4589041095890411	0.4210526315789473	0.0378514780100937	0.2054794520547945	0.2105263157894736	-0.0050468637346791	97.69623273039517	96.12428576247136	1.5719469679238074	1.0	0.9849624060150376	0.0150375939849624	0.2654464843972034	0.2620642515379357	0.0033822328592676	-49.83
P15032	Chainsaw	5	proteome_bg		866	84	777	-693	-2	-64	62	0.3928571428571428	0.3243243243243243	0.0685328185328185	0.2738095238095238	0.4208494208494208	-0.147039897039897	0.2857142857142857	0.0733590733590733	0.2123552123552123	91.75226184300014	75.95131278068709	15.800949062313052	1.0	0.7078507078507078	0.2921492921492922	0.3679735051915503	0.0628219769064839	0.3051515282850663	475.38
P15034	Chainsaw	2	proteome_bg		441	170	266	-96	-3	-15	12	0.4	0.3646616541353383	0.0353383458646616	0.4588235294117647	0.4060150375939849	0.0528084918177797	0.2235294117647059	0.2142857142857142	0.0092436974789916	98.5608233283548	98.7559771143404	-0.1951537859856245	1.0	1.0	0.0	0.2123839009287925	0.2384938620716994	-0.0261099611429068	-93.06
P15038	Chainsaw	5	proteome_bg		684	85	598	-513	0	3	-3	0.388235294117647	0.4080267558528428	-0.0197914617351957	0.2705882352941176	0.5936454849498328	-0.3230572496557152	0.4941176470588235	0.1270903010033444	0.367027346055479	89.72929418227253	94.49255858456412	-4.763264402291583	0.9882352941176472	1.0	-0.0117647058823529	0.2833572453371593	0.1526904789735043	0.1306667663636549	18.42
P15042	Chainsaw	4	proteome_bg		671	311	357	-46	-7	-13	6	0.382636655948553	0.4313725490196078	-0.0487358930710548	0.4083601286173633	0.4005602240896359	0.0077999045277274	0.2443729903536977	0.2044817927170868	0.0398911976366109	92.61594861879992	89.83296918468315	2.7829794341167826	0.9935691318327974	0.9607843137254902	0.0327848181073071	0.2457137218939719	0.1056604459965804	0.1400532758973914	61.94
P15043	Chainsaw	4	proteome_bg		609	197	404	-207	-7	7	-14	0.4111675126903553	0.3762376237623762	0.0349298889279791	0.5025380710659898	0.5222772277227723	-0.0197391566567824	0.1624365482233502	0.1113861386138613	0.0510504096094888	90.58416221347557	87.62081693894793	2.96334527452764	0.9898477157360406	0.9405940594059404	0.0492536563301	0.2937226093262288	0.1409966548437526	0.1527259544824762	56.05
P15067	Chainsaw	3	proteome_bg		657	119	526	-407	-5	-21	16	0.3193277310924369	0.3897338403041825	-0.0704061092117455	0.0504201680672268	0.3365019011406844	-0.2860817330734575	0.4369747899159664	0.1692015209125475	0.2677732690034188	96.70134459423416	96.64946762055952	0.051876973674652	1.0	0.9904942965779469	0.0095057034220532	0.2642390289449113	0.1329837424513531	0.1312552864935581	-99.98
P15070	Chainsaw	2	proteome_bg		137	45	79	-34	-6	1	-7	0.4	0.430379746835443	-0.030379746835443	0.5555555555555556	0.2025316455696202	0.3530239099859353	0.0	0.3670886075949367	-0.3670886075949367	63.62199969821506	95.24556944641886	-31.623569748203792	0.3333333333333333	1.0	-0.6666666666666667		0.2539900935608145		80.98
P15078	Chainsaw	4	proteome_bg		701	465	101	364	8	-2	10	0.5591397849462365	0.4851485148514851	0.0739912700947513	0.8021505376344086	0.6831683168316832	0.1189822208027253	0.010752688172043	0.0099009900990099	0.0008516980730331	91.53698915050876	89.65920793892133	1.8777812115874328	0.978494623655914	0.9405940594059404	0.0379005642499734	0.42551470035341	0.1920418456940033	0.2334728546594066	-85.27
P15082	Chainsaw	2	proteome_bg		257	69	186	-117	-1	-10	9	0.3043478260869565	0.4193548387096774	-0.1150070126227209	0.6086956521739131	0.3602150537634409	0.2484805984104722	0.144927536231884	0.2956989247311828	-0.1507713884992987	89.76391280906788	94.76381727444227	-4.999904465374414	0.9710144927536232	0.978494623655914	-0.0074801309022908	0.3122298499872871	0.1966603103977965	0.1155695395894906	-40.35
P15254	CATH	6	groel	II	1295	61	1082	-1021	-5	-43	38	0.4098360655737705	0.3946395563770795	0.015196509196691	0.5901639344262295	0.3512014787430684	0.2389624556831611	0.0327868852459016	0.2902033271719039	-0.2574164419260022	94.48393412105372	97.21908482253662	-2.735150701482894	1.0	0.9907578558225508	0.0092421441774491	0.4474043715846995	0.118241294122336	0.3291630774623634	90.53
P15286	Chainsaw	2	proteome_bg		331	116	185	-69	3	3	0	0.3534482758620689	0.4378378378378378	-0.0843895619757689	0.8275862068965517	0.6324324324324324	0.1951537744641193	0.0086206896551724	0.0216216216216216	-0.0130009319664492	82.0269828007139	69.89102711033176	12.135955690382133	0.956896551724138	0.654054054054054	0.3028424976700838	0.239432703003337	0.1892357875116496	0.0501969154916874	-3.79
P15373	Chainsaw	2	proteome_bg		111	30	55	-25	1	-8	9	0.3666666666666666	0.3272727272727272	0.0393939393939393	0.2333333333333333	0.509090909090909	-0.2757575757575757	0.4	0.0	0.4	92.90233357747395	87.65800046053799	5.244333116935962	1.0	0.9272727272727272	0.0727272727272727	0.3924242424242424	0.1181818181818181	0.2742424242424243	44.39
P15639	Chainsaw	3	proteome_bg		529	193	333	-140	-7	-5	-2	0.4041450777202072	0.4234234234234234	-0.0192783457032161	0.5803108808290155	0.3123123123123123	0.2679985685167032	0.1398963730569948	0.2672672672672673	-0.1273708942102724	95.18455936253996	96.75126141614028	-1.5667020536002951	1.0	1.0	0.0	0.2489547972127925	0.1235129168904003	0.1254418803223922	79.51
P15640	Chainsaw	3	proteome_bg		429	98	330	-232	-2	-19	17	0.5	0.3909090909090909	0.109090909090909	0.4693877551020408	0.3181818181818182	0.1512059369202226	0.2142857142857142	0.3151515151515151	-0.1008658008658008	98.11795869165536	94.87766676238088	3.240291929274491	1.0	0.9757575757575756	0.0242424242424242	0.2640094711917916	0.1596885521885521	0.1043209190032394	-86.57
P15723	Chainsaw	4	proteome_bg		505	111	389	-278	8	-8	16	0.3603603603603603	0.377892030848329	-0.0175316704879687	0.6396396396396397	0.6915167095115681	-0.0518770698719284	0.027027027027027	0.0154241645244215	0.0116028625026054	93.88855853381456	95.75537286871196	-1.8668143348973985	0.990990990990991	0.987146529562982	0.0038444614280089	0.3652447628351242	0.1961966910553028	0.1690480717798213	1.72
P15877	Chainsaw	2	proteome_bg		796	136	656	-520	5	-18	23	0.6323529411764706	0.3551829268292683	0.2771700143472023	0.875	0.0426829268292682	0.8323170731707317	0.0147058823529411	0.3521341463414634	-0.3374282639885222	92.19132358887616	94.88224080132277	-2.6909172124465925	0.9411764705882352	0.9832317073170732	-0.0420552367288379	0.2484834558823529	0.1551531630092026	0.0933302928731503	129.06
P15977	Chainsaw	4	proteome_bg		694	40	654	-614	2	-10	12	0.375	0.3807339449541284	-0.0057339449541284	0.575	0.4587155963302752	0.1162844036697247	0.225	0.1773700305810397	0.0476299694189602	92.7274995803833	96.9786238655767	-4.251124285193399	0.95	0.9847094801223242	-0.0347094801223242	0.3775862068965517	0.1579437401460379	0.2196424667505138	6.62
P16095	Chainsaw	2	proteome_bg		454	153	298	-145	-10	-7	-3	0.3594771241830065	0.4161073825503356	-0.056630258367329	0.3986928104575163	0.6476510067114094	-0.248958196253893	0.3006535947712418	0.0268456375838926	0.2738079571873492	96.25575156617008	95.41614112597983	0.8396104401902562	1.0	0.9731543624161074	0.0268456375838925	0.3421076193034291	0.1968222196056883	0.1452853996977408	-76.5
P16219	CATH	3	matrix_bg,mito_bg		412	122	262	-140	-5	2	-7	0.4098360655737705	0.4427480916030534	-0.0329120260292829	0.680327868852459	0.5190839694656488	0.1612438993868101	0.0081967213114754	0.232824427480916	-0.2246277061694406	96.81614722580206	98.18736628175692	-1.3712190559548674	0.9672131147540984	1.0	-0.0327868852459016	0.2890989589565634	0.1702274239016819	0.1188715350548814	-21.7
P16256	Chainsaw	2	proteome_bg		483	383	98	285	9	1	8	0.5483028720626631	0.5612244897959183	-0.0129216177332551	0.856396866840731	0.6632653061224489	0.193131560718282	0.0052219321148825	0.0	0.0052219321148825	91.10101808393593	87.53704043797084	3.563977645965082	0.9895561357702348	0.8979591836734694	0.0915969520967655	0.4104870206935243	0.3461758535189777	0.0643111671745466	-175.39
